id	overall_score	Ideas	Organization	Style	Conventions	misc_total_words	misc_total_sentences	misc_words_div_sentences	misc_sent_density	misc_ttr	grammar_pct_transitions	grammar_pct_rel_trigrams	grammar_grammar_errors_ltp_by_words	vocab_difficult_words	vocab_proportion_vocab_list[a]	vocab_proportion_vocab_list[accent]	vocab_proportion_vocab_list[abandon]	vocab_proportion_vocab_list[abnormal]	vocab_proportion_vocab_list[abbey]	vocab_proportion_vocab_list[abduct]	vocab_proportion_vocab_list[abate]	vocab_proportion_vocab_list[aback]	vocab_proportion_vocab_list[abbot]	vocab_proportion_vocab_list[abet]	vocab_proportion_vocab_list[abrasion]	vocab_proportion_vocab_list[aberrant]	vocab_proportion_vocab_list[abattoir]	vocab_proportion_vocab_list[abashed]	vocab_proportion_vocab_list[abacus]	vocab_proportion_vocab_list[abalone]	vocab_proportion_vocab_list[abductee]	vocab_proportion_vocab_list[aardvark]	vocab_proportion_vocab_list[abnegate]	vocab_proportion_vocab_list[abaya]	vocab_proportion_vocab_list[abaft]	vocab_proportion_vocab_list[abomasum]	vocab_proportion_vocab_list[abettor]	vocab_proportion_vocab_list[acetal]	vocab_proportion_vocab_list[ablaut]	vocab_proportion_vocab_list[a1]	vocab_proportion_vocab_list[ah]	vocab_proportion_vocab_list[absentminded]	vocab_proportion_vocab_list[aal]	flow_ts_avg_len_sent	flow_ts_num_syllab	flow_ts_avg_sent_per_word	flow_ts_num_polysyllab	flow_ts_num_chars	flow_ts_avg_syllab_per_word	flow_ts_fre	flow_ts_fkg	flow_ts_cli	flow_ts_dcrs	flow_ts_lwf	flow_ts_gf	flow_ts_ari	coherence_nlemma_types	coherence_n_bigram_lemma_types	coherence_n_trigram_lemma_types	coherence_nlemmas	coherence_n_bigram_lemmas	coherence_n_trigram_lemmas	coherence_ncontent_types	coherence_ncontent_tokens	coherence_content_ttr	coherence_nfunction_tokens	coherence_nfunction_types	coherence_function_ttr	coherence_noun_ttr	coherence_determiners	coherence_conjunctions	coherence_prn_noun_ratio
18281	24	3	3	3	3	292	24	12.166666666666666	10.34	58.62	0.0093	20.17	0.03767123287671233	36	0.2773972602739726	0.03424657534246575	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.003424657534246575	0.003424657534246575	0.0	0.00684931506849315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003424657534246575	0.003424657534246575	0.0	0.0	11.5	302	0.09	9	996	1.3	85.18	4.2	5.08	8.12	5.0	5.82	4.7	136	135	134	232	231	230	102	151	0.6755	81	34	0.4198	0.6471	0.0819	0.0431	0.06
18282	20	3	3	2	3	192	9	21.333333333333332	5.0	46.67	0.0467	19.33	0.03125	9	0.3854166666666667	0.015625	0.010416666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.9	211	0.05	5	646	1.2	85.12	6.3	3.25	5.77	8.0	7.96	5.5	84	83	82	180	179	178	51	89	0.573	91	33	0.3626	0.7273	0.08333	0.05	0.55
18283	20	3	3	3	3	265	19	13.947368421052632	8.48	50.89	0.0093	21.01	0.03018867924528302	17	0.3169811320754717	0.033962264150943396	0.0	0.0037735849056603774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037735849056603774	0.0037735849056603774	0.0	13.0	277	0.08	5	929	1.3	83.66	4.8	5.03	6.57	5.5	5.56	4.9	114	113	112	224	223	222	78	144	0.5417	80	36	0.45	0.5417	0.07589	0.03125	0.75
18284	11	0	1	2	3	168	10	16.8	6.71	49.66	0.0093	15.13	0.023809523809523808	9	0.36904761904761907	0.011904761904761904	0.011904761904761904	0.005952380952380952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.6	193	0.06	2	607	1.3	80.01	6.2	5.33	5.73	6.285714285714286	6.91	6.0	74	73	72	149	148	147	46	78	0.5897	71	28	0.3944	0.4375	0.08725	0.02013	0.0
18285	16	2	2	2	2	102	7	14.571428571428571	7.53	68.82	0.0187	8.4	0.06862745098039216	10	0.5196078431372549	0.029411764705882353	0.00980392156862745	0.00980392156862745	0.00980392156862745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3	120	0.08	4	405	1.3	83.36	4.9	6.48	6.84	6.214285714285714	6.18	5.7	64	63	62	93	92	91	33	47	0.7021	46	31	0.6739	1.0	0.07527	0.02151	2.67
18286	20	3	3	3	3	176	14	12.571428571428571	9.15	64.05	0.0374	21.01	0.03977272727272727	16	0.39204545454545453	0.03409090909090909	0.005681818181818182	0.005681818181818182	0.005681818181818182	0.0	0.005681818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005681818181818182	0.0	0.005681818181818182	0.0	10.8	197	0.09	7	698	1.3	85.89	4.0	7.29	6.79	5.0	5.91	5.7	98	97	96	153	152	151	66	91	0.7253	62	32	0.5161	0.5455	0.11111	0.01961	0.55
18287	18	2	2	3	3	187	5	37.4	3.05	60.98	0.0187	10.08	0.16042780748663102	11	0.3689839572192513	0.0374331550802139	0.0053475935828877	0.016042780748663103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053475935828877	0.0053475935828877	0.0	0.0	41.0	209	0.02	3	633	1.3	55.24	15.7	4.95	8.75	12.75	16.64	17.3	100	99	98	164	163	162	70	88	0.7955	76	30	0.3947	0.85	0.07317	0.02439	0.3
18288	10	2	2	1	1	175	7	25.0	4.27	46.95	0.0187	10.08	0.09714285714285714	11	0.37142857142857144	0.005714285714285714	0.0	0.005714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005714285714285714	0.0	23.4	200	0.04	1	631	1.2	81.56	7.7	4.94	6.63	10.2	9.36	8.4	77	76	75	164	163	162	43	75	0.5733	89	34	0.382	1.0	0.0122	0.05488	4.14
18289	17	2	3	2	2	237	15	15.8	7.5	49.5	0.0187	10.92	0.07172995780590717	15	0.31645569620253167	0.02109704641350211	0.0	0.0	0.004219409282700422	0.0	0.008438818565400843	0.004219409282700422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004219409282700422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3	241	0.08	4	790	1.2	91.82	3.8	3.7	6.51	4.888888888888889	5.72	3.8	99	98	97	200	199	198	68	123	0.5528	77	31	0.4026	0.4667	0.075	0.055	0.27
18290	10	2	2	1	1	95	7	13.571428571428571	8.05	54.02	0.0	10.08	0.07368421052631578	4	0.4105263157894737	0.021052631578947368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.4	98	0.06	1	293	1.1	96.11	4.2	1.45	5.59	8.0	6.96	3.1	47	46	45	87	86	85	26	39	0.6667	48	21	0.4375	1.0	0.09195	0.06897	1.0
18291	22	3	3	2	3	215	11	19.545454545454547	5.67	57.22	0.0467	16.81	0.023255813953488372	21	0.413953488372093	0.018604651162790697	0.0	0.009302325581395349	0.004651162790697674	0.0	0.0	0.0	0.0	0.009302325581395349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004651162790697674	0.0	17.5	262	0.06	7	878	1.4	70.63	7.8	8.18	7.22	7.142857142857142	8.46	8.8	111	110	109	194	193	192	69	109	0.633	85	42	0.4941	0.5652	0.08763	0.03093	0.26
18292	16	2	2	2	2	101	1	101.0	1.03	73.2	0.0187	10.92	0.19801980198019803	5	0.6039603960396039	0.0297029702970297	0.009900990099009901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	120	0.01	2	382	1.2	6.86	36.4	6.23	10.24	51.0	39.21	45.6	71	70	69	97	96	95	46	57	0.807	40	25	0.625	0.5	0.05155	0.03093	1.0
18293	11	1	1	2	2	104	9	11.555555555555555	9.57	52.13	0.0	12.61	0.009615384615384616	3	0.38461538461538464	0.019230769230769232	0.0	0.009615384615384616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4	111	0.1	1	354	1.2	94.76	2.6	2.47	5.16	4.333333333333333	4.16	1.5	49	48	47	94	93	92	24	51	0.4706	43	25	0.5814	0.6667	0.09574	0.01064	0.33
18294	16	0	3	3	3	379	14	27.071428571428573	4.17	53.87	0.0467	35.29	0.047493403693931395	61	0.33773087071240104	0.047493403693931395	0.023746701846965697	0.013192612137203167	0.005277044854881266	0.0	0.002638522427440633	0.0	0.0	0.0	0.0	0.0	0.002638522427440633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002638522427440633	0.0	25.6	489	0.04	32	1636	1.5	53.95	12.1	10.68	8.51	8.833333333333334	13.48	14.5	181	180	179	336	335	334	130	185	0.7027	151	51	0.3377	0.8636	0.07738	0.03274	0.09
18295	16	2	2	2	2	124	9	13.777777777777779	7.83	58.26	0.028	10.08	0.04032258064516129	8	0.4838709677419355	0.008064516129032258	0.008064516129032258	0.0	0.0	0.0	0.008064516129032258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008064516129032258	0.008064516129032258	0.0	12.8	134	0.08	3	422	1.2	92.32	3.6	2.65	5.92	5.625	5.82	2.2	67	66	65	115	114	113	42	64	0.6562	51	25	0.4902	0.6	0.08696	0.04348	0.4
18296	8	1	1	1	1	43	2	21.5	4.88	78.05	0.0	1.68	0.046511627906976744	6	0.627906976744186	0.023255813953488372	0.023255813953488372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.5	52	0.05	0	165	1.3	76.05	7.7	5.8	7.35	10.25	8.2	7.8	32	31	30	41	40	39	15	19	0.7895	22	17	0.7727	1.0	0.07317	0.09756	1.0
18297	21	3	3	3	3	436	11	39.63636363636363	2.75	45.75	0.0561	21.85	0.05963302752293578	29	0.3302752293577982	0.011467889908256881	0.0	0.0	0.0045871559633027525	0.0	0.0	0.0045871559633027525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022935779816513763	0.0	0.0022935779816513763	44.1	491	0.02	8	1628	1.2	60.55	15.8	6.81	7.97	10.6	18.14	19.9	183	182	181	400	399	398	127	217	0.5853	183	56	0.306	0.6	0.05	0.08	0.4
18298	16	2	2	2	2	105	7	15.0	7.45	59.57	0.0093	12.61	0.11428571428571428	7	0.41904761904761906	0.01904761904761905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009523809523809525	0.0	0.0	0.0	15.5	118	0.06	3	363	1.3	81.12	5.8	4.23	6.27	7.25	6.63	4.7	56	55	54	94	93	92	31	48	0.6458	46	25	0.5435	0.6	0.08511	0.0	0.6
18300	13	1	1	2	3	179	20	8.95	15.15	54.55	0.0187	18.49	0.0446927374301676	6	0.329608938547486	0.0111731843575419	0.0	0.00558659217877095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00558659217877095	0.0	21.8	173	0.05	3	516	1.3	74.73	8.3	3.37	6.28	12.75	9.03	8.0	72	71	70	132	131	130	37	55	0.6727	77	35	0.4545	0.8333	0.07576	0.03788	1.17
18301	14	2	2	2	2	107	9	11.88888888888889	9.28	56.7	0.028	8.4	0.04672897196261682	5	0.4672897196261682	0.018691588785046728	0.0	0.009345794392523364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.1	114	0.08	3	350	1.2	93.03	3.3	2.19	5.21	5.4375	5.25	1.6	55	54	53	97	96	95	28	45	0.6222	52	27	0.5192	0.8333	0.07216	0.06186	1.17
18302	16	2	2	2	2	432	8	54.0	2.0	40.5	0.0467	21.85	0.08796296296296297	25	0.30092592592592593	0.0023148148148148147	0.0	0.004629629629629629	0.0	0.0023148148148148147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023148148148148147	0.0	0.0	0.0	57.1	493	0.02	9	1547	1.2	47.36	20.8	5.59	8.44	26.0	23.14	25.4	162	161	160	400	399	398	107	210	0.5095	190	55	0.2895	0.38	0.065	0.0525	0.34
18303	18	3	3	2	2	191	12	15.916666666666666	6.98	55.23	0.0187	17.65	0.05759162303664921	14	0.41361256544502617	0.015706806282722512	0.010471204188481676	0.0	0.010471204188481676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005235602094240838	16.9	212	0.06	6	668	1.3	79.7	6.3	4.64	6.44	6.714285714285714	7.71	5.6	95	94	93	172	171	170	58	82	0.7073	90	37	0.4111	0.75	0.08721	0.03488	1.83
18304	13	0	2	2	3	163	11	14.818181818181818	7.24	51.97	0.028	16.81	0.03680981595092025	10	0.37423312883435583	0.049079754601226995	0.012269938650306749	0.006134969325153374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006134969325153374	0.0	0.0	13.8	192	0.07	5	630	1.3	82.85	5.1	5.73	5.88	4.888888888888889	6.57	5.0	79	78	77	152	151	150	43	75	0.5733	77	36	0.4675	0.6	0.07895	0.01316	0.8
18305	18	3	3	2	2	166	9	18.444444444444443	5.92	58.55	0.028	10.92	0.12048192771084337	11	0.40963855421686746	0.018072289156626505	0.0	0.006024096385542169	0.0	0.0	0.0	0.0	0.0	0.006024096385542169	0.0	0.0	0.0	0.006024096385542169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006024096385542169	0.0	0.006024096385542169	0.006024096385542169	24.7	176	0.04	1	545	1.2	80.24	8.2	3.66	7.0	10.2	10.15	8.2	89	88	87	152	151	150	53	78	0.6795	74	36	0.4865	1.0	0.05263	0.07237	0.0
18306	10	1	1	2	2	187	10	18.7	6.33	48.1	0.0	15.13	0.058823529411764705	12	0.2994652406417112	0.016042780748663103	0.0	0.0053475935828877	0.0	0.0	0.0	0.0053475935828877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106951871657754	19.5	202	0.05	9	653	1.3	77.06	7.4	5.98	6.43	8.833333333333334	8.31	8.1	76	75	74	158	157	156	45	86	0.5233	72	31	0.4306	0.4	0.10127	0.03165	0.0
18307	19	2	3	2	3	124	8	15.5	7.27	50.91	0.0187	10.08	0.6209677419354839	8	0.31451612903225806	0.024193548387096774	0.0	0.0	0.0	0.0	0.0	0.008064516129032258	0.0	0.008064516129032258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.5	211	0.04	5	419	1.9	18.18	17.6	4.36	7.58	6.857142857142857	12.09	10.3	56	55	54	110	109	108	37	62	0.5968	48	19	0.3958	0.7	0.12727	0.02727	0.2
18308	12	1	1	2	3	358	25	14.32	8.09	42.39	0.0374	28.57	0.05865921787709497	19	0.2905027932960894	0.0111731843575419	0.0	0.00558659217877095	0.0	0.0	0.0	0.002793296089385475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00558659217877095	0.0	12.4	388	0.08	5	1291	1.3	84.27	4.6	5.15	5.99	4.2	5.48	4.4	131	130	129	309	308	307	88	178	0.4944	131	43	0.3282	0.6364	0.07767	0.01942	0.18
18309	17	2	2	2	3	149	15	9.933333333333334	11.36	57.58	0.028	11.76	0.053691275167785234	10	0.4161073825503356	0.020134228187919462	0.0	0.006711409395973154	0.006711409395973154	0.006711409395973154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006711409395973154	0.0	0.0	0.0	10.9	164	0.09	5	503	1.3	85.79	4.0	2.94	5.86	5.111111111111111	4.97	2.1	76	75	74	132	131	130	47	75	0.6267	57	29	0.5088	0.6667	0.06061	0.01515	2.0
18310	7	0	1	2	1	156	7	22.285714285714285	4.7	46.98	0.0374	10.08	0.10897435897435898	7	0.358974358974359	0.00641025641025641	0.0	0.00641025641025641	0.0	0.0	0.0	0.0	0.00641025641025641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00641025641025641	0.0	24.7	171	0.04	3	555	1.2	80.24	8.2	4.42	6.14	12.5	10.15	8.6	70	69	68	149	148	147	37	55	0.6727	94	33	0.3511	0	0.08054	0.02685	0
18311	24	3	3	3	3	409	35	11.685714285714285	10.48	50.9	0.0748	25.21	0.0488997555012225	20	0.34474327628361856	0.007334963325183374	0.0	0.0	0.0	0.0	0.0024449877750611247	0.0	0.0024449877750611247	0.0	0.0	0.0024449877750611247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024449877750611247	0.0	10.4	401	0.1	3	1377	1.2	94.76	2.6	3.86	6.23	3.416666666666667	4.4	3.2	170	169	168	334	333	332	117	197	0.5939	137	53	0.3869	0.4419	0.09281	0.03293	0.23
18312	21	3	3	3	3	269	18	14.944444444444445	7.26	55.65	0.0374	25.21	0.05204460966542751	17	0.43866171003717475	0.01858736059479554	0.011152416356877323	0.007434944237918215	0.007434944237918215	0.0037174721189591076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.8	305	0.07	6	978	1.2	91.31	4.0	4.52	6.23	5.75	6.0	4.0	138	137	136	248	247	246	90	151	0.596	97	48	0.4948	1.0	0.12097	0.04032	1.17
18314	24	3	3	3	3	365	27	13.518518518518519	9.68	56.63	0.0187	19.33	0.07945205479452055	44	0.2958904109589041	0.024657534246575342	0.0027397260273972603	0.0027397260273972603	0.0027397260273972603	0.0027397260273972603	0.0027397260273972603	0.0	0.0	0.0027397260273972603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.4	364	0.03	21	1300	1.4	55.51	13.6	10.34	9.21	10.8	13.73	18.4	158	157	156	279	278	277	115	180	0.6389	99	43	0.4343	0.629	0.10753	0.02509	0.11
18317	16	2	2	2	2	150	6	25.0	4.35	59.42	0.0187	10.92	0.06666666666666667	10	0.44	0.013333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	165	0.04	6	548	1.2	81.97	7.5	5.52	6.84	18.333333333333332	10.65	8.8	82	81	80	138	137	136	47	61	0.7705	77	35	0.4545	0.9	0.0942	0.10145	0.8
18318	14	1	2	2	2	106	7	15.142857142857142	7.37	64.21	0.028	9.24	0.09433962264150944	7	0.44339622641509435	0.02830188679245283	0.0	0.009433962264150943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009433962264150943	13.1	113	0.08	0	381	1.2	92.02	3.7	4.92	6.86	5.571428571428571	5.24	4.6	61	60	59	95	94	93	32	48	0.6667	47	29	0.617	0.875	0.04211	0.04211	0.75
18319	24	3	3	3	3	521	31	16.806451612903224	6.97	49.21	0.0187	30.25	0.11132437619961612	54	0.28790786948176583	0.015355086372360844	0.007677543186180422	0.009596928982725527	0.005758157389635317	0.007677543186180422	0.0	0.0019193857965451055	0.0	0.0019193857965451055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019193857965451055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005758157389635317	0.0	46.6	597	0.02	30	1995	1.4	41.1	19.1	9.82	8.96	14.0	19.88	24.3	219	218	217	445	444	443	167	285	0.586	160	52	0.325	0.52	0.09663	0.02022	0.12
18320	12	0	2	2	2	110	6	18.333333333333332	5.88	59.8	0.0093	15.97	0.02727272727272727	6	0.45454545454545453	0.02727272727272727	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.8	126	0.06	1	425	1.2	88.26	5.1	6.26	6.03	7.5	7.12	6.8	61	60	59	102	101	100	32	45	0.7111	57	29	0.5088	1.0	0.10784	0.03922	5.0
18321	14	1	2	2	3	87	6	14.5	8.0	68.0	0.0187	8.4	0.022988505747126436	11	0.39080459770114945	0.04597701149425287	0.0	0.022988505747126436	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011494252873563218	0.0	0.011494252873563218	0.0	12.5	101	0.08	3	331	1.3	84.17	4.6	6.42	7.63	5.75	5.0	5.6	51	50	49	75	74	73	34	47	0.7234	28	17	0.6071	0.8462	0.05333	0.02667	0.0
18322	17	2	2	2	3	200	13	15.384615384615385	7.65	48.82	0.0374	7.56	0.065	7	0.33	0.01	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.1	212	0.04	4	694	1.3	72.39	9.1	5.75	6.61	26.0	9.88	10.0	83	82	81	170	169	168	53	102	0.5196	68	30	0.4412	0.4062	0.02353	0.05294	0.22
18324	24	3	3	3	3	301	17	17.705882352941178	6.85	52.42	0.028	20.17	0.07641196013289037	30	0.29900332225913623	0.023255813953488372	0.0	0.0033222591362126247	0.0033222591362126247	0.0	0.0	0.0033222591362126247	0.0	0.0033222591362126247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033222591362126247	0.0	0.0033222591362126247	0.0	32.7	292	0.03	12	1050	1.3	63.66	12.5	8.37	8.57	10.8	13.6	16.5	130	129	128	248	247	246	92	156	0.5897	92	38	0.413	0.5517	0.08871	0.02016	0.28
18325	13	2	2	2	2	83	4	20.75	5.63	67.61	0.0	3.36	0.08433734939759036	11	0.42168674698795183	0.024096385542168676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012048192771084338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012048192771084338	0.0	17.8	97	0.06	3	304	1.4	70.33	7.9	6.26	8.08	8.625	8.81	7.6	48	47	46	71	70	69	29	43	0.6744	28	19	0.6786	0.5455	0.02817	0.05634	0.18
18326	11	1	1	2	2	323	16	20.1875	5.57	49.13	0.0374	24.37	0.015479876160990712	21	0.3498452012383901	0.021671826625386997	0.009287925696594427	0.01238390092879257	0.0030959752321981426	0.0030959752321981426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006191950464396285	0.0030959752321981426	18.6	365	0.05	20	1166	1.3	77.98	7.0	6.04	6.31	6.25	8.73	7.6	141	140	139	287	286	285	87	140	0.6214	147	54	0.3673	0.75	0.04181	0.02787	2.0
18327	17	3	2	2	2	236	16	14.75	7.44	47.91	0.0374	12.61	0.05508474576271186	7	0.3728813559322034	0.012711864406779662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00423728813559322	0.0	13.4	242	0.07	1	760	1.1	100.17	2.6	2.08	5.84	4.555555555555555	5.36	1.9	103	102	101	215	214	213	60	122	0.4918	93	43	0.4624	0.9167	0.03721	0.05581	1.17
18329	14	1	2	2	3	261	15	17.4	6.67	59.11	0.0467	21.01	0.019157088122605363	27	0.37547892720306514	0.04597701149425287	0.007662835249042145	0.0038314176245210726	0.0	0.0038314176245210726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.8	315	0.07	12	1034	1.4	73.37	6.7	8.05	6.93	6.714285714285714	7.36	7.9	133	132	131	225	224	223	82	119	0.6891	106	51	0.4811	0.5161	0.10667	0.02222	0.29
18330	6	1	1	1	1	67	5	13.4	8.77	63.16	0.0187	3.36	0.029850746268656716	7	0.417910447761194	0.014925373134328358	0.0	0.0	0.014925373134328358	0.014925373134328358	0.0	0.014925373134328358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.3	77	0.07	1	261	1.4	73.88	6.5	7.65	6.56	6.375	6.42	7.3	36	35	34	57	56	55	17	30	0.5667	27	19	0.7037	0.3333	0.05263	0.01754	1.67
18331	10	1	2	1	2	68	3	22.666666666666668	4.69	68.75	0.0187	9.24	0.04411764705882353	5	0.5147058823529411	0.014705882352941176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014705882352941176	0.0	31.5	78	0.03	1	241	1.2	73.34	10.9	4.95	7.45	16.25	13.23	12.4	44	43	42	64	63	62	25	35	0.7143	29	19	0.6552	1.0	0.04688	0.01562	0.14
