id	essay	ideas	flow	coherence	vocab	grammar	overall_score
300456377	The habit of smoking has been prevailed among young generation regardless of gender attributed 2 peer influence, stress and even the way of showing up themselves. This devastating habit leads to chronic diseases and indeed cancer. Some advocates of cigarettes argue that although smoking brings a health damage to them, it does not affect others. However various research on habitual smoking states that people who live and communicate with ones who are smoking amid even be likely to suffer from harmful health rather than smokers. Therefore cigarette companies should have responsibility for developing cancer caused all's smoking because such compensation might benefit both individuals and society as well.The first and foremost reason to support the idea that imposing high rate of taxation on cigarette manufacturers fund to cancer curement development is that it is likely to be beneficial to individuals particularly smokers and their families. If this such companies have to pay a huge amount of money did used from their revenues, they in turn need to rise their price of production. This lead to some cigarette users may be unable to affort mix regularly and reduce the smoking frequency. Moreover indirect smokers who are close to smokers and has severe effect of smoking, could be benefited when reducing the demand for cigarettes. list demand for it, which brings many advantages to smokers and indirect smokers.The second reason in support to fund the development of cancer treatment from cigarette income is that it benefits society as a whole. This means that the amount of income from cigarettes trade could primarily contribute to the cancer curing growth, which has high potential to encourage doctors and medical researchers find out knew treatment in order to cope with this did leading disease. To illustrate that the process of discovering new and effective treatment for treating cancer requires huge amount of money, devoted effort and time by thousand researchers and doctors, but it may not enough as only based on government spending, hence the money from cigarette revenues could contribute to big	4	5	5	5	5	5
300462744	It is quite common these days for people in many parts of the world to smoke. Smoking is harmful for our health, environment and society. If these companies of manufacturing cigarettes could pay huge amounts of money, it would reduce the number of cigarettes and increase the price of cigarettes. Therefore, from my perspective, although someone might think this is a bad idea, I still believe that the method can play a key role to reduce the amounts of smoker, so reduce and help the people who has cancer from smoking.There are strong grounds for believing that through the method that increasing the amounts of money which cigarettes companies should pay for can be a good idea. In the 1st place, if these companies pay for large amounts of money as compensation to people who develop cancer from smoking, it would lead to huge losses so that these companies do not have enough money to produce more and more cigarettes, which could reduce the number of cigarettes, because which might reduce the number of smokers. Therefore reducing the rate of developing cancer from smoking. I think this is a good cycle to reduce the negative effects of smoking for our health, environment and society.Another reason for the method is that if these companies pay huge amounts of money for people who develop cancer from smoking, it would make these companies to raise the price of cigarettes stop the reason I have mentioned above, these companies want to resolution their losses so they would through the approach which increasing the price of cigarettes, which leads to more and more people can not afford the cigarettes. And then they might reduce the number of they smoke everyday so that reducing the negative effects of smoking for our life. Therefore, these factors can justify why I think the method is a good idea.However, someone think this is a bad idea because it is unfair for companies which manufacture cigarettes. These companies manage is do not teach people to smoke, do not make people to develop cancer, they only are businessmen as same as other companies, such as shoes companies. It is sure that they do not lead to other people ill, however, if our society do not have any companies which manufacture cigarettes, nobody wood smoking, so nobody will develop cancer from smoking. They have the responsibility to pay money for people who hurted by smoking.In conclusion, it is no doubt that the measure that requiring companies which manufacture cigarettes pay huge numbers of money as compensation to people who has cancer from smoking is a good idea. Because the method could lead to these companies 'cause huge losses, so they would reduce the number of cigarettes and increase the price of cigarettes, therefore, reducing the negative effects to our lives. I believe that, in the future, more and more people will like to quit smoking. Let's work together to creat a better life for ourselves.	4	5	4	4	4	4
300462939	Should cigarettes manufacturing company pay for cancer?The recent decades witnessed the development of cigarettes manufacturing industry. There are an increasing number of people are willing to choose to smoke too release their inner pressure but this result in many diseases such as lung cancer. Thus, many people argue that it is the duty for cigarettes manufacturing companies to pay for the people who develop cancer due to smoking. However, from my own perspective, these kind of companies shouldn't pay for it since it's consumers choice and hard to regulate.Most prominent reason for me to support my position that cigarettes companies don't have to pay for cancer is that smoking is the choice by consumers instead of the companies. To be more specific, the development of cigarettes is mainly because of the demand of customers. Nowadays, people smoke to reduce mental pressure. Without smoking, they may find another thing to replace it, and this can be even worse than smoking to our health. So in my opinion, the major reason of cancer due to smoking is not from cigarettes companies but individual choice.Hard to regulate is my second reason to support the opinion that cigarettes manufacturing companies don't have their responsibilities to pay for cancers. Because it is difficult to recognize the reason of the cancer, whether it is because of smoking? Which brand of cigarettes the patients use? And which cigarettes manufacturing company should pay for it? besides that, the compensation give opportunities to those who want to gain money from the companies so stop in a word, this kind of rule is hard to regulate and recognize.However, some people insist that if cigarettes companies can take charge of the compensation of cancer, it can control lung cancer Efficiently and it is the social responsibility for these corporation. I am convinced that instead of paying compensation, it is better to do something else such as advertising in the external of the cigarettes or educating youth to avoid smoking. In conclusion, on the one hand, smoking is the choice and need of the consumers so the companies shouldn't pay for it. On the other hand, it is hard to regulate and recognize the compensation. Thus, although many people support the rule, I will advocate very strongly it is not the duty for the cigarettes manufacturing companies.	5	5	5	5	5	5
300465371	Nowadays, there are many people smorke in the world and smorking is occurred cancer. Cancer is serious disease for us and if we become cancer, we will need a lot of money to cure cancer. This essay will argue that companies which manufacture cigarettes should pay large amounts of money as compensation to people who develop cancer from smoking, because cigarettes are bad for health. In addition, companies have a lot of money.First, cigarettes aren't good for health, so companies don't think people health. Company did people feeling which want to smorke. If the companies don't make a cigaret, people will not smorke, so companies should pay for people who develop cancer.Second, companies have a lot of money. There are many person who is poor or rich. If we are rich, we will be able to pay money to cure cancer, but if we are poor, we will be not able to pay to cure cancer, so companies which manufacture cigarettes, but the companies don't have enough money, so money which is cigarettes should increase the cost, then the companies should collect money from each person who buy cigarettes till stop at last, the companies paid to people who develop cancer from smorking.On the other hand, smorking is responsible by each person, because if we don't smorke, we will be cancer from smorking, so many people think people who become cancer from smorking have to pay money to cure cancer by themselves, but if the people don't have enough money, the people will not be able to cure the cancer, so it is not and people don't want to die from cancer, so the company should help two people who develop cancer from smorking.In conclusion, the companies have to pay monies people who develop cancer from smorking, because the companies make dangerous cigarettes. People need many money to live healthy, so the companies have to pay two people who develop cancer from smoking.	3	3	3	3	3	3
300470886	Nowadays, there are a number of people who depend on cigarettes. Some people think, the cigarettes companies should pay a majority of money to people who develop cancer from smoking. It is a good idea? This is a I would argue about fast the companies pay money to people who get the cancer may let people could not relize the important of smoking is harmful for their body. In addition, more and more people would like to smoking, and the government should do something.Firstly, people could not relize smoking is really harmful for their body yes the manufacture cigarettes companies pay money to them when they develop cancer from smoking. For example, they would think that they should not pay their own money to their terrible body. Thus, they reduced their burden and more easily to smoke more and more cigarettes.Secondly, they are increasing all those people would like to try cigarettes as the companies pay money for them so stop although they are poor the government play a very important role to guide public try two band the cigarettes because the people who developed cancer from smoking can not have a beautiful life in the future.However, some people who develop cancer from smoking and they are really poor, the companies help them pay large amount of money can reduce their burden when they have not money to pay. Thus can save their lives. But it can improved more and more people have not limit to try cigarettes and cause their poor health.In conclusion, companies which manufacture cigarettes should not pay large amount of money as compensation to people who develop cancer or smoking because is would cause people could not relize on smoking is really harmful for their body. The government should guide people reduce the consumption of cigarettes and let people have a healthy life.	3	4	4	4	3	3
300474317	Companies which produce and sell cigarettes should not provide a huge amounts of money as compensation to those people who get cancer.First, I believe most of the people who buy cigarettes and smoke are not forced by anyone to do it. People who decide to smoke should be aware of cigarettes can harm their health. Companies should pay more attention and invest a large amounts of money on advertisements which can warn people that smoking is not beneficial for them.Furthermore, selling and providing cigarettes are these companies main income sources. They earn money from those who volunteer to buy cigarettes. Companies can choose if they want to pay money as compensation. For instances, smokers who had cancer save one cigarette of money a day, there will be a huge amounts of money that they can help themselves to fight the diseases. Moreover, if they save the money instead of smoke everyday, they may not get cancer, so they will not use the money as compensation.However, if companies pay money as compensation to people who suffer from cancer, they may can gain positive voices from their families, friends or even public. People may notice that these companies not only just sell cigarettes and get money from people but they also focus on the patients and take care of them. There are some people think that those big companies get money from the public, so they should give something back to the society. But they are all depends on the companies.In conclusion, cigarettes companies should not pay money as compensation to people who develop cancer. The majority of people already know that smoking do not include any advantage before they choose to smoke. They must take care of themselves and the companies should not pay any medical fee for them.	4	4	4	4	4	4
300467528	With the steady growth in the country's economy as well as the people's living standard an increasing number of people are likely to choice smoking as an interest to release pressure. Some people think that companies manufacture cigarettes should pay large amounts of money as compensation to people who suffer cancer from smoking. Although these method take attention to many people and give grant to those people. It caused more and more people negalate the dangers of cigarettes. Moreover, it caused the unfair of the society so stop it is my opinion that this is a bad idea.The main reason to support clain is that it cause a large amounts of people negalate the dangerous of smoking. Some people may think the money are important than health. With the development of the technology, that medicine developing fast. If put lots of money to those people who develop cancer they will think themself take advantage of this. They don't care about their health and by this way to get more money.The further reason to support claim is that the method caused the unfair of society. This is a bad behavior to smoking. Those people who choice bad behavior it develop cancer is them own choice. For many people they don't have money to pay for large medicine cost and even wait to die. For example, the two people stayed in the hospital, caused by cigarettes, the other is caused by car accident. The first patient is supported many money to take medicine so stop the other people growth in poor family, they don't have money to pay for the cost. It cause the unfair.Some people think it can show a good company, increasing the sense of belonging. It is true that company have responsible to do something to compensation people and maintain their service. Although it seems that reasonable and attractively, it cannot hold the water. The bad behaviour is the individuals choice. When companies put money into the society it cause many positive impacts and influence the social atmosphere. Let more people to have a bad idea to earn money.In conclusion, although it is benefit for companies to provide a good service, it cause people negalate their health and attractive more people to smoking. Moreover, it caused the unfair of the society. If use the suitable strategies by understand and manipulating relevant factors the problems could be fine and achieve the desired outcome.	4	3	3	4	3	3
300468373	Since cigarettes are widely spread all over the world and people can easily get them, many of the people could suffer from the harmful effect of the cigarettes. It might cost some time and money to cure those illnesses caused by the cigarettes; however, there should be some reasons that cigarette manufacturers do not need to take responsibility to pay the amount of money as compensation to the people.Initially, it is undoubtedly clear that consuming cigarettes is own responsibility as warning notice is shown on the package and on each box of cigarettes. Furthermore, there is the education of the harmfulness of cigarettes and drugs which strongly acknowledge that two of them are seriously dangerous in terms of the health of the human body. Therefore, the responsibility which people must have should not be compensated by the cigarette manufacturers.Another reason could be that the compensation possibly encourages higher number of smokers. For instance, if the people who developed cancer due to the cigarettes get compensation from the cigarette companies, other people who have not got cancer might think that they are also able to have compensation as they suffer from cancer. To inhibit this behaviour companies should not provide the idea that there is a possibility of getting money from this mindless action. Moreover, it is difficult to ensure that whether the cancer is surely caused by the cigarettes or not. Since it could possibly be unclear then no one can claim the particular companies are responsible for the consequences of smoking.On the other hand, some critics might claim that there would be some people who started smoking without the knowledge of how harmful the cigarettes are. In fact, there could be a difficulty of having enough education due to their financial problem and it leads to even bad behaviour. Nevertheless it shouldn't be the cigarettes companies responsibility but the government needs to support those victims of the cigarettes. For example, the government could provide a sort of free health care for the smokers suffering from cigarettes in particular so the whole country can tackle the problem and also reduce the particular number of smokers.To summarise, although cigarette manufacturers produced the cigarettes which potentially causes to develop cancer, the consumption of the cigarette totally depends on People's Choice. In addition, the cigarette manufacturers took responsibility which is to notice the harmfulness of it with pictures and warnings. The significant changes supposed not to be taken by the companies but be taken by people, especially smokers.	5	5	5	5	5	5
300470595	There are still amount of people smoke even if they know it is bad for their health. So there is a question: should companies which manufacture cigarettes pay large amount of money as compensation to people who develop cancer from smoking? I don't agree with this idea.Smoking or not, it is people zone decisiones. Not everyone chooses smoking and not everyone have cancer from smoking. There is a situation that whether you have cancer is not based on the time you smoke. Some people they smoke for a long time, they even do not have cancer even when they are old. But some people may develop cancer when they smoke not for a long time. So I think it depends on people's physical condience. so companies do not need to pay amount of money as compensation to people who develop cancer from smoking.If people know the companies will pay large amount of money for people who develop cancer from smoking, so the people will not decrease smoking. So it is not a good way to avoid people smoking. As we know, there are many harmful things in one cigarette. We even do not have a deep understanding about these harmful things. So it is useless that people already have sick about smoking then companies have the action about it like pay money to people. It is important that people should have the mind to reduce smoking instead of spending much money after have cancer from smoking.There also have some benefits about companies which manufacture cigarettes pay large amounts of money as compensation to people who develop cancer from smoking. Do to peoples stress become more heavier than before, more and more people choose to smoke to avoid much pressure which in their work and families. If they smoke for a time, they cannot stop. So some people will have the heavy illness like cancer. It is a useful way to help these people to get much better. The government still should tell people the harm of smoking and make people know much about the cigarettes.Although companies which manufacture cigarettes pay large amount of money as compensation to people who develop cancer from smoking may help people out of the harm of cancer, there still not a good way to avoid people smoking too much. Government should have action to focus on the number of cigarettes which companies sell at day and people also should control the number of cigarettes they smoking a day.	4	4	4	4	4	4
300475607	Cigarettes are something which have high risks of cancer. Some people argued that the cigarettes companies should compensate large amounts of money to people who develop cancer because of smoking. It this essay, I will argue that why it is not a good idea.Firstly, smoking is an individual behaviour. That means it is actually people can avoid to smoke, so that they will not develop cancer. But many men like to snug as frequent as eating. If they smoke 3 * 1 day or a pack of cigarettes one week, it is a fact that they must have illness from smoking when they are old. Why the cigarettes companies must pay for these people who can not control themselves? Moreover, smoking is a good way to reduce stress for men if they know the risks of cigarettes.Secondly, it is hard to say that the cancer is caused by smoking. As we all know, cancer is 1 diseases that can not be cured, and there are many reasons for the cancer. It is a big problem to define the cancer is caused by cigarettes. if a person has a hobby too smoke and he developed cancer, but he also has other serious illness, how to make sure that the cancer is caused by smoking not other illness? So it is difficult to range what the companies should to compensate.It is true that cigarettes companies should tell public that risks of smoking. People have the rights to know why cigarettes is dangerous and they will have option to choose smoking. Therefore, many companies copy the symbol of dangerous smoking on the plastic pack. Even though they can highlight the risks, they can not prevent people to smoking more. Thus, the cigarettes companies have no responsibility to compensate people. Next line in conclusion, to some extent, it is not a good idea let companies to pay for someone develop cancer from smoking. The risks of cigarettes should be taken by smokers, and the companies only have the responsibility to tell public the risks.	4	4	4	4	4	4
300475609	In recent years, a large number of people have developed cancer because of smoking. Those people need to pay much money for treatment. So some people argue that companies which manufacture cigarettes should pay large amounts of money as compensation to people who develop cancer from smoking. However, other people think this idea is not useful to decrease the number of smoking people and companies have no responsibility to do this. For those reasons, I believe that is not a good idea.The 1st and most important reason to support my view that companies pay money to people who get cancer is not a good idea is useless in decreasing the number of smoking people. Nowadays, some people give up smoking because they are afraid of developing cancer and their families cannot afford treatment. Have companies spend money on treatment to them, those people may have a view that anyway, they do not have to pay much money for medical services. So the number of smoking people has no possibility to decrease, even increase.The second reason to support my view is companies have no responsibility to pay large amounts of money as compensation to people. No one has no idea that smoking is bad for their health. And there is a sign ‘smoking is bad for your health’ on the cigarettes boxes. However, people still choose to smoke, although they know it is bad for their health. So when they develop cancer from smoking, they should take responsibility for themselves. It is not fair for companies to take responsibility.Those who think that companies should pay money to people to get treatment point two teenagers. It is true that many teenagers get cancer because of smoking and the companies attract. However, parents should be responsibility to their children. Teenagers who get good car and well educated have no possibility to show increase in smoking. And what the companies should do, they may should ask shops not to sell cigarettes to young people.In conclusion, companies pay large amounts of money as compensation to people who develop cancer from smoking is not a good idea. Because it is not useful to decrease the number of smoking people and companies have no responsibility to do so. In the future, it will be more effective if people can control themselves far away from smoking.	4	5	5	4	4	4
300476894	In the contemporary world, manufacturing the cigarettes are very profitable and I growing number companies start to manufacture cigarettes in order to earn more money. Under circumstance, people have a discussion whether companies which manufacture cigarettes should pay a lot of money as compensation to people who develop cancer from smoking or not. Some people consider that companies which makes cigarettes should pay lots of money for people. But, other people hold the opinion that people who like to smoke never care about their health, so it is unnecessary to pay money for those people. In my opinion, companies which manufacture cigarettes should be responsible to pay large amounts of money for people suffering from cancer.There are some evidences to show that it is necessary to pay money for people from cancer although many people disagree my opinion. The first of all, many people suffer from cancer due to fact that they smoke too many cigarettes, these cigarettes are manufactured by these companies. If these companies stop or reduce the amounts of cigarettes produced, the rights of people suffering from cancer will decrease. What is more, the leaders from companies never care about people's health and produce a large amounts of cigarette for their own profit. Therefore, these leaders should pay money as compensation to those patients. Finally, those cigarettes advertisements have a bad example two teenagers. Many teenagers see some adults smoke in the public areas boy television and think they are cool, so they also start to knew the cigarettes by some cigarettes advertisement, And then try to smoke, so these cigarettes advertisements which created by companies has a negative effect on teenagers.It is not denied that some people who develop cancer from other vectors and many people who like to smoke still can live for a long time, but it is a reason why people can ignore the harm of cigarettes. Too many people suffer from cancer even die due to the cigarettes. Smoking not only be harmful for own health but also impart on others. They still manufacturers although companies know these. Therefore, they have responsibility of those people who develop cancer and should pay money as compensation to people.	4	4	4	4	4	4
300479587	Nowadays, it is common to see more and more people smoke during their daily life. Furthermore, it also results in serious consequences. Majority of people develop cancer from smoking. It is argued that companies which manufacture cigarettes should pay large amounts of money as compensation to people who develop cancer from smoking. In my opinion, I think it is a good idea because of responsibility and penalty.The first and most important reason that companies should pay large amounts of money to people who develop cancer from smoking is that it is their responsibility. It is the company which manufactured cigarettes provide the opportunities to people to smoke. Cigarettes not only harm the health of people who smoke, they also influence the health of other people he breathed the smoke. Numerous people who developed the cancer from smoking. The main reason is that companies manufacture cigarettes to the public. Therefore, it is their responsibility to pay for their money to people who develop cancer from smoking.Another reason to support that companies should pay large amounts of money as compensation to people is that it can be the punishment and penalty two companies. Recent years, the death rate of lung cancel increased graduately. it is because most people are addicted to the cigarettes. More and more people argue that the government should ban the manufacture of the cigarettes. If the companies pay large amounts of money to people who develop cancer from smoking, they would realise the serious influence of smoking and feel guilty for manufacturing the cigarettes. From this point of view, it is a good idea to punish and penalise companies that they should pay large amounts of money to people.It is claimed by some people that companies which manufacture cigarettes just provide a method for people to relax. They should not pay money to people. However, it is a short view that does take into account of the health of people. Even if a small number of cigarettes can also influence people's health as well as other people who do not smoke cigarettes.In conclusion, companies which manufacture cigarettes should pay large amounts of money as compensation to people who develop cancer from smoking in terms of that it is their responsibility and it is for their penalty. People also should take care of their health. In the future, it is suggested that there will be no cigarettes in the world.	4	4	4	4	4	4
300485726	Companies which manufacture cigarettes are earning a lot of money through this business. The substance of cigarettes is causing health issues to people. Therefore, these companies should pay large amounts of money to people who using cigarettes.In the last century the number of cigarettes companies got increased and they tried to produce a large number of cigarettes to get huge profit. In the beginning of the last century there were five managers of cigarettes companies in the United States of America who said that the cigarettes and its substances wouldn't affect negatively the health of people. Whereas what we can see it now is totally different.The reason that the cigarettes companies should pay large amounts of money as compensation to people who develop cancer because they are the main reason of producing cigarettes which effect negatively the health of people the substances of cigarettes cause cancer issues to people and it costs the government a lot of money to pay for this issue and they should provide professional doctors to take care of people.Some people say this issue belongs to people who using cigarettes and this is the consumer choice. However these companies should stop selling cigarettes from the government. Overall the cigarettes companies are taking the money of people through selling cigarettes which cause a huge health issues to people's health.I agree with this idea and I'm optimism about what are happening now which we can see some advertisements which supported by doctors and the Ministry of Health which give people awareness about smoking and how much it danger to their health.I learned from the past that we shouldn't trust the cigarettes companies.	4	4	4	4	4	4
300485728	Cigarette is one of the common thing that people are addicted. It is illegal drug almost in all countries in our globe. There are still unclear debates related to cigarette and people's health. One of the debate is that companies which manufacture cigarette should pay large amounts of money as compensation to people who develop cancer from smoking. This essay will argue that they should not pay large amounts of money by providing reason which support this claim.Firstly, companies which manufacture cigarettes should not pay large because they are profit making companies. Their company is established to make a profit by selling cigarettes which they produced. In fact, they might have to inform that the cigarettes they producing have a negative impact on the customer's health, but they are not responsible for the impact that would happen to the people after they inform.Secondly, in addition to the first crime there is also another reason why cigarettes companies should not pay a large amounts of money as compensation to people who developed cancer from smoking. Government should subsidies for the people. This is because countries such as New Zealand are putting a large amount of taxation in companies which manufacture cigarettes. Therefore government is getting high tax income from them related to other sector, which makes the government potential strong to support people who suffer from cancer. In addition to this government have a separate health group who are responsible for this.Some people claim that people who do not smoke I'm more affected than people who smoke cigarette, so companies should pay large amounts of money. It is true that people who do not smoke cigarette I'm more affected than people who do, because people who smoking have a philtre which helps too philtre are the smoke, but people who are not smoking do not have that; however, there is also the responsibility of the government to band smoking in public areas, for example bus stations, parks and other areas and most Europe countries and USA are using this rule to mitigate the problem.In conclusion, when we see the impact of cigarette in people life, it is not only health problem there are also another such as economic and social impact. Government should work with other companies who related to this to address the problems effectively.	5	4	5	5	5	5
300055462	The companies which manufacture cigarettes possibly should pay the money as compensation to people who develop cancer from smoking. Firstly because they are ignoring the lower of wisdom and health safety, and choose what is wrong and harmful to others.Secondly the deliberate ignorance, disrespect, disobedience, and failure to observe the law and practiece actively which causing harm to people is crime.But not more than 50% money towards to compensation to the medical treatment, lost of family member, or valuable crew member of the company, to this person, who developed cancer because of smoking should be aply. As another 50% will be on the person, who freely chose to have smoking, and life with cigarettes.Yes this is good idea because this is right and just, also help see the problem from another angle. To those who was blind why it is good idea? Simply because one law for all, and choose what is right is greatly important.As our supporting argument examples. The life of the people and their health and well being more important than profit, money. People who develop cancer often become disabled to work, families can loose their family members, workforce and the country can lost their valuable educated, skilled, and professional people.	3	3	2	4	3	3
300400011	nowadays, people live in modern life with enhanced facilities and high standard of demands. People usually use products which help them satisfy and cigarettes might be a necessary product which most of men smoke. They who believe that manufacture cigarettes should invest amount of money in compensation which prevent cancer from smoking. In my view, companies should practise this strategy to help consumers who develop cancer and people who beside them such as children.The most significant reason why companies should make actions is preventing cancer for consumers. Following that statistics, a large number of people who had cancer is remarkable increase. Everyday, people use too much with a huge of cigarettes which effect to their lung or breath and many kinds of body.If companies create competition, a number of consumers can limit. For example, many companies regulate a strategy which is informational marketing. That is showed a scaried pictures on the cover of cigarettes box which described a person use cigarettes with transformed body.Another reason is concerned about the health which is children. They are also a important factor which society should remind. Although, children do not consume cigarettes, they are also affected from this. Most importantly, children have health which is not strong like adult. So, the harmful smoking from using cigarettes would destroy children's body quickly.Some people think manufacture cigarettes make a compensation which lead to less profit. It is true that the number of customers would be decreased. However, companies are sustainable growth, because it is so difficult to stop smoking when smokers use cigarettes like a habit. In order to maintaining revenue, companies could boost the price of products, not only grow economy, but also decreasing cancer problems.In conclusion, it is significant to strategy when companies decide pay large amounts of money as compensation. Customers will be convinced from compensation and limit the number of cigarettes. Not only preventing cancer problems from adult, but also Children's Health.	3	3	3	4	3	3
300435089	Companies have existed for long time and it contribute a large amount of text for the national revenue which provide a huge disposable financial supporting to the public. Even though it had some negative impacts on people's health. It is claimed that those companies do not have responsibility to help people and I will argue that it might lead to more terrible consequences such as destroy the company's income and boost the number of smokers.Firstly, cigarettes companies have no responsibility to pay the massive money as compensation on the awful things by individual did because smoking is a personal choice. For instance, if people buy a new bike he broken his leg by himself. There is no one that will take the responsibility by personal actions. It is crucial to maintain the companies benefits.Secondly, the compensation of smoking will increase the number of people to smoke. There are considerable population who were already smoking for decades and the compensation would be an insurance for them. As a result, those funding promote smokers to keep doing that. What's more, it is important that the potential smokers will perceive which is a chance to start smoking.However, under the moral of influence, companies should spend some money to save people's life because, one way and others, it was results in companies saleing cigarettes. It is noticeable that the social contribution of companies may enhance their reputation. In addition, this circumstance will effects the people's life outlook or value outlook in order to misleading of orientation of the life therefore, there is no obligations that companies should help people.In conclusion, those manufactories will pay more tax to the government revenue too instead of setting compensation of smoking. It is a great way to rescue people from related to smoking diseases. More and more people will receive the right information of cigarettes companies.	4	3	4	4	4	4
300438545	Smoking become increasingly common between people there are many reasons why they choose it to do so. People know that cigarettes is very harmful to their bodies. And this is a I will argue that manufacturer cigarettes should pay to people who develop cancer from smoking a large amounts of money. The reason for that is smokers become addictions so they might obtain diseases. In addition, manufacture cigarettes could reduce of producing cigarettes because they are unable to cover the cost from big fine.Firstly, smoking is very harmful to our bodies and we could gain diseases like cancer. People who develop cancer work so hard in discover the cure from cancer by doing lots of experiments. It's very hard to make people quit smoking even if we do advertising because these people become addicted.Secondly, people who develop cancer unable to cover stuff large amounts of money by doing experiment to discover the cure for cancer from smoking stop the government should find companies which manufacture cigarettes and give these money to developer cancer. This work is very hard and require lots of experiment. So then the scientists in developing cancer be able to cover the cost and find the cure.Some people argue that manufacture cigarettes don't have to pay money because it's their profits and they don't have to pay large amount of money to scientist to discover the cure because they don't make people buy it forcely it's their choose. But cigarettes is harmful for people. The government should attempt to ban it and make people ban it in different way like allow people use electronic cigarettes rather than cigarettes which is very harmful for environment as well and we should do lots of advertising to wake these people.In conclusion, smoking is very bad and manufacture cigarettes should take this responsibility for these people who got cancer and	3	4	4	4	3	4
300446586	In some countries, cigarette companies have to pay the remedy expenditures of the smokers disease, such as the lung cancer. Some people believe that companies have to continue this approach because they have to accept the responsibility of the negative impacts of their products. While others argue that the cigarette companies have many financial benefits for the society. I personally agree with the former idea, because the drawbacks of cigarette companies outweigh their financial benefits. In this essay I will argue two main reasons as the evident.First and more important reason is the role of cigarette companies in the society. If they accept to pay for disease caused by cigarette, people will be awared after negative impacts of consuming such useless stuffs. For example, psychologists studies showed that these kind of compensations are likely a serious punishments for companies and individuals who have used to smoke about the consequences of their acts. However, some economists claim that such investments in cigarette and tobacco companies have more financial benefits than negative impacts. For instance, most of the cigarette firms in the USA have foreign investors from other countries like Israel or Cuba.The second core reason that I personally believe it completely, is the role of prevention in such issues. According to the health care experts, the convention is more efficient than the cure. Such compensation payments by cigarette companies are like negative advertisement against him. Moreover, I think that the government is paying the smokers illness before they get such a serious cancers like lung cancer. And the government pay for them from the tax payment resource is. In other words all the people in the society are paying for smokers remedies.To conclude, I think that sitting more strict rules for the tobacco industry can affect the individuals and the society's well-being in a positive way.	4	4	4	4	4	4
300446933	Recently years, many countries are making some policy to limit smoking because the government want to build a healthy and sustainable society. For example, NZ, the government order the companies pay a high fee for the cigarette and this let the price of cigarettes risen too. I will agree that cigarettes should pay large amounts of money to let people gradually away from the smoking because it is bad for humans body and also can cause the air pollution, pay extra money is useful.Firstly, smoking is bad for our bodies and environment. As we all know, smoking is one of the causes about people develop cancer toxic factors to let our lung be bad. Some people think know every smoker death from the cancer so smoking would not be the trigger of cancer. It is not true. Smoking is actually breaking out our bodies, also, it is the main cause of air pollution. As a surely, global warming is actually caused the temperature of the world increased about zero point 8 degrees C during a decade. We need to aware of this time to be sustainable. This is very important for the next generation. For our bodies and future, we need to get away from cigarettes.Secondly, pay a extra money can be control smoking it is easy to understand, cigarettes are the daily item cigarettes are increased, some people might be will try to give up because they do have enough money to pay for their smoking. Of course, less consumers is not a thing that the company want to see. So the government have to make some policy and let companies pay more fee. In this way, they will have to rise the value of cigarettes.It is true that cigarettes are useful to let people relax, if not they would not pay a lot of money to do something which bad for their life, some people even have an addiction on smoking. However, it still is disadvantages I to the advantages folks stop may be we can try to find other healthy way to relax ourself.In conclusion, I think companies which manufacture cigarettes should rise the price of cigarettes, in this way, we can slightly far away the disadvantages of smoking.	2	3	3	3	3	3
300446950	Nowadays, we live in an era of globalisation development, with the globalisation business development, tobacco, wine and coffee were the most popular products in the world. Especially tobacco, there are a lot of people smoking in different countries and smoking is beat for their healthy and other peoples healthy. This is a will argue that companies which manufacture cigarettes should not pay large amounts of money as compensation to people who develop cancer from smoking because produce cigarettes is business way for those companies and people who buy the cigarettes is their choice.Firstly, produce cigarettes is a business way for those companies. As we all know, there are a lot of ways of earn money in the world, and produce cigarettes is just one of them. For example, some companies produce wine, some companies produce beer, those products also made a large number of people ill or feeling bed. Cigarette companies just use their own way to earn money and it is not illego about sail cigarette so they couldn't pay any money for some group, expect government.Secondly, people who buy the cigarette is their own choice. It is obvious that everybody know smoking is bed for our healthy and other people's healthy. People buy the cigarette because they want to smoking, it is not about cigarette companies. They didn't responsible for those people because they didn't tell those people and made them smoking and it is important, if we buy the cigarette, we always see “smoking is bed for your healthy.” A lot of people see that so they known the negative of smoking but they bought it.However, some people think cigarettes companies should responsible for the society and other people who didn't smoking because their products is not just bed for smoker, it is also bed for other people. But as I no, in China, all of the cigarette companies pay more money to the government than other companies and the government used those money to developing our health protact, so actually, those cigarette companies responsible own society.In conclusion, this essay argued that companies which manufacture cigarettes should not pay large amounts of money as compensation to people who developed cancer from smoking because produce cigarettes is a normal way to earn money.	3	3	4	3	3	3
