id	overall_score	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word	nlemma_types	n_bigram_lemma_types	n_trigram_lemma_types	nlemmas	n_bigram_lemmas	n_trigram_lemmas	ncontent_types	ncontent_tokens	content_ttr	nfunction_tokens	nfunction_types	function_ttr	nouns_total	nouns_unique	ttr_nouns	determiners_unique	determiners_per_words	determiners_total	conjunctions_unique	conjunctions_total	conjunctions_per_words	pronouns_unique	pronouns_total	pronouns_density	pronouns_noun_ratio
1093	8	276	17	16.235294117647058	6.91	0.028	31.09	0.010869565217391304	33	0.35507246376811596	0.014291964415925331	0.021739130434782608	0.0009419152276295133	0.028985507246376812	0.0013605442176870747	0.0	0.0	0.0036231884057971015	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007246376811594203	0.00033090668431502316	0.0	0.0	54.47	0.54	134	65.62	7.6	11.0	8.6	9.5	7.0	7.3	8.0	4.012088235294117	17.2	2.5	4.789637254901961	165	32	1132	1171	17	240	358	14.1	0.07	1.5	134	133	132	246	245	244	90	146	0.6164	100	44	0.44	28	19	0.6786	1	0.09756	24	2	4	0.01626	2	3	0.0122	0.11
1094	8	310	24	12.916666666666666	8.73	0.0654	29.41	0.00967741935483871	52	0.33225806451612905	0.015021146273880705	0.05806451612903226	0.00282574568288854	0.03870967741935484	0.0020408163265306124	0.0032258064516129032	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032258064516129032	0.00031289111389236547	0.0	0.0	0.0064516129032258064	0.0006798096532970768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00967741935483871	0.0004963600264725347	0.0	0.0	57.45	0.57	158	60.01	7.7	10.6	9.2	11.41	5.7	8.06	8.0	4.081546296296295	21.04	2.5	5.621037037037037	163	41	1390	1432	24	270	428	11.3	0.09	1.6	158	157	156	275	274	273	113	172	0.657	103	45	0.4369	49	24	0.4898	1	0.05091	14	2	6	0.02182	2	12	0.04364	0.24
1095	8	312	18	17.333333333333332	6.62	0.0187	23.53	0.08333333333333333	34	0.3717948717948718	0.016917019104564678	0.028846153846153848	0.00141287284144427	0.003205128205128205	0.00017006802721088434	0.003205128205128205	0.00020554984583761563	0.0	0.0	0.0	0.0	0.003205128205128205	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003205128205128205	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.00641025641025641	0.0017406440382941688	57.72	0.58	157	65.46	9.7	11.0	11.4	8.71	11.6	7.85	11.0	5.102216789667896	18.23	2.5	4.512040344403443	189	23	1200	1241	12	271	377	22.6	0.04	1.4	157	156	155	272	271	270	106	151	0.702	121	51	0.4215	38	25	0.6579	1	0.06618	18	2	12	0.04412	2	6	0.02206	0.16
1096	4	127	4	31.75	3.33	0.028	14.29	0.13385826771653545	8	0.3937007874015748	0.00729181857955374	0.007874015748031496	0.00015698587127158556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007874015748031496	0.00016545334215751158	0.0	0.0	50.0	0.5	60	74.87	10.3	7.2	10.5	3.79	17.333333333333332	6.57	7.0	5.642333333333333	6.33	1.6	2.7648333333333333	102	2	424	431	4	120	140	30.0	0.03	1.2	60	59	58	120	119	118	32	54	0.5926	66	28	0.4242	6	6	1.0	1	0.05	6	1	5	0.04167	1	6	0.05	1.0
1097	10	447	23	19.434782608695652	5.67	0.0654	32.77	0.03355704697986577	32	0.3333333333333333	0.021729619367070147	0.02237136465324385	0.0015698587127158557	0.008948545861297539	0.0006802721088435374	0.0022371364653243847	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022371364653243847	4.462492748449284e-05	0.0	0.0	0.0022371364653243847	0.00016545334215751158	0.0	0.0	45.57	0.46	185	77.47	7.2	9.0	8.1	6.62	8.166666666666666	6.4	9.0	4.2177128607053795	24.96	1.8	2.500940767129794	310	22	1652	1699	21	401	517	19.1	0.05	1.3	185	184	183	406	405	404	127	219	0.5799	187	58	0.3102	49	22	0.449	1	0.0936	38	2	17	0.04187	2	13	0.03202	0.27
1098	9	445	32	13.90625	8.51	0.0374	34.45	0.04943820224719101	39	0.3056179775280899	0.019833746536386174	0.024719101123595506	0.001726844583987441	0.008988764044943821	0.0006802721088435374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022471910112359553	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044943820224719105	0.00033090668431502316	0.0	0.0	47.61	0.48	179	75.5	5.9	8.7	6.3	6.89	7.2857142857142865	6.5	7.0	3.5396544227886055	24.53	1.8	2.303286431784108	257	28	1590	1670	29	368	510	12.7	0.08	1.4	179	178	177	376	375	374	124	214	0.5794	162	55	0.3395	59	24	0.4068	1	0.05585	21	1	6	0.01596	1	29	0.07713	0.49
1099	8	365	20	18.25	5.93	0.028	32.77	0.06301369863013699	22	0.29863013698630136	0.015896164503427155	0.030136986301369864	0.001726844583987441	0.010958904109589041	0.0006802721088435374	0.0	0.0	0.0	0.0	0.005479452054794521	0.00048756704046806434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027397260273972603	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	43.62	0.44	147	77.06	7.4	9.6	8.0	6.38	8.5	6.51	7.0	4.155954149635685	20.36	1.8	2.5771288786209343	261	22	1352	1386	17	331	426	19.5	0.05	1.3	147	146	145	337	336	335	99	169	0.5858	168	48	0.2857	31	13	0.4194	1	0.07715	26	2	13	0.03858	2	26	0.07715	0.84
1100	9	312	13	24.0	4.59	0.0093	26.05	0.04807692307692308	35	0.3942307692307692	0.0179378737057022	0.019230769230769232	0.0009419152276295133	0.009615384615384616	0.0005102040816326531	0.00641025641025641	0.00041109969167523125	0.003205128205128205	0.00023282887077997672	0.003205128205128205	0.00024378352023403217	0.0	0.0	0.003205128205128205	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003205128205128205	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003205128205128205	0.00016545334215751158	0.0	0.0	57.6	0.58	163	64.75	10.0	12.5	12.2	9.41	15.25	7.84	10.0	5.203999999999999	19.19	2.5	5.379654761904762	206	32	1273	1306	12	280	389	23.3	0.04	1.4	163	162	161	283	282	281	108	155	0.6968	128	55	0.4297	38	23	0.6053	1	0.07774	22	2	8	0.02827	2	5	0.01767	0.13
1101	8	210	9	23.333333333333332	4.59	0.0093	16.81	0.18571428571428572	33	0.3238095238095238	0.009916873268193087	0.02857142857142857	0.0009419152276295133	0.004761904761904762	0.00017006802721088434	0.0	0.0	0.014285714285714285	0.0006984866123399302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009523809523809525	8.924985496898568e-05	0.0	0.0	0.0	0.0	0.0	0.0	56.12	0.56	110	57.81	10.6	13.2	10.2	7.89	13.4	8.42	11.0	5.357625850340135	12.69	2.9	5.924611791383221	139	28	850	864	9	196	288	21.8	0.05	1.5	110	109	108	196	195	194	75	96	0.7812	100	35	0.35	20	14	0.7	1	0.14796	29	1	5	0.02551	1	3	0.01531	0.15
1102	8	328	17	19.294117647058822	5.57	0.0187	29.41	0.11280487804878049	29	0.3079268292682927	0.014729473530698556	0.027439024390243903	0.00141287284144427	0.006097560975609756	0.0003401360544217687	0.003048780487804878	0.00020554984583761563	0.006097560975609756	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003048780487804878	0.000517063081695967	0.0	0.0	0.003048780487804878	0.0005494505494505495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006097560975609756	8.924985496898568e-05	0.003048780487804878	0.00510204081632653	0.006097560975609756	0.00033090668431502316	0.003048780487804878	0.0008703220191470844	48.2	0.48	147	77.67	7.1	9.0	8.1	6.85	8.833333333333334	7.19	9.0	4.326202814569536	18.89	1.9	2.639840397350993	238	17	1257	1286	16	302	391	18.9	0.05	1.3	147	146	145	305	304	303	107	176	0.608	129	40	0.3101	30	23	0.7667	1	0.05902	18	3	10	0.03279	3	16	0.05246	0.53
1103	6	193	5	38.6	2.79	0.028	24.37	0.16062176165803108	35	0.39896373056994816	0.011229400612512761	0.031088082901554404	0.0009419152276295133	0.015544041450777202	0.0005102040816326531	0.010362694300518135	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051813471502590676	0.0006056935190793458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.36	0.65	117	61.33	13.4	12.0	17.1	8.66	28.5	9.61	9.0	7.494	11.5	2.6	6.116828571428572	129	12	765	783	5	175	235	35.0	0.03	1.3	117	116	115	179	178	177	77	95	0.8105	84	40	0.4762	14	12	0.8571	1	0.07821	14	3	14	0.07821	3	5	0.02793	0.36
1104	10	792	36	22.0	5.14	0.0561	42.02	0.023989898989898988	93	0.24873737373737373	0.02872976520344174	0.03282828282828283	0.004081632653061225	0.020202020202020204	0.0027210884353741495	0.008838383838383838	0.0014388489208633094	0.005050505050505051	0.0009313154831199069	0.0025252525252525255	0.00048756704046806434	0.0	0.0	0.0012626262626262627	0.0002924831822170225	0.0	0.0	0.0012626262626262627	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0012626262626262627	0.00041407867494824016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012626262626262627	0.00016545334215751158	0.0012626262626262627	0.0008703220191470844	43.79	0.44	307	68.7	8.5	10.3	10.1	8.88	8.666666666666666	7.74	9.0	4.720956008583691	47.64	2.3	4.142911587982832	508	56	3149	3243	36	699	962	19.4	0.05	1.4	307	306	305	701	700	699	239	381	0.6273	320	68	0.2125	114	66	0.5789	1	0.0913	64	2	34	0.0485	2	25	0.03566	0.22
1105	9	439	26	16.884615384615383	6.86	0.0374	34.45	0.025056947608200455	43	0.28018223234624146	0.0179378737057022	0.04328018223234624	0.0029827315541601255	0.004555808656036446	0.0003401360544217687	0.002277904328018223	0.00020554984583761563	0.0	0.0	0.002277904328018223	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002277904328018223	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004555808656036446	0.00033090668431502316	0.0	0.0	47.23	0.47	179	73.37	6.7	9.5	7.9	7.94	7.428571428571429	6.98	7.0	3.9223280216802165	25.25	2.0	3.691191783197832	260	31	1642	1719	25	369	513	14.8	0.07	1.4	179	178	177	379	378	377	123	209	0.5885	170	56	0.3294	43	23	0.5349	1	0.05805	22	2	16	0.04222	2	16	0.04222	0.37
1106	9	528	24	22.0	5.01	0.0093	36.13	0.07386363636363637	77	0.2878787878787879	0.022167128481843372	0.03787878787878788	0.0031397174254317113	0.013257575757575758	0.0011904761904761906	0.003787878787878788	0.00041109969167523125	0.005681818181818182	0.0006984866123399302	0.001893939393939394	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001893939393939394	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001893939393939394	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001893939393939394	0.00016545334215751158	0.0	0.0	47.39	0.47	227	59.84	9.8	12.4	10.4	9.05	10.5	7.9	10.0	5.026676470588235	32.51	2.7	5.418255182072829	344	63	2161	2213	24	476	693	19.8	0.05	1.5	227	226	225	479	478	477	177	265	0.6679	214	50	0.2336	59	39	0.661	1	0.10856	52	1	9	0.01879	1	14	0.02923	0.24
1107	4	80	5	16.0	6.76	0.0093	8.4	0.05	6	0.4125	0.004812600262505469	0.0375	0.00047095761381475666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.41	0.55	41	64.91	7.9	11.6	8.4	9.33	8.6	6.5	9.0	3.623097297297297	5.17	2.6	5.684965405405405	48	11	347	352	5	74	112	14.8	0.07	1.5	41	40	39	74	73	72	22	33	0.6667	41	19	0.4634	11	8	0.7273	1	0.05405	4	1	3	0.04054	1	4	0.05405	0.36
1108	9	504	38	13.263157894736842	8.52	0.028	42.02	0.011904761904761904	40	0.2976190476190476	0.02187545573866122	0.025793650793650792	0.0020408163265306124	0.011904761904761904	0.0010204081632653062	0.0	0.0	0.0	0.0	0.001984126984126984	0.00024378352023403217	0.001984126984126984	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001984126984126984	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001984126984126984	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	43.05	0.43	192	84.78	4.4	8.8	4.8	6.02	5.888888888888889	6.08	6.0	3.3016589213648033	28.01	1.3	2.1264798092209864	345	37	1843	1907	37	442	580	11.9	0.08	1.3	192	191	190	446	445	444	130	240	0.5417	206	62	0.301	44	26	0.5909	1	0.0852	38	3	12	0.02691	3	16	0.03587	0.36
1109	8	307	26	11.807692307692308	9.52	0.0374	26.05	0.048859934853420196	33	0.36807817589576547	0.016479509989791453	0.048859934853420196	0.002354788069073783	0.009771986970684038	0.0005102040816326531	0.006514657980456026	0.00041109969167523125	0.003257328990228013	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003257328990228013	0.00016545334215751158	0.003257328990228013	0.0008703220191470844	57.14	0.57	156	76.93	5.3	9.4	6.3	7.98	5.666666666666667	7.33	7.0	3.480382352941176	18.73	1.7	3.3969553921568627	196	29	1239	1275	24	272	384	11.3	0.09	1.4	156	155	154	273	272	271	105	157	0.6688	116	51	0.4397	33	24	0.7273	1	0.08791	24	2	4	0.01465	2	15	0.05495	0.45
1110	8	308	17	18.11764705882353	6.2	0.0467	28.57	0.032467532467532464	21	0.31493506493506496	0.014146128044334258	0.02922077922077922	0.00141287284144427	0.00974025974025974	0.0005102040816326531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003246753246753247	0.00510204081632653	0.012987012987012988	0.0006618133686300463	0.0	0.0	46.35	0.46	127	79.8	6.3	10.0	7.1	6.38	6.25	6.76	7.0	3.8809379646840143	16.89	1.8	2.9541912639405203	211	23	1110	1150	16	269	351	16.8	0.06	1.3	127	126	125	274	273	272	82	136	0.6029	138	45	0.3261	27	20	0.7407	1	0.04745	13	2	13	0.04745	2	10	0.0365	0.37
1111	11	602	26	23.153846153846153	4.65	0.0561	37.82	0.023255813953488372	54	0.29069767441860467	0.025521365028438093	0.024916943521594685	0.002354788069073783	0.011627906976744186	0.0011904761904761906	0.0	0.0	0.0033222591362126247	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016611295681063123	0.00016545334215751158	0.0	0.0	40.07	0.4	224	66.88	9.2	11.8	10.0	7.83	8.0	6.67	8.0	4.669946600586346	35.8	2.6	4.661711377914282	392	60	2384	2437	26	551	782	21.2	0.05	1.4	224	223	222	559	558	557	155	289	0.5363	270	69	0.2556	53	27	0.5094	1	0.06619	37	3	25	0.04472	3	21	0.03757	0.4
1112	8	322	14	23.0	4.62	0.0374	26.05	0.049689440993788817	25	0.2857142857142857	0.013416946186378884	0.018633540372670808	0.0009419152276295133	0.012422360248447204	0.0006802721088435374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003105590062111801	0.0006056935190793458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003105590062111801	0.00016545334215751158	0.0	0.0	39.93	0.4	121	65.05	9.9	10.9	10.1	7.14	11.4	6.84	11.0	4.801063545150502	18.66	2.4	4.134646822742475	222	24	1243	1270	13	299	409	23.0	0.04	1.4	121	120	119	303	302	301	76	143	0.5315	160	45	0.2812	21	16	0.7619	1	0.08581	26	2	15	0.0495	2	0	0.0	0.0
1113	10	634	26	24.384615384615383	4.63	0.0374	39.5	0.07728706624605679	56	0.25236593059936907	0.02333381945457197	0.022082018927444796	0.002197802197802198	0.007886435331230283	0.0008503401360544217	0.0015772870662460567	0.00020554984583761563	0.0031545741324921135	0.00046565774155995343	0.0015772870662460567	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0015772870662460567	0.00031289111389236547	0.0015772870662460567	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031545741324921135	8.924985496898568e-05	0.0015772870662460567	0.00510204081632653	0.0031545741324921135	0.00033090668431502316	0.0	0.0	40.75	0.41	229	72.19	9.2	11.8	11.2	7.49	14.5	7.33	12.0	5.122865045971638	35.67	2.3	4.492528502415459	431	53	2354	2428	23	558	749	24.3	0.04	1.3	229	228	227	562	561	560	160	280	0.5714	282	69	0.2447	51	26	0.5098	1	0.07473	42	3	21	0.03737	3	18	0.03203	0.35
1114	10	506	30	16.866666666666667	7.09	0.0561	41.18	0.04743083003952569	33	0.2766798418972332	0.020417092022750473	0.01383399209486166	0.001098901098901099	0.009881422924901186	0.0008503401360544217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001976284584980237	0.00016545334215751158	0.0	0.0	43.26	0.43	183	79.9	6.3	9.1	7.8	6.84	7.571428571428571	6.73	7.0	3.875467368421052	27.18	1.8	2.606804095693779	314	27	1760	1850	25	418	550	16.7	0.06	1.3	183	182	181	423	422	421	125	243	0.5144	180	58	0.3222	57	30	0.5263	1	0.09693	41	2	8	0.01891	2	8	0.01891	0.14
1115	9	408	28	14.571428571428571	8.09	0.0374	32.77	0.0661764705882353	53	0.2965686274509804	0.017646200962520054	0.0392156862745098	0.002511773940345369	0.00980392156862745	0.0006802721088435374	0.004901960784313725	0.00041109969167523125	0.004901960784313725	0.00046565774155995343	0.007352941176470588	0.0007313505607020966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024509803921568627	0.00016545334215751158	0.0	0.0	51.45	0.51	178	65.42	7.7	11.3	9.4	10.26	8.571428571428571	7.6	9.0	4.1850000000000005	25.43	2.5	5.465748449612404	232	49	1667	1731	24	344	516	14.3	0.07	1.5	178	177	176	346	345	344	125	194	0.6443	152	53	0.3487	43	27	0.6279	1	0.04913	17	1	6	0.01734	1	12	0.03468	0.28
1116	8	330	15	22.0	5.08	0.028	24.37	0.048484848484848485	31	0.3242424242424242	0.015604491760245006	0.024242424242424242	0.0012558869701726845	0.006060606060606061	0.0003401360544217687	0.0030303030303030303	0.00020554984583761563	0.006060606060606061	0.00046565774155995343	0.0030303030303030303	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006060606060606061	0.00033090668431502316	0.0	0.0	48.81	0.49	144	74.22	8.4	10.7	10.3	7.49	14.75	7.41	11.0	4.903694960212201	18.58	2.2	3.753777188328911	219	23	1225	1265	13	290	389	22.3	0.04	1.3	144	143	142	295	294	293	91	150	0.6067	145	53	0.3655	32	21	0.6562	1	0.05424	16	2	11	0.03729	2	9	0.03051	0.28
