id	overall_score	Ideas_and_Content	Organization	Voice	Word_Choice	Sentence_Fluency	Conventions	total_words	total_sentences	words_div_sentences	sent_density
21251	40	4	4	4	4	4	4	860	46	18.695652173913043	5.84
21253	40	4	4	4	4	4	4	373	16	23.3125	4.46
21255	41	5	4	5	4	4	4	624	35	17.82857142857143	6.25
21256	33	4	4	4	4	4	3	445	19	23.42105263157895	4.73
21257	30	4	4	4	3	3	3	752	19	39.578947368421055	2.66
21258	40	4	4	4	4	4	4	357	16	22.3125	4.79
21259	43	5	4	4	4	4	5	920	33	27.87878787878788	3.9
21261	36	4	4	5	4	4	4	934	45	20.755555555555556	5.22
21262	36	4	4	4	4	4	4	805	49	16.428571428571427	7.62
21263	32	3	3	3	4	4	3	985	87	11.32183908045977	13.88
21264	36	4	3	4	4	4	4	335	19	17.63157894736842	6.57
21265	35	4	4	4	4	4	3	335	12	27.916666666666668	3.96
21266	38	4	3	4	4	4	4	684	34	20.11764705882353	5.45
21268	38	4	4	4	4	4	4	420	34	12.352941176470589	9.21
21269	40	4	4	5	5	4	4	470	19	24.736842105263158	4.43
21271	30	3	3	3	3	3	3	368	14	26.285714285714285	4.2
21272	40	4	4	4	4	4	4	971	36	26.97222222222222	4.21
21273	34	4	4	4	4	4	3	558	17	32.8235294117647	3.28
21274	40	4	4	4	4	4	4	531	33	16.09090909090909	7.13
21275	40	4	4	5	4	4	4	1146	78	14.692307692307692	9.1
21276	34	4	4	4	4	3	3	850	48	17.708333333333332	6.66
21277	30	3	3	3	4	3	3	791	18	43.94444444444444	2.39
21279	33	3	3	4	4	4	4	395	24	16.458333333333332	7.77
21280	40	4	4	4	4	4	4	904	34	26.58823529411765	4.11
21281	40	4	4	5	5	4	4	553	29	19.06896551724138	6.29
21284	38	4	4	4	4	4	4	693	42	16.5	6.89
21285	37	4	4	4	4	4	4	805	58	13.879310344827585	7.86
21286	36	4	4	4	4	4	4	895	46	19.456521739130434	5.64
21287	40	4	4	4	4	4	4	918	56	16.392857142857142	6.89
21288	46	5	5	5	5	5	4	878	40	21.95	5.69
21289	49	6	5	6	5	5	5	919	49	18.755102040816325	6.09
21290	37	4	4	4	4	4	4	624	33	18.90909090909091	5.91
21291	30	3	3	3	3	3	3	954	43	22.186046511627907	4.98
21292	50	5	5	5	5	5	5	642	24	26.75	4.37
21293	33	3	3	4	4	4	4	296	21	14.095238095238095	8.82
21294	34	4	4	4	3	3	3	267	13	20.53846153846154	5.28
21295	45	5	5	5	5	5	5	678	33	20.545454545454547	5.45
21296	40	4	4	4	4	4	4	762	45	16.933333333333334	6.72
21297	32	4	4	4	4	3	3	964	21	45.904761904761905	2.46
21298	30	3	3	3	3	3	3	293	18	16.27777777777778	6.69
21299	41	5	4	5	4	4	4	955	47	20.319148936170212	5.55
21300	44	5	5	5	5	5	4	1015	60	16.916666666666668	6.93
21301	21	2	2	2	3	3	2	82	4	20.5	5.26
21302	40	4	4	4	4	4	4	956	53	18.037735849056602	6.26
21304	37	4	4	4	4	4	4	969	48	20.1875	5.59
21306	46	5	5	5	5	5	5	813	72	11.291666666666666	11.61
21307	30	3	3	3	3	3	3	568	12	47.333333333333336	2.15
21308	40	4	4	4	4	4	4	475	24	19.791666666666668	5.76
21309	38	4	4	4	4	4	4	601	37	16.243243243243242	6.99
21310	40	4	4	4	4	4	4	375	18	20.833333333333332	5.41
21312	32	4	4	4	3	3	3	954	34	28.058823529411764	3.97
21315	35	4	4	4	4	4	4	625	27	23.14814814814815	5.01
21318	29	3	3	3	3	3	3	245	13	18.846153846153847	5.6
21319	46	5	5	5	5	5	4	854	59	14.474576271186441	7.79
21321	40	4	4	4	4	4	4	941	41	22.951219512195124	4.9
21322	36	4	4	4	4	4	3	764	22	34.72727272727273	3.05
21323	43	4	5	4	4	4	5	794	36	22.055555555555557	5.1
21324	40	4	4	5	4	4	4	951	50	19.02	5.87
21325	45	5	5	5	5	5	5	888	51	17.41176470588235	6.44
21327	33	4	4	4	4	3	3	532	14	38.0	2.79
21329	30	3	3	4	4	3	3	461	40	11.525	9.8
21330	37	4	4	4	4	4	4	747	29	25.75862068965517	4.34
21331	26	3	3	4	3	3	3	106	7	15.142857142857142	7.45
21332	40	4	4	4	4	4	4	587	44	13.340909090909092	8.54
21333	36	4	4	4	4	4	4	584	33	17.696969696969695	6.47
21334	30	3	4	3	3	3	3	210	9	23.333333333333332	5.14
21336	36	4	4	4	4	4	4	886	37	23.945945945945947	4.56
21338	34	4	4	4	4	4	3	761	48	15.854166666666666	7.83
21339	34	4	4	4	4	4	3	802	23	34.869565217391305	3.13
21340	37	4	4	4	4	4	4	781	38	20.55263157894737	5.36
21342	40	4	4	4	4	4	4	691	35	19.742857142857144	5.81
21343	47	5	5	6	5	5	5	851	34	25.029411764705884	4.67
21344	47	5	5	5	5	5	5	651	41	15.878048780487806	7.87
21345	32	4	4	4	4	3	3	903	22	41.04545454545455	2.57
21346	31	4	3	3	3	3	3	584	17	34.35294117647059	3.31
21347	32	4	4	4	4	4	3	1064	56	19.0	6.48
21348	40	4	4	4	4	4	4	939	46	20.41304347826087	5.44
21350	36	4	4	4	4	4	4	631	33	19.12121212121212	6.24
21351	31	4	3	4	4	3	3	601	24	25.041666666666668	4.27
21352	37	4	4	4	4	4	4	779	41	19.0	6.03
21354	35	4	4	4	4	4	3	382	9	42.44444444444444	2.48
21355	28	3	3	3	3	3	3	406	7	58.0	1.79
21356	37	4	4	5	4	4	4	1011	65	15.553846153846154	7.56
21357	41	5	4	4	4	4	4	777	55	14.127272727272727	8.77
21358	46	5	5	5	5	5	4	981	50	19.62	6.33
21360	35	4	4	4	4	4	3	559	31	18.032258064516128	6.18
21361	45	5	5	5	5	5	5	693	59	11.745762711864407	10.85
21364	45	5	5	5	5	5	5	700	43	16.27906976744186	6.81
21365	37	4	4	4	4	4	4	891	51	17.470588235294116	6.83
21366	41	5	4	5	4	4	4	713	45	15.844444444444445	7.45
21367	39	5	4	4	4	4	4	633	23	27.52173913043478	3.95
21369	29	3	3	4	4	3	3	395	12	32.916666666666664	3.11
21370	31	3	3	3	4	4	3	230	14	16.428571428571427	7.22
21373	40	4	4	5	5	4	4	865	48	18.020833333333332	6.41
21374	38	4	4	4	4	4	4	849	39	21.76923076923077	5.42
21375	37	4	4	4	4	4	4	616	29	21.24137931034483	5.19
21377	34	4	4	4	4	4	3	638	26	24.53846153846154	4.53
21379	35	4	4	4	4	4	3	940	59	15.932203389830509	7.12
21380	37	4	4	4	4	4	4	784	28	28.0	3.75
21382	42	5	4	5	4	5	4	874	46	19.0	6.06
21383	40	4	4	4	4	4	4	677	37	18.2972972972973	6.37
21384	38	4	4	4	4	4	4	928	49	18.93877551020408	5.79
21385	50	5	5	5	5	5	5	890	34	26.176470588235293	4.3
21386	42	4	4	5	4	4	4	1069	57	18.75438596491228	6.58
21387	40	4	4	4	4	4	4	920	42	21.904761904761905	5.12
21388	40	4	4	4	4	4	4	903	45	20.066666666666666	5.51
21389	20	2	2	2	2	2	2	36	2	18.0	5.88
21390	36	4	4	4	4	4	4	949	43	22.069767441860463	4.98
21391	34	4	4	4	4	4	3	855	41	20.853658536585368	5.24
21392	40	4	4	4	4	4	4	605	30	20.166666666666668	5.58
21393	30	3	3	3	3	3	3	340	19	17.894736842105264	6.17
21394	31	4	3	4	4	3	3	728	36	20.22222222222222	5.33
21397	40	4	4	5	4	4	4	690	30	23.0	4.67
21398	50	5	5	5	5	5	5	987	49	20.142857142857142	5.87
21399	25	3	3	3	3	3	3	318	25	12.72	9.58
21403	41	5	4	4	4	4	4	1034	72	14.36111111111111	8.55
21404	37	4	4	4	4	4	4	635	26	24.423076923076923	4.57
21405	40	4	4	4	4	4	4	429	25	17.16	6.53
21407	40	4	4	4	4	4	4	417	17	24.529411764705884	4.78
21408	21	2	3	3	3	2	2	137	5	27.4	3.79
21409	44	5	5	5	5	4	4	979	50	19.58	5.81
21410	33	4	4	4	4	4	3	632	27	23.40740740740741	4.6
21411	31	4	3	4	4	3	3	941	20	47.05	2.31
21412	32	4	4	4	4	3	3	678	18	37.666666666666664	2.89
21413	46	5	5	5	5	5	5	931	39	23.871794871794872	4.56
21414	41	4	4	5	4	5	4	461	30	15.366666666666667	7.63
21415	35	4	4	5	4	4	4	941	46	20.456521739130434	5.37
21416	40	4	4	4	4	4	4	417	19	21.94736842105263	5.09
21418	45	5	5	5	5	5	5	840	68	12.352941176470589	9.46
21419	43	5	5	5	5	5	4	938	35	26.8	4.07
21421	41	5	5	5	5	5	4	954	40	23.85	4.72
21422	41	4	4	4	4	5	4	767	35	21.914285714285715	4.91
21424	36	4	4	4	4	4	4	932	39	23.897435897435898	4.59
21425	34	4	4	4	4	4	3	346	21	16.476190476190474	6.71
21426	41	5	4	5	4	4	4	948	38	24.94736842105263	4.49
21427	35	4	4	4	4	4	3	616	36	17.11111111111111	6.51
21428	30	3	3	4	3	3	3	447	22	20.318181818181817	5.31
21429	55	6	6	6	6	6	6	1003	43	23.325581395348838	4.99
21431	40	4	4	4	4	4	4	607	28	21.678571428571427	5.43
21432	50	5	5	6	5	5	5	711	34	20.91176470588235	5.41
21433	35	4	4	4	4	4	4	931	49	19.0	6.3
21434	32	4	4	4	4	3	3	487	14	34.785714285714285	3.2
21436	37	4	4	4	4	4	4	459	30	15.3	7.25
21437	34	4	4	5	4	3	3	718	42	17.095238095238095	6.54
21438	46	5	5	6	5	5	4	742	30	24.733333333333334	4.39
21440	34	4	4	4	4	3	4	600	36	16.666666666666668	6.59
21441	41	5	5	5	5	5	4	947	41	23.097560975609756	4.88
21442	40	4	4	4	4	4	4	606	35	17.314285714285713	6.69
21443	34	5	5	5	5	4	4	562	31	18.129032258064516	5.98
21444	30	3	3	4	4	3	3	281	5	56.2	1.81
21446	30	3	3	4	4	4	3	248	12	20.666666666666668	5.26
21447	36	4	4	4	4	3	4	767	22	34.86363636363637	3.07
21448	30	3	3	3	3	3	3	285	10	28.5	3.65
21449	32	4	3	4	4	4	3	384	13	29.53846153846154	3.55
21450	35	4	4	4	4	4	3	711	27	26.333333333333332	4.18
21451	45	5	5	5	5	5	5	534	31	17.225806451612904	6.75
21452	33	3	4	4	4	4	3	293	11	26.636363636363637	4.09
21453	36	4	4	4	4	4	4	611	22	27.772727272727273	4.36
21454	42	5	4	5	4	4	4	996	68	14.647058823529411	7.91
21456	39	4	4	4	4	5	4	930	63	14.761904761904763	8.18
21457	40	4	4	4	4	4	4	645	28	23.035714285714285	5.02
21458	40	4	4	4	4	4	4	710	38	18.68421052631579	6.2
21459	40	4	4	4	4	4	4	974	42	23.19047619047619	4.91
21460	32	4	3	4	4	4	3	368	10	36.8	2.97
21462	35	4	4	4	4	4	4	962	51	18.862745098039216	5.96
21463	25	3	3	3	3	3	2	214	15	14.266666666666667	7.81
21465	36	4	4	4	4	4	3	746	32	23.3125	4.91
21467	45	5	5	5	5	5	5	631	45	14.022222222222222	8.05
21468	35	4	3	4	4	4	4	515	23	22.391304347826086	4.9
21470	36	4	4	4	4	4	4	956	59	16.203389830508474	6.9
21471	40	4	4	4	4	4	4	943	57	16.54385964912281	6.66
21472	33	4	3	4	4	4	3	991	49	20.224489795918366	5.78
21473	39	5	5	5	4	4	4	600	33	18.181818181818183	6.21
21475	40	4	4	4	4	4	4	499	24	20.791666666666668	5.48
21476	28	3	2	3	3	3	3	124	6	20.666666666666668	5.45
21477	28	2	2	3	3	3	3	106	3	35.333333333333336	3.7
21478	42	5	5	5	5	5	5	947	47	20.148936170212767	6.06
21479	31	3	3	4	4	4	3	652	37	17.62162162162162	6.41
21480	32	4	4	4	4	3	3	990	55	18.0	6.29
21481	40	4	4	4	4	4	4	1020	39	26.153846153846153	4.58
21482	30	3	3	4	4	3	3	413	15	27.533333333333335	4.03
21483	41	4	5	5	5	4	4	578	27	21.40740740740741	5.23
21484	50	5	5	5	5	5	5	926	56	16.535714285714285	7.14
21485	36	4	4	4	4	4	4	706	44	16.045454545454547	7.41
21487	30	3	3	4	4	3	3	843	34	24.794117647058822	4.36
21488	41	5	4	4	4	4	4	773	34	22.735294117647058	4.8
21489	22	3	2	4	3	2	2	222	13	17.076923076923077	6.53
21490	50	5	5	5	5	5	5	973	44	22.113636363636363	5.04
21491	30	3	3	4	4	3	3	663	37	17.91891891891892	6.25
21494	40	5	5	5	4	4	4	910	19	47.89473684210526	2.22
21495	36	4	4	5	4	4	3	703	23	30.565217391304348	3.51
21500	37	4	4	4	4	4	4	888	62	14.32258064516129	8.26
21501	28	3	3	3	3	3	3	309	15	20.6	5.17
21502	38	4	4	4	4	4	4	1146	60	19.1	6.9
21503	32	4	4	4	4	3	3	795	33	24.09090909090909	4.61
21505	40	4	4	4	4	4	4	513	36	14.25	7.84
21506	45	5	5	5	5	5	5	796	48	16.583333333333332	7.33
21507	36	4	4	4	4	4	4	780	32	24.375	4.49
21508	45	5	5	5	5	5	5	905	63	14.365079365079366	7.92
21509	30	3	3	3	3	3	3	457	40	11.425	9.98
21510	43	5	5	5	5	5	4	946	55	17.2	6.39
21511	37	4	4	4	4	4	4	638	25	25.52	4.13
21512	28	3	3	3	4	3	3	422	7	60.285714285714285	1.77
21513	37	5	4	5	4	4	3	898	30	29.933333333333334	3.91
21514	34	4	3	4	4	4	4	441	18	24.5	4.47
21515	36	4	4	4	3	4	3	950	45	21.11111111111111	5.29
21516	35	4	4	4	4	4	3	702	22	31.90909090909091	3.62
21517	32	3	3	4	4	4	3	466	25	18.64	6.11
21518	40	4	4	4	4	4	4	494	16	30.875	3.46
21519	37	4	4	4	4	4	4	870	34	25.58823529411765	4.39
21521	38	4	4	4	4	4	4	1138	87	13.080459770114942	10.03
21522	40	4	4	4	4	4	4	644	32	20.125	5.67
21525	30	3	3	3	3	3	3	939	24	39.125	2.77
21526	40	4	4	4	4	4	4	716	34	21.058823529411764	5.38
21529	38	4	4	4	4	4	4	581	28	20.75	5.29
21530	46	5	5	5	5	5	5	604	28	21.571428571428573	5.24
21531	50	5	5	5	5	5	5	948	35	27.085714285714285	4.29
21532	50	5	5	5	5	5	5	634	34	18.647058823529413	6.25
21533	35	4	4	4	4	4	4	301	15	20.066666666666666	5.34
21535	35	4	4	4	4	4	4	915	35	26.142857142857142	4.06
21536	35	4	4	4	4	4	4	565	29	19.482758620689655	5.59
21537	33	4	4	4	4	4	3	420	24	17.5	6.38
21539	45	5	5	5	5	5	5	1025	56	18.303571428571427	6.57
21540	45	5	5	5	5	5	5	986	41	24.048780487804876	4.77
21541	40	4	4	4	4	4	4	453	32	14.15625	8.0
21542	40	4	4	4	4	4	4	590	24	24.583333333333332	4.75
21544	31	4	3	4	4	3	3	467	27	17.296296296296298	6.49
21545	36	4	4	4	4	4	4	681	27	25.22222222222222	4.21
21546	35	4	4	4	4	4	3	896	49	18.285714285714285	5.81
21547	42	5	5	5	4	4	4	853	50	17.06	6.57
21548	35	4	4	4	4	4	4	733	41	17.878048780487806	6.25
21549	30	3	3	3	3	3	3	262	13	20.153846153846153	5.28
21550	40	4	4	4	4	4	4	987	37	26.675675675675677	4.34
21552	33	4	4	4	4	4	3	564	35	16.114285714285714	7.1
21553	25	3	3	3	3	3	3	342	21	16.285714285714285	6.89
21554	31	4	3	4	4	3	3	803	18	44.611111111111114	2.3
21555	25	3	3	3	3	3	3	232	17	13.647058823529411	7.98
21556	44	5	5	5	4	5	4	958	53	18.07547169811321	6.22
21557	42	5	5	5	5	5	4	856	59	14.508474576271187	7.84
21558	38	4	4	4	4	4	4	1002	54	18.555555555555557	6.29
21559	31	3	3	4	4	4	3	439	23	19.08695652173913	5.61
21560	44	6	6	6	5	5	5	1009	37	27.27027027027027	4.36
21561	40	4	4	4	4	4	4	494	16	30.875	3.76
21563	46	5	5	5	5	5	5	841	47	17.893617021276597	6.55
21564	41	4	5	4	5	4	4	683	34	20.08823529411765	5.79
21566	37	5	4	5	4	4	3	958	41	23.365853658536587	4.8
21567	45	5	5	5	5	5	5	768	39	19.692307692307693	5.6
21568	40	4	4	4	4	4	4	532	23	23.130434782608695	4.93
21569	34	3	3	3	4	4	4	517	21	24.61904761904762	4.74
21570	31	3	3	4	4	4	3	576	25	23.04	5.09
21571	40	4	4	4	4	4	4	481	28	17.178571428571427	6.41
21573	35	4	4	4	4	4	3	779	33	23.606060606060606	5.31
21574	40	4	4	4	4	4	4	1070	75	14.266666666666667	8.58
21575	30	3	3	4	4	3	3	369	13	28.384615384615383	3.82
21577	40	4	4	4	4	4	4	466	19	24.526315789473685	4.55
21578	32	3	4	4	3	3	3	597	33	18.09090909090909	5.77
21579	27	3	3	4	3	3	3	226	3	75.33333333333333	1.33
21581	36	4	4	4	4	4	4	538	20	26.9	4.25
21582	34	3	4	4	3	4	4	688	35	19.65714285714286	5.81
21584	30	3	3	3	3	3	3	935	37	25.27027027027027	4.32
21586	39	5	4	5	5	4	4	804	35	22.97142857142857	4.71
21587	30	3	3	3	3	3	3	386	18	21.444444444444443	5.04
21589	30	4	4	4	4	3	4	1011	19	53.21052631578947	2.22
21592	40	4	4	4	4	4	4	538	33	16.303030303030305	6.88
21594	32	4	4	4	4	3	3	673	40	16.825	6.56
21595	36	4	3	4	4	4	4	432	22	19.636363636363637	5.61
21596	31	3	3	4	4	4	3	380	14	27.142857142857142	3.88
21598	30	3	3	3	4	3	3	417	18	23.166666666666668	4.86
21599	47	5	5	5	5	5	5	996	66	15.090909090909092	7.67
21601	40	4	4	4	4	4	4	500	27	18.51851851851852	6.26
21603	35	4	4	4	5	4	3	525	27	19.444444444444443	5.68
21604	33	4	4	4	4	3	3	571	35	16.314285714285713	6.99
21605	36	3	3	4	4	4	4	346	15	23.066666666666666	4.87
21606	36	4	4	4	4	4	4	503	25	20.12	5.71
21607	48	5	5	5	5	5	5	957	58	16.5	6.96
21608	40	4	4	4	4	4	4	601	26	23.115384615384617	4.63
21609	40	4	4	4	4	4	4	780	37	21.08108108108108	5.56
21610	40	4	4	5	4	4	4	939	40	23.475	4.69
21611	42	4	4	4	4	4	5	1030	57	18.07017543859649	6.62
21613	40	4	4	4	4	4	4	874	38	23.0	4.98
21615	32	4	4	4	4	3	3	888	15	59.2	1.92
21617	36	4	4	4	4	4	3	806	46	17.52173913043478	6.41
21618	40	4	4	4	4	4	4	840	40	21.0	5.51
21619	10	1	1	1	1	1	1	4	1	4.0	25.0
21620	33	4	4	4	4	4	3	876	31	28.258064516129032	3.9
21621	44	5	4	5	5	5	5	1013	45	22.511111111111113	5.24
21623	35	4	4	4	4	4	3	825	32	25.78125	4.17
21624	30	3	3	4	4	4	3	909	9	101.0	1.07
21626	35	4	4	4	4	4	3	1007	27	37.2962962962963	3.13
21628	32	4	3	4	4	4	3	666	35	19.02857142857143	6.26
21629	40	5	5	5	5	5	5	997	41	24.317073170731707	4.91
21630	40	4	4	4	4	4	4	684	39	17.53846153846154	6.77
21633	40	4	4	4	4	4	4	541	29	18.655172413793103	6.12
