id	overall_score	Ideas_and_Content	Organization	Voice	Word_Choice	Sentence_Fluency	Conventions	total_words	total_sentences	words_div_sentences	sent_density	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word
20860	36	4	4	4	4	4	4	543	26	20.884615384615383	5.14	68.7	8.5	10.6	9.5	8.47	10.166666666666666	7.04	10.0	4.561913308913308	33.48	2.3	4.227893406593406	372	45	2240	2279	26	504	700	19.4	0.05	1.4
20861	40	4	4	4	4	4	4	595	29	20.517241379310345	5.57	75.24	8.1	9.6	10.1	7.49	13.5	6.94	10.0	4.6028593749999995	33.36	2.1	3.1963864583333326	394	31	2188	2271	24	512	680	21.3	0.05	1.3
20862	45	5	5	5	4	5	5	892	62	14.387096774193548	8.12	83.36	4.9	8.1	6.6	7.12	7.0	6.61	7.0	3.6772328443301117	50.45	1.7	2.4586773227653023	554	44	3298	3434	57	757	1020	13.3	0.08	1.3
20863	36	3	4	4	4	4	4	621	32	19.40625	6.06	77.47	7.2	8.0	8.2	6.21	7.666666666666666	6.3	8.0	4.067	32.32	1.7	2.2949901808785524	400	20	2088	2200	27	516	652	19.1	0.05	1.3
20865	38	4	4	4	4	4	4	905	53	17.07547169811321	6.31	89.48	4.7	6.9	4.8	4.58	8.0	5.78	5.0	3.4468649165983045	47.62	1.2	1.049690201440161	683	23	3165	3242	53	828	1000	15.6	0.06	1.2
20866	37	4	4	4	4	4	4	925	59	15.677966101694915	7.46	91.71	3.8	6.5	4.3	4.34	10.6	5.87	4.0	3.2372507739938077	45.42	0.9	0.37229411764705844	649	20	2932	3092	57	765	907	13.4	0.07	1.2
20869	36	4	4	4	4	4	4	905	70	12.928571428571429	9.02	92.42	3.5	6.3	4.4	4.92	6.714285714285714	5.98	5.0	3.102474560434893	47.08	0.9	0.6025807950394975	636	19	3075	3205	61	772	934	12.7	0.08	1.2
20870	31	3	4	4	4	3	3	331	18	18.38888888888889	6.12	77.27	7.3	9.7	8.8	7.31	8.666666666666666	6.94	7.0	4.567364705882353	18.61	2.1	3.58649047289504	215	20	1225	1267	15	289	390	19.3	0.05	1.3
20871	20	3	3	3	3	3	3	78	4	19.5	5.88	55.41	13.6	0.0	16.1	8.54	19.25	7.92	14.0	6.215346153846154	4.3	2.7	6.175615384615384	47	6	283	293	2	65	90	32.5	0.03	1.4
20872	38	4	4	4	4	4	4	734	43	17.069767441860463	6.97	76.25	7.7	8.3	9.7	7.37	8.5	7.16	8.0	4.633319704433497	39.87	2.2	2.740079540229885	436	25	2588	2714	30	609	819	20.3	0.05	1.3
20874	32	4	3	4	3	4	3	543	5	108.6	0.97	-5.87	39.2	18.2	49.3	8.21	30.0	11.18	30.0	15.890018181818181	31.79	2.9	16.517556996047432	380	35	2122	2164	5	506	675	101.2	0.01	1.3
20876	37	4	4	4	4	4	4	780	32	24.375	4.46	71.89	9.3	9.2	10.3	6.33	10.8	6.28	11.0	4.711467260751647	43.06	1.9	3.112084792716003	570	33	2863	2931	29	712	890	24.6	0.04	1.3
20877	40	4	4	4	4	4	4	675	36	18.75	5.83	87.05	5.6	7.4	7.1	5.91	7.666666666666666	6.28	6.0	3.900233518856156	37.4	1.5	1.7065812685922652	499	19	2484	2546	34	613	751	18.0	0.06	1.2
20878	35	4	4	4	4	4	3	755	26	29.03846153846154	3.73	70.26	10.0	9.2	10.7	5.87	6.428571428571429	6.61	7.0	5.1382827854964415	40.56	2.0	3.164148266124478	532	29	2685	2761	26	681	865	26.2	0.04	1.3
20879	40	4	4	4	4	4	4	737	24	30.708333333333332	3.72	67.83	10.9	10.1	13.6	7.79	19.0	7.79	8.0	5.9141875901875895	40.69	2.3	4.534873015873016	484	33	2660	2770	22	630	821	28.6	0.03	1.3
20881	28	4	3	4	3	3	3	987	34	29.029411764705884	4.23	69.04	10.4	7.1	13.3	7.43	12.75	6.62	7.0	5.223590110605075	52.03	2.2	3.927139666016048	585	14	3344	3542	29	795	1024	27.4	0.04	1.3
20882	38	5	4	5	4	5	3	874	54	16.185185185185187	7.0	88.47	5.0	7.3	6.6	5.8	6.428571428571429	6.85	7.0	3.9370939187269105	46.96	1.3	1.3879224211423695	632	24	3086	3197	46	765	924	16.6	0.06	1.2
20883	36	4	4	4	4	4	4	535	29	18.448275862068964	6.03	79.6	6.4	8.4	6.7	5.86	6.25	6.34	7.0	3.9406218487394953	29.14	1.6	1.892294957983193	383	24	1924	1984	28	476	600	17.0	0.06	1.3
20884	43	4	4	4	4	5	5	762	36	21.166666666666668	5.22	77.06	7.4	9.4	9.0	7.54	8.666666666666666	6.85	9.0	4.3178640134059485	44.13	1.9	3.311090607457058	523	42	2920	3004	35	682	888	19.5	0.05	1.3
20885	34	4	3	4	4	4	4	367	15	24.466666666666665	4.36	82.27	7.4	8.8	8.5	5.46	10.8	6.57	9.0	4.66735294117647	19.73	1.8	2.706954901960784	273	15	1317	1343	15	340	424	22.7	0.04	1.2
20887	32	4	4	4	4	3	3	515	4	128.75	0.79	-19.34	46.5	15.9	58.6	6.47	18.0	11.62	47.0	18.707238798370668	28.63	2.4	19.04053116089613	408	20	1910	1949	4	491	599	122.8	0.01	1.2
20888	50	5	4	5	4	5	5	792	42	18.857142857142858	5.86	68.5	8.6	10.2	9.7	8.3	10.166666666666666	7.88	10.0	4.756844696969697	46.82	2.2	3.9596320707070713	524	55	3102	3187	36	704	951	19.6	0.05	1.4
20889	40	4	4	4	4	4	4	650	28	23.214285714285715	5.26	76.96	7.4	7.9	8.9	6.67	14.75	6.55	7.0	4.33696645702306	33.9	2.0	2.4807533193570923	394	19	2188	2308	27	530	698	19.6	0.05	1.3
20892	40	4	4	4	4	4	4	622	20	31.1	3.79	66.0	11.6	8.7	14.2	7.32	12.75	7.19	13.0	5.809070428945272	32.96	2.2	3.9475259756513825	390	16	2139	2244	17	517	667	30.4	0.03	1.3
20893	37	4	4	4	4	4	4	473	24	19.708333333333332	5.73	79.4	6.5	7.8	6.7	5.57	11.0	5.9	7.0	3.848425847457627	25.15	1.6	1.8116522195318803	325	16	1649	1712	24	413	521	17.2	0.06	1.3
20894	36	4	4	4	4	4	3	858	43	19.953488372093023	5.64	78.18	6.9	7.7	7.7	6.33	7.428571428571429	6.82	7.0	4.251334782608695	45.82	1.7	2.013355	573	26	2996	3119	40	736	932	18.4	0.05	1.3
20895	40	4	4	4	4	4	4	592	33	17.939393939393938	6.24	78.48	6.8	8.8	8.3	7.19	7.0	6.55	7.0	4.125273756251644	33.89	1.9	3.097447828375889	392	29	2239	2307	29	524	692	18.1	0.06	1.3
20896	30	3	3	4	3	3	3	242	18	13.444444444444445	9.52	83.46	4.9	8.4	6.6	6.42	5.222222222222222	6.43	6.0	3.492484555984556	12.35	1.6	2.2889150579150583	136	12	784	841	14	185	249	13.2	0.08	1.3
20897	32	3	3	4	4	3	4	278	23	12.08695652173913	9.24	85.59	4.1	8.0	3.7	4.85	5.75	5.86	6.0	3.04106400742115	14.98	1.3	1.2504285714285714	186	16	986	1020	22	245	325	11.1	0.09	1.3
20898	44	5	5	5	5	5	4	1002	45	22.266666666666666	5.17	70.77	9.8	10.5	12.8	8.25	13.0	7.69	13.0	5.5068481989708395	56.5	2.4	4.22818427672956	620	55	3686	3846	33	848	1143	25.7	0.04	1.3
20899	37	4	4	4	4	4	4	913	47	19.425531914893618	6.05	77.57	7.2	8.0	8.3	6.5	8.333333333333334	6.06	8.0	3.987467150395778	47.98	1.8	1.9561444854881267	579	29	3109	3266	40	758	975	19.0	0.05	1.3
20900	42	4	5	5	5	5	4	719	29	24.79310344827586	4.62	73.81	8.6	9.2	11.0	7.96	13.5	6.52	9.0	4.723562091503268	40.24	2.2	3.39305294117647	445	30	2632	2739	27	612	815	22.7	0.04	1.3
20901	40	4	4	4	4	4	4	873	59	14.796610169491526	8.26	78.59	6.8	8.2	8.3	6.55	10.4	7.54	7.0	4.334811686180107	45.44	1.8	2.0435955720903087	549	31	2923	3093	39	703	905	18.0	0.06	1.3
20902	40	4	4	4	4	4	4	771	34	22.676470588235293	5.01	76.76	7.5	9.2	8.5	6.62	6.857142857142857	6.35	7.0	4.131743759818467	42.17	1.8	2.7677878861930525	534	38	2774	2871	34	674	864	19.8	0.05	1.3
20904	30	3	3	3	3	3	3	749	26	28.807692307692307	3.99	46.11	19.3	9.5	23.8	7.56	27.0	7.84	8.0	8.457923076923075	40.93	2.4	6.817538461538461	505	16	2684	2786	13	650	827	50.0	0.02	1.3
20905	34	3	4	4	3	4	4	929	48	19.354166666666668	5.83	85.32	6.3	8.0	7.2	4.99	5.75	6.12	6.0	4.147130353310968	47.26	1.7	1.891908538096534	644	30	3095	3217	41	807	1006	19.7	0.05	1.2
20906	44	5	4	4	5	5	5	450	26	17.307692307692307	6.16	89.38	4.7	7.2	6.1	6.03	6.428571428571429	1.44	7.0	3.2363642978642972	24.99	1.3	1.2145589491589495	333	13	1655	1701	26	407	496	15.7	0.06	1.2
20907	36	4	4	4	4	4	4	951	50	19.02	6.68	67.93	10.9	8.7	14.4	7.96	17.333333333333332	6.93	8.0	5.507432523616734	49.87	2.5	3.679309311740891	517	25	3190	3395	26	741	997	28.5	0.04	1.3
20908	35	4	4	4	4	4	4	453	28	16.178571428571427	7.16	90.19	4.4	7.0	4.8	4.23	7.666666666666666	6.41	5.0	3.5637724028548767	22.68	1.1	1.2930766058683583	324	12	1479	1544	26	388	468	14.9	0.07	1.2
20909	34	4	4	4	4	3	3	949	44	21.568181818181817	5.12	85.32	6.3	6.9	6.8	4.59	6.857142857142857	6.08	7.0	4.16729267222466	48.49	1.4	1.2309598179025882	703	19	3199	3301	43	848	1014	19.7	0.05	1.2
20910	32	4	3	4	4	4	3	415	22	18.863636363636363	5.96	73.81	8.6	9.7	11.1	8.3	6.857142857142857	6.85	7.0	4.7960642217630856	24.02	2.2	3.901270110192838	269	21	1583	1635	16	363	485	22.7	0.04	1.3
20911	40	4	4	4	4	4	4	604	37	16.324324324324323	7.84	80.01	6.2	7.6	8.4	7.13	4.181818181818182	7.21	8.0	4.160822196620584	31.14	1.9	2.2128325652841787	334	17	1979	2120	28	465	617	16.6	0.06	1.3
20913	34	4	4	5	4	4	3	580	22	26.363636363636363	4.17	71.38	9.5	9.6	10.6	6.39	8.5	6.56	10.0	5.019370129870129	32.05	2.1	3.4247758658008642	414	27	2130	2182	21	528	679	25.1	0.04	1.3
20914	40	4	4	4	4	4	4	882	45	19.6	6.28	67.49	9.0	9.9	10.3	7.6	11.6	6.62	9.0	4.47302731690967	46.86	2.4	3.797615585721468	498	48	3011	3190	34	702	975	20.6	0.05	1.4
20915	40	4	4	4	4	4	4	1143	70	16.32857142857143	7.91	62.35	13.0	9.1	17.5	8.37	10.8	8.02	9.0	6.52889121319199	58.25	2.6	5.104937677267373	601	27	3664	3965	25	849	1137	34.0	0.03	1.3
20916	37	4	4	5	4	4	4	891	33	27.0	4.07	69.75	10.2	9.3	11.6	6.62	11.0	6.97	7.0	5.2225	49.11	1.9	3.617629166666667	647	35	3252	3343	30	800	1000	26.7	0.04	1.3
20917	38	4	4	4	4	4	4	581	41	14.170731707317072	8.28	79.7	6.3	7.5	6.8	5.62	10.4	6.41	7.0	3.783046446164673	30.16	1.5	1.4550218156228012	385	17	1961	2053	29	490	613	16.9	0.06	1.3
20918	29	3	3	3	3	3	3	402	4	100.5	1.0	7.06	36.3	15.2	46.0	6.99	28.5	10.03	7.0	14.880749999999999	23.03	2.4	15.03035968992248	329	18	1542	1568	4	387	473	96.8	0.01	1.2
20919	34	3	4	4	4	4	4	281	19	14.789473684210526	8.05	84.27	4.6	8.5	4.5	5.03	5.555555555555555	5.86	6.0	3.2050750279955205	14.48	1.5	1.4947872340425534	186	17	940	986	19	235	314	12.4	0.08	1.3
20920	32	4	3	4	3	4	3	602	17	35.411764705882355	3.08	65.63	13.8	8.6	17.0	5.99	25.5	7.02	9.0	6.709680203708539	32.27	2.1	4.951581979629145	437	13	2141	2197	14	547	670	39.1	0.03	1.2
20921	43	4	4	5	5	5	5	1006	47	21.404255319148938	5.46	67.89	8.8	10.7	9.8	7.72	8.666666666666666	7.57	9.0	4.819690082644628	55.92	2.3	4.075213774104682	630	73	3654	3807	42	847	1158	20.2	0.05	1.4
20922	37	4	4	4	4	4	4	335	15	22.333333333333332	5.15	84.61	6.5	8.4	7.8	5.11	11.0	6.75	7.0	4.403392230576442	16.89	1.6	1.9779774436090225	238	12	1099	1150	14	285	347	20.4	0.05	1.2
20923	34	3	3	3	3	3	4	674	29	23.24137931034483	4.9	64.64	10.1	10.3	11.2	7.9	14.25	6.58	11.0	4.741135042735042	38.19	2.4	3.725702222222223	421	39	2511	2600	25	585	797	23.4	0.04	1.4
20924	29	3	3	3	3	3	3	255	12	21.25	5.11	68.6	8.5	10.7	9.8	8.59	8.666666666666666	7.3	9.0	4.727816239316239	15.64	2.4	4.476211965811965	169	21	1044	1065	12	234	329	19.5	0.05	1.4
20925	30	3	3	4	4	3	3	467	24	19.458333333333332	5.62	78.79	6.7	8.7	6.2	5.04	10.166666666666666	5.74	7.0	3.785881455399061	24.99	1.6	2.3012037558685456	339	23	1660	1701	24	426	540	17.8	0.06	1.3
20926	47	5	5	5	5	5	5	864	48	18.0	6.5	80.41	6.1	8.7	7.0	6.44	11.4	7.05	7.0	4.117701960784313	46.44	1.8	2.5103460769113854	557	43	3026	3161	45	731	963	16.2	0.06	1.3
20927	36	4	4	4	4	4	4	957	35	27.34285714285714	4.13	70.87	9.7	10.2	11.4	6.97	14.5	6.74	7.0	5.168641533821628	52.81	2.3	4.080769036334914	646	51	3482	3595	33	844	1125	25.6	0.04	1.3
20928	40	4	4	4	4	4	4	397	27	14.703703703703704	7.63	83.76	4.8	9.3	5.5	6.19	6.625	6.73	7.0	3.5185462696125516	22.15	1.6	3.0464521080157976	267	32	1458	1508	27	347	467	12.9	0.08	1.3
20929	29	3	3	4	4	4	3	224	9	24.88888888888889	4.39	63.06	12.7	9.7	15.5	7.56	17.0	8.37	8.0	6.614000000000001	12.66	2.3	5.143533333333334	151	8	835	862	6	200	260	33.3	0.03	1.3
20930	40	4	4	4	4	4	4	1051	49	21.448979591836736	5.71	68.81	8.5	10.0	9.6	7.66	8.333333333333334	6.73	9.0	4.319376405396723	56.57	2.3	3.3477135453474673	594	63	3650	3851	44	849	1179	19.3	0.05	1.4
20931	41	5	4	5	4	4	4	1022	70	14.6	8.37	82.24	5.4	7.9	5.3	4.75	8.0	5.97	6.0	3.45649644207962	50.02	1.4	1.0797709297604547	652	40	3203	3405	57	821	1045	14.4	0.07	1.3
20932	40	4	4	5	4	4	4	724	33	21.939393939393938	5.24	69.31	8.3	10.0	9.0	7.6	11.4	7.37	8.0	4.667123167155426	40.59	2.1	3.57136559139785	461	48	2658	2763	33	620	840	18.8	0.05	1.4
20933	32	3	3	4	4	3	4	540	18	30.0	3.58	58.76	12.3	12.8	14.2	8.72	10.666666666666666	6.96	13.0	5.64643074003795	32.58	2.7	5.809455075901329	369	49	2174	2218	17	496	690	29.2	0.03	1.4
20935	40	4	4	5	4	4	4	796	37	21.513513513513512	5.15	76.35	7.6	8.5	8.4	6.27	8.833333333333334	6.74	9.0	4.365324403075677	43.41	1.7	2.4666855200323754	559	31	2864	2955	35	706	886	20.2	0.05	1.3
20936	44	4	4	4	4	4	4	797	37	21.54054054054054	5.67	70.77	9.8	10.4	12.2	7.2	14.5	7.05	10.0	5.290409595015577	41.63	2.4	4.134677308411215	465	40	2676	2834	25	642	866	25.7	0.04	1.3
20938	34	3	4	4	3	4	4	790	52	15.192307692307692	7.12	99.46	2.9	6.1	3.3	3.3	3.909090909090909	5.43	3.0	3.0565326797385617	39.69	0.7	-0.2701960784313724	636	14	2627	2702	51	720	824	14.1	0.07	1.1
20939	31	3	3	4	4	4	3	369	18	20.5	5.2	86.13	5.9	8.7	7.1	5.69	7.833333333333334	6.25	6.0	4.058803921568627	20.23	1.5	2.2455457516339874	283	17	1348	1377	18	340	419	18.9	0.05	1.2
20940	40	4	3	4	4	4	4	484	20	24.2	4.49	73.31	8.8	7.7	9.8	6.68	10.6	6.9	7.0	4.749263157894736	27.03	1.9	2.736818181818181	344	12	1794	1840	19	440	555	23.2	0.04	1.3
20942	40	4	4	5	4	4	4	569	43	13.232558139534884	8.51	93.54	3.1	7.2	3.5	4.27	5.875	6.3	6.0	3.1991035093442695	29.75	0.9	0.6419710211119916	405	22	1955	2025	43	499	621	11.6	0.09	1.2
20943	40	4	4	5	4	4	4	1204	96	12.541666666666666	10.75	72.16	7.2	7.4	9.1	7.65	10.6	6.38	7.0	3.867507256039291	59.7	2.1	2.0450626086183528	559	30	3691	4064	53	849	1175	16.0	0.06	1.4
20944	31	3	4	4	3	3	3	865	68	12.720588235294118	9.42	84.27	4.6	7.2	4.5	4.97	4.777777777777778	6.6	5.0	3.3151234271443664	44.25	1.2	1.1144864278167321	568	30	2864	3012	58	718	921	12.4	0.08	1.3
20945	29	3	3	3	4	4	3	513	2	256.5	0.41	-384.6	188.9	0.0	240.4	4.09	52.0	29.44	189.0	70.42030549898166	25.0	2.1	79.22032219959266	433	5	1683	1702	1	491	557	491.0	0.0	1.1
20946	43	4	4	4	4	5	5	825	41	20.121951219512194	5.59	78.18	6.9	10.0	8.9	7.78	8.5	7.08	9.0	4.366795622787254	47.18	2.1	3.3772619461431175	545	56	3095	3212	39	717	964	18.4	0.05	1.3
20947	40	4	4	4	4	4	4	1009	59	17.10169491525424	7.52	70.23	7.9	8.9	9.6	7.77	6.375	7.01	8.0	4.411840021773974	52.97	2.2	2.857173744216289	542	44	3364	3606	43	769	1064	17.9	0.06	1.4
20948	40	4	4	4	4	4	4	988	72	13.722222222222221	8.37	91.92	3.7	6.6	3.9	3.93	4.090909090909091	5.8	4.0	3.2212834663120566	49.42	1.0	0.5701395390070925	691	23	3222	3364	64	846	1026	13.2	0.08	1.2
20949	36	4	4	4	4	4	4	841	45	18.68888888888889	6.04	79.8	6.3	8.5	7.3	6.67	6.714285714285714	5.58	7.0	3.620831411126187	46.73	1.7	2.180498236092266	566	39	3077	3181	44	737	954	16.8	0.06	1.3
20953	31	3	3	4	4	4	3	679	35	19.4	6.32	88.16	5.2	8.2	7.5	6.2	6.714285714285714	7.34	8.0	4.142078703703703	34.59	1.5	2.0814074074074074	439	25	2212	2355	32	540	674	16.9	0.06	1.2
20954	15	2	2	2	2	2	2	286	19	15.052631578947368	6.93	-29.69	50.4	0.0	63.0	5.31	52.0	14.27	0.0	20.400270676691726	14.84	2.2	19.899667669172928	222	4	981	1010	2	266	315	133.0	0.01	1.2
20955	40	5	5	5	4	4	4	917	35	26.2	4.11	72.29	9.2	9.4	10.3	6.74	8.166666666666666	6.46	7.0	4.775776629517054	51.9	1.9	3.1660727862208713	677	42	3460	3533	35	846	1071	24.2	0.04	1.3
20956	36	4	4	4	4	4	4	515	33	15.606060606060606	7.37	80.21	6.1	7.5	6.9	6.26	6.857142857142857	5.91	7.0	3.719378378378378	27.87	1.8	2.164871471471471	321	16	1826	1897	27	444	587	16.4	0.06	1.3
20957	45	5	5	5	5	5	5	932	41	22.73170731707317	4.96	76.76	7.5	8.9	9.2	7.37	6.285714285714286	7.59	8.0	4.682159301593016	52.5	2.0	2.9646480004800044	614	42	3454	3574	41	813	1065	19.8	0.05	1.3
20958	35	4	4	4	4	4	3	643	35	18.37142857142857	6.69	70.97	9.7	8.2	12.7	7.9	11.0	7.72	8.0	5.5980294117647045	33.98	2.4	3.7091098039215673	362	16	2186	2313	20	510	683	25.5	0.04	1.3
20959	45	5	5	5	5	5	5	925	51	18.137254901960784	6.38	80.51	6.0	8.5	7.6	7.25	6.714285714285714	6.8	7.0	3.966910924979903	51.5	1.8	2.838759479293624	588	44	3368	3506	49	787	1047	16.1	0.06	1.3
20962	40	4	4	4	4	4	4	929	35	26.542857142857144	4.1	72.29	9.2	11.0	11.3	7.78	14.25	7.85	8.0	5.451926684636119	54.38	2.3	4.44277421832884	657	66	3621	3702	35	848	1132	24.2	0.04	1.3
20963	40	4	4	4	4	4	4	779	37	21.054054054054053	5.34	77.37	7.2	9.0	8.5	7.08	7.142857142857142	6.69	7.0	4.438891304347826	43.83	2.0	3.116333333333334	515	38	2895	2984	36	690	917	19.2	0.05	1.3
20964	36	4	4	4	4	4	4	992	45	22.044444444444444	5.26	81.46	7.7	8.3	9.6	5.81	10.6	6.71	8.0	4.823421985815603	51.0	1.8	2.618100709219858	689	29	3325	3472	36	846	1042	23.5	0.04	1.2
20965	28	3	3	3	3	3	3	192	7	27.428571428571427	3.95	71.38	9.5	10.3	10.7	6.62	8.166666666666666	6.86	7.0	5.263688311688311	10.75	2.3	3.799283441558442	131	11	716	732	7	176	236	25.1	0.04	1.3
20966	40	4	4	4	4	4	4	760	26	29.23076923076923	3.7	78.11	9.0	8.6	11.1	5.98	14.25	6.08	9.0	5.063073998454916	41.51	1.9	3.372152897031232	561	24	2763	2826	26	697	860	26.8	0.04	1.2
20967	20	2	2	3	3	2	2	518	3	172.66666666666666	0.59	-56.79	60.9	15.5	76.4	5.54	27.0	12.65	13.0	23.60335699373695	26.78	2.4	24.61794725121781	390	14	1785	1823	3	479	582	159.7	0.01	1.2
20968	36	4	4	4	4	4	3	850	48	17.708333333333332	6.17	88.77	4.9	8.3	5.9	5.39	7.142857142857142	5.8	6.0	3.5685208333333325	45.83	1.5	1.7536556072695038	622	38	3040	3120	47	768	958	16.3	0.06	1.2
20971	46	5	5	5	5	5	5	820	37	22.16216216216216	5.42	75.34	8.0	9.5	10.5	7.78	8.833333333333334	7.55	8.0	4.844098536450662	45.14	2.2	3.2526129970544924	505	40	2930	3073	32	679	908	21.2	0.05	1.3
20972	32	3	3	4	4	4	3	401	28	14.321428571428571	8.51	82.34	5.3	7.6	5.9	5.68	7.2857142857142865	6.13	6.0	3.4790509013785784	20.64	1.6	1.5635637327677623	244	14	1332	1405	23	328	430	14.3	0.07	1.3
20973	41	5	4	4	4	4	4	631	30	21.033333333333335	5.16	77.47	7.2	9.1	8.5	7.2	7.571428571428571	6.62	7.0	4.2259986062717765	36.48	1.9	3.059633403019745	439	33	2425	2483	30	574	751	19.1	0.05	1.3
20974	44	5	5	5	5	4	4	987	48	20.5625	5.65	77.57	7.2	10.2	9.5	8.07	7.428571428571429	7.15	7.0	4.371827751196172	55.91	2.1	3.5134148325358847	642	67	3653	3806	44	836	1121	19.0	0.05	1.3
20975	36	4	4	4	4	4	4	610	28	21.785714285714285	5.0	83.59	6.9	8.0	8.5	5.8	6.857142857142857	6.4	7.0	4.461808244717581	33.35	1.6	2.243994116834692	461	19	2217	2270	26	557	673	21.4	0.05	1.2
20976	42	5	5	5	4	4	4	1064	73	14.575342465753424	8.58	81.02	5.8	7.8	7.2	6.55	7.0	6.23	7.0	3.721878595935603	54.75	1.8	1.9386610539280378	612	36	3504	3727	54	842	1116	15.6	0.06	1.3
20977	42	5	5	5	4	4	4	938	59	15.898305084745763	7.22	80.92	5.9	8.4	6.4	6.03	8.833333333333334	6.32	6.0	3.7533015989438168	49.99	1.6	1.9617084445748367	622	44	3267	3403	51	802	1041	15.7	0.06	1.3
20979	31	4	3	4	4	3	3	554	14	39.57142857142857	2.75	48.78	20.3	10.7	25.6	6.69	17.666666666666668	8.29	11.0	9.237301397205588	30.06	2.2	7.9337640718562845	417	16	1993	2046	9	501	610	55.7	0.02	1.2
20981	40	5	5	5	5	5	5	368	16	23.0	5.13	62.31	11.0	11.7	12.6	8.07	11.8	9.17	12.0	6.021636363636363	20.42	2.6	5.198187445887445	222	27	1330	1390	12	308	427	25.7	0.04	1.4
20982	32	3	3	4	3	3	4	530	19	27.894736842105264	4.07	72.23	11.3	6.9	14.0	5.82	17.0	6.77	7.0	5.9497391372303845	27.21	2.0	3.6798003751172246	364	6	1775	1852	14	457	559	32.6	0.03	1.2
20983	43	5	5	5	5	5	4	640	25	25.6	4.19	54.97	11.7	13.2	12.2	8.88	12.4	7.8	13.0	5.6608432203389825	39.37	3.1	6.512248587570621	394	74	2631	2680	24	590	884	24.6	0.04	1.5
20984	31	3	4	4	4	3	3	819	26	31.5	3.49	71.92	11.4	9.6	14.8	6.92	29.0	6.34	7.0	5.811778503264691	44.57	2.0	4.09443038674033	601	28	2947	3034	22	724	887	32.9	0.03	1.2
20985	36	4	4	4	4	4	3	526	26	20.23076923076923	6.18	49.69	13.7	11.9	16.4	10.05	19.0	6.52	12.0	5.554373244261733	29.82	3.4	5.617737375813634	284	33	1921	2030	14	417	639	29.8	0.03	1.5
20987	35	4	4	4	4	4	4	654	33	19.818181818181817	5.63	69.41	8.2	10.1	9.9	9.05	8.666666666666666	6.12	9.0	4.066643935595297	39.69	2.2	3.5634258287369764	424	46	2627	2702	31	579	793	18.7	0.05	1.4
20988	36	4	4	5	5	4	4	971	53	18.32075471698113	6.2	79.19	6.5	7.2	7.1	5.86	8.166666666666666	6.59	7.0	3.9039001642771805	51.71	1.6	1.6552811827956986	669	24	3383	3520	48	837	1049	17.4	0.06	1.3
20992	40	4	4	4	4	4	4	706	40	17.65	6.36	89.68	4.6	7.9	5.8	5.39	7.428571428571429	6.35	6.0	3.717682247557003	37.5	1.4	1.3950542019543977	499	28	2460	2553	40	614	765	15.4	0.07	1.2
20993	45	5	5	5	5	5	5	991	44	22.522727272727273	5.19	76.56	7.6	9.5	9.6	7.6	11.0	6.79	10.0	4.455166099097564	55.07	2.1	3.7170571882626717	627	53	3597	3749	42	839	1121	20.0	0.05	1.3
20994	40	4	4	5	5	4	4	664	35	18.97142857142857	6.08	80.11	6.2	8.8	8.7	8.23	6.375	6.94	9.0	4.159567226890756	38.14	1.9	3.126310924369747	408	34	2491	2596	34	560	753	16.5	0.06	1.3
20996	38	4	3	4	4	4	4	198	14	14.142857142857142	7.82	92.42	3.5	7.4	4.1	4.8	5.222222222222222	6.75	5.0	3.308118780096308	10.65	1.0	0.7499296950240764	146	8	705	725	14	178	220	12.7	0.08	1.2
20998	36	4	4	4	4	4	4	697	38	18.342105263157894	6.25	80.01	6.2	8.8	7.2	6.49	8.166666666666666	6.73	7.0	3.99835552763819	37.84	1.8	2.642004690117253	452	35	2476	2576	36	597	786	16.6	0.06	1.3
20999	37	4	4	4	4	4	4	726	35	20.742857142857144	5.37	76.25	7.7	8.8	8.0	5.8	11.2	6.91	8.0	4.533479054314329	39.12	1.8	2.4839448767334362	517	32	2584	2663	32	649	823	20.3	0.05	1.3
21000	30	3	3	4	4	3	3	320	18	17.77777777777778	6.5	75.44	8.0	9.1	9.3	6.56	13.25	6.93	7.0	4.564130825378999	17.22	2.2	2.978441100505334	202	14	1126	1172	13	274	368	21.1	0.05	1.3
21001	41	5	4	5	4	4	4	947	61	15.524590163934427	7.13	82.75	5.2	8.5	5.7	6.26	4.888888888888889	5.48	6.0	3.1845085060315492	53.32	1.5	1.7806866455304666	664	53	3531	3630	61	848	1104	13.9	0.07	1.3
21002	40	4	4	4	4	4	4	564	37	15.243243243243244	7.57	82.85	5.1	6.7	5.1	5.33	5.75	6.09	6.0	3.372377639751553	29.59	1.3	1.1926291511387164	384	14	1933	2014	35	483	607	13.8	0.07	1.3
21003	36	4	4	4	4	4	4	720	32	22.5	5.1	60.82	13.6	11.0	17.0	7.67	10.4	7.88	8.0	6.767384450297531	38.87	2.5	5.782133430884791	456	32	2534	2646	17	603	793	35.5	0.03	1.3
