id	overall_score	Ideas	Organization	Style	Conventions	total_words	total_sentences	words_div_sentences	sent_density	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types
18175	22	3	3	3	3	525	25	21.0	5.77	37	0.26476190476190475	0.0202712556511594	0.009523809523809525	0.0007849293563579278	0.0019047619047619048	0.00017006802721088434	0.009523809523809525	0.0010277492291880781	0.0019047619047619048	0.00023282887077997672	0.0019047619047619048	0.00024378352023403217	0.0038095238095238095	0.0005436259853220984	0.0	0.0	0.0019047619047619048	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019047619047619048	0.0005494505494505495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.73	0.46	198
18177	13	2	2	2	2	83	7	11.857142857142858	9.46	4	0.3855421686746988	0.004666763890914394	0.012048192771084338	0.00015698587127158556	0.0	0.0	0.012048192771084338	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.7	0.53	39
18178	22	3	3	2	3	425	23	18.47826086956522	6.23	24	0.3129411764705882	0.01939623742161295	0.02823529411764706	0.0018838304552590266	0.004705882352941176	0.0003401360544217687	0.002352941176470588	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002352941176470588	0.00016545334215751158	0.0	0.0	46.88	0.47	173
18179	5	0	1	1	1	43	4	10.75	10.26	3	0.23255813953488372	0.001458363715910748	0.0	0.0	0.0	0.0	0.023255813953488372	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.023255813953488372	0.0002924831822170225	0.023255813953488372	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023255813953488372	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	66.67	0.67	26
18180	17	2	2	2	3	144	12	12.0	10.08	11	0.375	0.00787516406591804	0.0	0.0	0.006944444444444444	0.00017006802721088434	0.013888888888888888	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006944444444444444	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.82	0.59	70
18181	17	3	2	2	2	176	10	17.6	6.21	8	0.375	0.009625200525010938	0.017045454545454544	0.00047095761381475666	0.0	0.0	0.0	0.0	0.0	0.0	0.011363636363636364	0.00048756704046806434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005681818181818182	0.0004380201489268506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005681818181818182	0.00016545334215751158	0.0	0.0	50.93	0.51	82
18182	17	2	2	3	2	222	11	20.181818181818183	5.37	14	0.34684684684684686	0.011229400612512761	0.018018018018018018	0.0006279434850863422	0.009009009009009009	0.0003401360544217687	0.0045045045045045045	0.00020554984583761563	0.0	0.0	0.0045045045045045045	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045045045045045045	0.00016545334215751158	0.0	0.0	51.71	0.52	106
18183	16	2	2	2	2	187	9	20.77777777777778	5.14	11	0.33689839572192515	0.009187691410237713	0.0	0.0	0.0	0.0	0.0053475935828877	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053475935828877	0.00016545334215751158	0.0	0.0	41.71	0.42	73
18184	6	0	1	1	1	49	6	8.166666666666666	13.95	2	0.3469387755102041	0.002479218317048272	0.0	0.0	0.0	0.0	0.061224489795918366	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02040816326530612	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02040816326530612	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	65.12	0.65	28
18185	13	2	2	2	1	130	5	26.0	4.1	9	0.45384615384615384	0.008604345923873415	0.046153846153846156	0.0009419152276295133	0.0	0.0	0.007692307692307693	0.00020554984583761563	0.015384615384615385	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.007692307692307693	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.007692307692307693	0.00041407867494824016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.03	0.68	83
18186	14	2	2	2	2	249	19	13.105263157894736	9.0	11	0.3132530120481928	0.011375236984103835	0.024096385542168676	0.0009419152276295133	0.004016064257028112	0.00017006802721088434	0.0	0.0	0.008032128514056224	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004016064257028112	0.00016545334215751158	0.0	0.0	47.87	0.48	101
18187	21	3	3	3	3	364	23	15.826086956521738	7.49	24	0.3241758241758242	0.01720869184774683	0.016483516483516484	0.0009419152276295133	0.0027472527472527475	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027472527472527475	0.0003399048266485384	0.0027472527472527475	0.00036310820624546115	0.0027472527472527475	0.00041407867494824016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027472527472527475	0.0008703220191470844	50.49	0.5	155
18189	22	3	3	3	3	267	19	14.052631578947368	7.95	8	0.38202247191011235	0.014875309902289632	0.02247191011235955	0.0009419152276295133	0.003745318352059925	0.00017006802721088434	0.003745318352059925	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003745318352059925	0.00016545334215751158	0.0	0.0	51.88	0.52	124
18190	14	2	2	2	2	131	5	26.2	4.13	6	0.4198473282442748	0.008021000437509114	0.030534351145038167	0.0006279434850863422	0.007633587786259542	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007633587786259542	0.00510204081632653	0.0	0.0	0.007633587786259542	0.0008703220191470844	57.02	0.57	69
18191	16	2	2	2	2	110	6	18.333333333333332	5.94	5	0.43636363636363634	0.007000145836371591	0.01818181818181818	0.0003139717425431711	0.0	0.0	0.0	0.0	0.00909090909090909	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.42	0.58	59
18192	20	3	3	3	3	204	18	11.333333333333334	10.84	18	0.35784313725490197	0.010646055126148461	0.029411764705882353	0.0009419152276295133	0.004901960784313725	0.00017006802721088434	0.00980392156862745	0.00041109969167523125	0.00980392156862745	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004901960784313725	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	68.07	0.68	113
18193	15	2	2	2	2	145	9	16.11111111111111	6.98	11	0.4068965517241379	0.008604345923873415	0.006896551724137931	0.00015698587127158556	0.006896551724137931	0.00017006802721088434	0.006896551724137931	0.00020554984583761563	0.006896551724137931	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013793103448275862	0.00033090668431502316	0.006896551724137931	0.0008703220191470844	60.47	0.6	78
18194	13	1	2	2	3	224	13	17.23076923076923	7.07	16	0.3125	0.010208546011375236	0.03571428571428571	0.0012558869701726845	0.004464285714285714	0.00017006802721088434	0.008928571428571428	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.54	0.51	93
18195	9	2	1	1	1	338	8	42.25	2.52	16	0.35502958579881655	0.017500364590928977	0.008875739644970414	0.00047095761381475666	0.0029585798816568047	0.00017006802721088434	0.005917159763313609	0.00041109969167523125	0.0029585798816568047	0.00023282887077997672	0.0	0.0	0.005917159763313609	0.0005436259853220984	0.0029585798816568047	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029585798816568047	0.0007173601147776184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.54	0.47	148
18196	8	1	1	2	1	126	1	126.0	0.82	10	0.5634920634920635	0.010354382382966312	0.031746031746031744	0.0006279434850863422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.39	0.66	81
18197	16	2	2	2	2	140	9	15.555555555555555	7.26	5	0.4714285714285714	0.009625200525010938	0.007142857142857143	0.00015698587127158556	0.007142857142857143	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007142857142857143	0.00016545334215751158	0.0	0.0	65.32	0.65	81
18198	20	3	3	2	3	275	12	22.916666666666668	4.8	18	0.3090909090909091	0.012396091585241359	0.007272727272727273	0.0003139717425431711	0.0036363636363636364	0.00017006802721088434	0.0036363636363636364	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036363636363636364	0.0008703220191470844	43.6	0.44	109
18200	19	3	3	2	3	303	10	30.3	3.48	20	0.40264026402640263	0.017792037334111128	0.013201320132013201	0.0006279434850863422	0.006600660066006601	0.0003401360544217687	0.013201320132013201	0.0008221993833504625	0.0	0.0	0.0033003300330033004	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033003300330033004	0.00047938638542665386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.57	0.52	148
18201	21	3	3	3	3	255	23	11.08695652173913	11.44	22	0.28627450980392155	0.010646055126148461	0.01568627450980392	0.0006279434850863422	0.00392156862745098	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392156862745098	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.00392156862745098	0.0008703220191470844	51.74	0.52	104
18202	21	3	3	3	3	238	17	14.0	8.5	13	0.31512605042016806	0.01093772786933061	0.01680672268907563	0.0006279434850863422	0.0	0.0	0.004201680672268907	0.00020554984583761563	0.004201680672268907	0.00023282887077997672	0.0	0.0	0.004201680672268907	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004201680672268907	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.5	0.52	103
18203	7	1	1	1	1	30	2	15.0	7.41	1	0.36666666666666664	0.001604200087501823	0.03333333333333333	0.00015698587127158556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.96	0.63	17
18205	20	3	3	3	3	295	16	18.4375	6.18	19	0.3423728813559322	0.014729473530698556	0.023728813559322035	0.001098901098901099	0.0	0.0	0.003389830508474576	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003389830508474576	0.00510204081632653	0.0	0.0	0.0	0.0	49.42	0.49	128
18206	16	2	2	2	2	148	4	37.0	3.1	13	0.35135135135135137	0.0075834913227358905	0.02027027027027027	0.00047095761381475666	0.006756756756756757	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.26	0.54	70
18207	12	2	2	2	1	310	13	23.846153846153847	5.33	25	0.24516129032258063	0.011083564240921686	0.02258064516129032	0.001098901098901099	0.0064516129032258064	0.0003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032258064516129032	0.00510204081632653	0.0	0.0	0.00967741935483871	0.0026109660574412533	52.87	0.53	129
18208	17	2	2	2	3	141	15	9.4	12.2	14	0.41134751773049644	0.008458509552282339	0.03546099290780142	0.0007849293563579278	0.0	0.0	0.0	0.0	0.0	0.0	0.0070921985815602835	0.00024378352023403217	0.0070921985815602835	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0070921985815602835	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070921985815602835	0.0008703220191470844	62.6	0.63	77
18209	16	2	2	2	2	187	4	46.75	2.3	6	0.3582887700534759	0.009771036896602012	0.016042780748663103	0.00047095761381475666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.98	0.46	80
18210	18	3	2	2	3	186	14	13.285714285714286	9.09	16	0.3978494623655914	0.010791891497739537	0.021505376344086023	0.0006279434850863422	0.0	0.0	0.010752688172043012	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005376344086021506	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.64	0.64	98
18211	17	2	2	2	3	256	11	23.272727272727273	4.93	19	0.36328125	0.013562782557969957	0.03515625	0.00141287284144427	0.0	0.0	0.0078125	0.00041109969167523125	0.00390625	0.00023282887077997672	0.00390625	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078125	0.00033090668431502316	0.0	0.0	52.47	0.52	117
18212	14	1	2	3	3	131	10	13.1	8.85	8	0.42748091603053434	0.00816683680910019	0.04580152671755725	0.0009419152276295133	0.0	0.0	0.007633587786259542	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.95	0.62	70
18213	22	3	3	2	3	245	21	11.666666666666666	9.55	17	0.3795918367346939	0.013562782557969957	0.02857142857142857	0.001098901098901099	0.0	0.0	0.00816326530612245	0.00041109969167523125	0.004081632653061225	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00816326530612245	0.00033090668431502316	0.0	0.0	51.82	0.52	114
18215	8	1	1	1	2	124	7	17.714285714285715	5.98	8	0.45161290322580644	0.00816683680910019	0.016129032258064516	0.0003139717425431711	0.008064516129032258	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008064516129032258	0.0008703220191470844	58.12	0.58	68
18217	17	2	2	2	3	149	13	11.461538461538462	10.0	13	0.4228187919463087	0.009187691410237713	0.026845637583892617	0.0006279434850863422	0.013422818791946308	0.0003401360544217687	0.006711409395973154	0.00020554984583761563	0.006711409395973154	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006711409395973154	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.54	0.62	80
18218	16	2	2	2	2	165	9	18.333333333333332	6.08	2	0.37575757575757573	0.009041855038646638	0.01818181818181818	0.00047095761381475666	0.0	0.0	0.006060606060606061	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.65	0.49	72
18219	7	1	1	1	1	183	6	30.5	3.64	3	0.31693989071038253	0.008458509552282339	0.00546448087431694	0.00015698587127158556	0.00546448087431694	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00546448087431694	0.0003399048266485384	0.0	0.0	0.00546448087431694	0.00041407867494824016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00546448087431694	0.0005339028296849973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00546448087431694	0.00510204081632653	0.0	0.0	0.00546448087431694	0.0008703220191470844	50.3	0.5	83
