id	overall_score	Ideas	Organization	Style	Conventions	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words
18182	17	2	2	3	2	222	11	20.181818181818183	5.37	0.0187	16.81	0.1036036036036036
18183	16	2	2	2	2	187	9	20.77777777777778	5.14	0.0374	13.45	0.0374331550802139
18184	6	0	1	1	1	49	6	8.166666666666666	13.95	0.0093	5.04	0.14285714285714285
18185	13	2	2	2	1	130	5	26.0	4.1	0.028	8.4	0.06153846153846154
18186	14	2	2	2	2	249	19	13.105263157894736	9.0	0.0187	15.97	0.028112449799196786
18187	21	3	3	3	3	364	23	15.826086956521738	7.49	0.0654	21.85	0.03571428571428571
18189	22	3	3	3	3	267	19	14.052631578947368	7.95	0.0748	19.33	0.018726591760299626
18190	14	2	2	2	2	131	5	26.2	4.13	0.028	8.4	0.0916030534351145
18191	16	2	2	2	2	110	6	18.333333333333332	5.94	0.0093	9.24	0.07272727272727272
18192	20	3	3	3	3	204	18	11.333333333333334	10.84	0.0374	17.65	0.10294117647058823
18193	15	2	2	2	2	145	9	16.11111111111111	6.98	0.0187	14.29	0.06206896551724138
18194	13	1	2	2	3	224	13	17.23076923076923	7.07	0.0093	18.49	0.022321428571428572
18195	9	2	1	1	1	338	8	42.25	2.52	0.0374	20.17	0.0621301775147929
18196	8	1	1	2	1	126	1	126.0	0.82	0.028	14.29	0.07936507936507936
18197	16	2	2	2	2	140	9	15.555555555555555	7.26	0.0561	10.08	0.02857142857142857
18198	20	3	3	2	3	275	12	22.916666666666668	4.8	0.0187	17.65	0.07636363636363637
18200	19	3	3	2	3	303	10	30.3	3.48	0.0374	21.01	0.0462046204620462
18201	21	3	3	3	3	255	23	11.08695652173913	11.44	0.0467	14.29	0.07058823529411765
18202	21	3	3	3	3	238	17	14.0	8.5	0.0187	20.17	0.037815126050420166
18203	7	1	1	1	1	30	2	15.0	7.41	0.0093	0.0	0.06666666666666667
18205	20	3	3	3	3	295	16	18.4375	6.18	0.028	21.01	0.05423728813559322
18206	16	2	2	2	2	148	4	37.0	3.1	0.0093	10.08	0.02027027027027027
18207	12	2	2	2	1	310	13	23.846153846153847	5.33	0.0187	11.76	0.10967741935483871
18208	17	2	2	2	3	141	15	9.4	12.2	0.0374	10.92	0.028368794326241134
18209	16	2	2	2	2	187	4	46.75	2.3	0.0374	15.13	0.0481283422459893
18210	18	3	2	2	3	186	14	13.285714285714286	9.09	0.0187	16.81	0.03763440860215054
18211	17	2	2	2	3	256	11	23.272727272727273	4.93	0.028	21.01	0.03515625
18212	14	1	2	3	3	131	10	13.1	8.85	0.028	13.45	0.04580152671755725
18213	22	3	3	2	3	245	21	11.666666666666666	9.55	0.028	19.33	0.024489795918367346
18215	8	1	1	1	2	124	7	17.714285714285715	5.98	0.0187	9.24	0.08064516129032258
18217	17	2	2	2	3	149	13	11.461538461538462	10.0	0.0467	10.92	0.0738255033557047
18218	16	2	2	2	2	165	9	18.333333333333332	6.08	0.0374	18.49	0.030303030303030304
18219	7	1	1	1	1	183	6	30.5	3.64	0.028	10.08	0.16939890710382513
18220	21	3	3	2	3	231	25	9.24	12.25	0.028	17.65	0.06926406926406926
18221	8	1	1	1	2	39	5	7.8	15.15	0.0	5.88	0.02564102564102564
18222	24	3	3	3	3	297	28	10.607142857142858	11.62	0.0467	21.01	0.016835016835016835
18223	20	3	3	3	2	168	14	12.0	9.93	0.0	11.76	0.023809523809523808
18225	19	3	3	3	2	179	8	22.375	5.16	0.0093	12.61	0.11173184357541899
18226	21	3	3	2	3	260	16	16.25	6.69	0.0187	15.13	0.046153846153846156
18227	18	2	3	2	3	234	14	16.714285714285715	6.45	0.0374	16.81	0.0641025641025641
18228	12	0	2	2	3	142	8	17.75	6.06	0.0093	15.13	0.04929577464788732
18229	24	3	3	3	3	410	20	20.5	6.29	0.028	18.49	0.07317073170731707
18230	17	2	3	2	2	301	16	18.8125	6.58	0.0467	18.49	0.06312292358803986
18231	23	3	3	3	3	199	14	14.214285714285714	7.82	0.0	19.33	0.01507537688442211
18232	20	3	3	3	3	227	11	20.636363636363637	5.39	0.0093	20.17	0.09691629955947137
18233	10	0	1	2	2	119	11	10.818181818181818	10.68	0.028	12.61	0.17647058823529413
18234	21	3	3	3	3	224	11	20.363636363636363	5.85	0.0374	15.97	0.08035714285714286
18235	18	3	3	2	2	435	18	24.166666666666668	4.83	0.0374	26.89	0.07816091954022988
18236	20	3	3	3	3	191	18	10.61111111111111	12.86	0.0187	6.72	0.08376963350785341
18237	18	3	2	3	2	165	15	11.0	11.54	0.0093	10.08	0.06060606060606061
18238	16	2	2	2	2	112	12	9.333333333333334	11.88	0.028	10.92	0.044642857142857144
18239	7	1	1	1	1	58	5	11.6	9.43	0.0093	9.24	0.06896551724137931
18240	16	2	2	2	2	180	5	36.0	3.27	0.0187	8.4	0.09444444444444444
18241	20	3	3	3	3	219	11	19.90909090909091	5.42	0.028	15.13	0.0228310502283105
18242	16	2	2	2	3	125	10	12.5	8.93	0.0093	20.17	0.032
18243	24	3	3	3	3	508	26	19.53846153846154	5.5	0.0561	30.25	0.03543307086614173
18244	14	2	2	2	2	198	7	28.285714285714285	3.66	0.0187	14.29	0.05555555555555555
18245	9	0	1	2	2	99	12	8.25	14.12	0.0093	9.24	0.010101010101010102
18246	17	2	3	2	2	185	6	30.833333333333332	3.85	0.028	12.61	0.04864864864864865
18247	10	2	2	1	1	208	10	20.8	5.15	0.0374	15.13	0.10576923076923077
18248	11	0	1	2	3	127	10	12.7	9.09	0.0	10.92	0.05511811023622047
18249	13	1	1	2	3	168	5	33.6	3.25	0.0187	15.13	0.125
18250	23	3	3	3	3	353	22	16.045454545454547	7.43	0.0467	24.37	0.019830028328611898
18251	11	1	1	2	2	117	10	11.7	9.9	0.0	14.29	0.07692307692307693
18252	14	2	2	2	2	251	15	16.733333333333334	6.79	0.0467	13.45	0.0796812749003984
18253	12	1	2	2	2	85	6	14.166666666666666	8.0	0.0093	4.2	0.023529411764705882
18254	17	2	3	2	3	140	13	10.76923076923077	11.02	0.0187	10.92	0.02142857142857143
18255	20	3	3	2	3	213	16	13.3125	8.38	0.028	12.61	0.028169014084507043
18256	22	3	3	2	3	318	21	15.142857142857142	8.2	0.028	18.49	0.05660377358490566
18257	20	3	3	3	3	280	15	18.666666666666668	6.2	0.0467	21.85	0.04285714285714286
18258	9	1	2	1	1	98	6	16.333333333333332	6.59	0.0187	10.92	0.07142857142857142
18259	9	1	1	2	1	89	1	89.0	1.15	0.028	10.92	0.07865168539325842
18260	13	0	2	2	3	181	10	18.1	6.45	0.028	10.92	0.0718232044198895
18261	20	3	2	3	3	474	32	14.8125	9.5	0.0093	19.33	0.1729957805907173
18262	14	2	2	2	2	176	10	17.6	6.41	0.0374	16.81	0.05113636363636364
18263	11	2	2	2	1	98	4	24.5	4.6	0.0187	9.24	0.061224489795918366
18264	16	2	2	2	2	222	11	20.181818181818183	6.18	0.028	11.76	0.06756756756756757
18265	15	2	2	2	2	113	7	16.142857142857142	6.6	0.0	10.92	0.11504424778761062
18266	21	3	3	3	3	361	24	15.041666666666666	7.25	0.028	20.17	0.04986149584487535
18267	11	0	2	2	2	65	4	16.25	6.67	0.0187	4.2	0.07692307692307693
18268	8	0	1	2	1	47	3	15.666666666666666	6.82	0.0093	7.56	0.10638297872340426
18269	14	2	2	2	2	97	10	9.7	11.9	0.0093	10.08	0.030927835051546393
18271	20	3	3	3	3	281	17	16.529411764705884	7.11	0.0187	22.69	0.014234875444839857
18272	11	1	1	2	2	190	12	15.833333333333334	7.06	0.0374	14.29	0.08421052631578947
18273	18	2	2	2	3	189	13	14.538461538461538	7.6	0.0187	22.69	0.037037037037037035
18275	20	3	2	3	3	426	16	26.625	4.58	0.0467	18.49	0.06572769953051644
18276	18	2	2	2	3	159	10	15.9	6.9	0.0374	12.61	0.06918238993710692
18277	18	3	2	2	3	210	11	19.09090909090909	5.76	0.0187	15.97	0.02857142857142857
18278	13	1	2	2	2	49	5	9.8	11.36	0.0187	5.04	0.02040816326530612
18279	23	3	3	3	3	309	16	19.3125	5.65	0.0187	24.37	0.02912621359223301
18280	16	2	2	2	2	107	9	11.88888888888889	9.47	0.0093	19.33	0.06542056074766354
18281	24	3	3	3	3	292	24	12.166666666666666	10.34	0.0093	20.17	0.03767123287671233
18282	20	3	3	2	3	192	9	21.333333333333332	5.0	0.0467	19.33	0.03125
18283	20	3	3	3	3	265	19	13.947368421052632	8.48	0.0093	21.01	0.03018867924528302
18284	11	0	1	2	3	168	10	16.8	6.71	0.0093	15.13	0.023809523809523808
18285	16	2	2	2	2	102	7	14.571428571428571	7.53	0.0187	8.4	0.06862745098039216
18286	20	3	3	3	3	176	14	12.571428571428571	9.15	0.0374	21.01	0.03977272727272727
18287	18	2	2	3	3	187	5	37.4	3.05	0.0187	10.08	0.16042780748663102
18288	10	2	2	1	1	175	7	25.0	4.27	0.0187	10.08	0.09714285714285714
18289	17	2	3	2	2	237	15	15.8	7.5	0.0187	10.92	0.07172995780590717
18290	10	2	2	1	1	95	7	13.571428571428571	8.05	0.0	10.08	0.07368421052631578
18291	22	3	3	2	3	215	11	19.545454545454547	5.67	0.0467	16.81	0.023255813953488372
18292	16	2	2	2	2	101	1	101.0	1.03	0.0187	10.92	0.19801980198019803
18293	11	1	1	2	2	104	9	11.555555555555555	9.57	0.0	12.61	0.009615384615384616
18294	16	0	3	3	3	379	14	27.071428571428573	4.17	0.0467	35.29	0.047493403693931395
18295	16	2	2	2	2	124	9	13.777777777777779	7.83	0.028	10.08	0.04032258064516129
18296	8	1	1	1	1	43	2	21.5	4.88	0.0	1.68	0.046511627906976744
18297	21	3	3	3	3	436	11	39.63636363636363	2.75	0.0561	21.85	0.05963302752293578
18298	16	2	2	2	2	105	7	15.0	7.45	0.0093	12.61	0.11428571428571428
18300	13	1	1	2	3	179	20	8.95	15.15	0.0187	18.49	0.0446927374301676
18301	14	2	2	2	2	107	9	11.88888888888889	9.28	0.028	8.4	0.04672897196261682
18302	16	2	2	2	2	432	8	54.0	2.0	0.0467	21.85	0.08796296296296297
18303	18	3	3	2	2	191	12	15.916666666666666	6.98	0.0187	17.65	0.05759162303664921
18304	13	0	2	2	3	163	11	14.818181818181818	7.24	0.028	16.81	0.03680981595092025
18305	18	3	3	2	2	166	9	18.444444444444443	5.92	0.028	10.92	0.12048192771084337
18306	10	1	1	2	2	187	10	18.7	6.33	0.0	15.13	0.058823529411764705
18307	19	2	3	2	3	124	8	15.5	7.27	0.0187	10.08	0.6209677419354839
18308	12	1	1	2	3	358	25	14.32	8.09	0.0374	28.57	0.05865921787709497
18309	17	2	2	2	3	149	15	9.933333333333334	11.36	0.028	11.76	0.053691275167785234
18310	7	0	1	2	1	156	7	22.285714285714285	4.7	0.0374	10.08	0.10897435897435898
18311	24	3	3	3	3	409	35	11.685714285714285	10.48	0.0748	25.21	0.0488997555012225
18312	21	3	3	3	3	269	18	14.944444444444445	7.26	0.0374	25.21	0.05204460966542751
18314	24	3	3	3	3	365	27	13.518518518518519	9.68	0.0187	19.33	0.07945205479452055
18317	16	2	2	2	2	150	6	25.0	4.35	0.0187	10.92	0.06666666666666667
18318	14	1	2	2	2	106	7	15.142857142857142	7.37	0.028	9.24	0.09433962264150944
18319	24	3	3	3	3	521	31	16.806451612903224	6.97	0.0187	30.25	0.11132437619961612
18320	12	0	2	2	2	110	6	18.333333333333332	5.88	0.0093	15.97	0.02727272727272727
18321	14	1	2	2	3	87	6	14.5	8.0	0.0187	8.4	0.022988505747126436
18322	17	2	2	2	3	200	13	15.384615384615385	7.65	0.0374	7.56	0.065
18324	24	3	3	3	3	301	17	17.705882352941178	6.85	0.028	20.17	0.07641196013289037
18325	13	2	2	2	2	83	4	20.75	5.63	0.0	3.36	0.08433734939759036
18326	11	1	1	2	2	323	16	20.1875	5.57	0.0374	24.37	0.015479876160990712
18327	17	3	2	2	2	236	16	14.75	7.44	0.0374	12.61	0.05508474576271186
18329	14	1	2	2	3	261	15	17.4	6.67	0.0467	21.01	0.019157088122605363
18330	6	1	1	1	1	67	5	13.4	8.77	0.0187	3.36	0.029850746268656716
18331	10	1	2	1	2	68	3	22.666666666666668	4.69	0.0187	9.24	0.04411764705882353
18332	22	3	3	3	3	327	14	23.357142857142858	5.34	0.0187	13.45	0.05504587155963303
18333	16	3	3	2	2	155	6	25.833333333333332	4.48	0.0093	11.76	0.1032258064516129
18334	16	2	2	2	2	297	21	14.142857142857142	8.11	0.0374	25.21	0.06734006734006734
18335	16	2	2	2	2	262	15	17.466666666666665	6.58	0.0374	22.69	0.0648854961832061
18336	19	3	2	3	3	155	9	17.22222222222222	6.87	0.0374	10.92	0.03225806451612903
18337	21	3	3	3	2	202	13	15.538461538461538	6.91	0.028	20.17	0.06435643564356436
18338	20	2	3	3	3	223	16	13.9375	8.12	0.0187	14.29	0.05829596412556054
18339	24	3	3	3	3	311	14	22.214285714285715	4.81	0.0187	21.85	0.06430868167202572
18340	16	2	2	2	2	281	15	18.733333333333334	5.84	0.028	15.13	0.0711743772241993
18341	22	2	3	3	3	133	3	44.333333333333336	2.36	0.0	10.08	0.12781954887218044
18342	16	2	2	2	2	166	8	20.75	5.23	0.0467	16.81	0.10240963855421686
18343	13	1	1	2	3	171	9	19.0	5.96	0.0187	13.45	0.05847953216374269
18344	16	2	2	2	2	269	15	17.933333333333334	5.98	0.0467	17.65	0.06691449814126393
18345	19	3	3	2	2	210	9	23.333333333333332	5.14	0.0187	15.13	0.02857142857142857
18346	17	2	2	2	3	218	10	21.8	5.21	0.0	18.49	0.25229357798165136
18347	14	2	2	2	2	54	6	9.0	12.5	0.0	5.88	0.037037037037037035
18348	5	1	1	1	1	13	2	6.5	18.18	0.0093	0.84	0.07692307692307693
18349	19	3	3	2	3	186	9	20.666666666666668	5.33	0.0374	17.65	0.06989247311827956
18350	12	2	2	2	2	100	7	14.285714285714286	8.14	0.0	5.88	0.09
18352	17	2	2	2	3	99	7	14.142857142857142	8.24	0.0093	11.76	0.04040404040404041
18353	17	3	3	2	2	263	24	10.958333333333334	10.53	0.0187	19.33	0.08365019011406843
18354	11	1	1	2	2	44	2	22.0	4.88	0.0093	1.68	0.045454545454545456
18355	7	0	1	2	1	99	5	19.8	5.43	0.0093	13.45	0.04040404040404041
18356	17	2	3	2	2	182	13	14.0	7.98	0.0187	12.61	0.10989010989010989
18357	16	2	2	2	2	168	12	14.0	8.28	0.0093	13.45	0.13095238095238096
18358	15	2	2	2	2	107	7	15.285714285714286	7.22	0.028	7.56	0.056074766355140186
18361	9	0	1	2	2	76	6	12.666666666666666	9.23	0.0	4.2	0.07894736842105263
18362	24	3	3	3	3	403	24	16.791666666666668	7.57	0.0093	18.49	0.08684863523573201
18363	24	3	3	3	3	292	17	17.176470588235293	6.8	0.0467	19.33	0.05821917808219178
18364	14	2	2	2	2	104	3	34.666666666666664	3.06	0.0	8.4	0.07692307692307693
18365	12	2	2	2	2	63	4	15.75	7.02	0.0093	4.2	0.1111111111111111
18366	16	2	2	2	2	111	8	13.875	8.6	0.0	10.08	0.036036036036036036
18367	18	3	3	2	2	106	4	26.5	4.12	0.028	9.24	0.05660377358490566
18368	15	2	2	2	2	210	12	17.5	6.56	0.0093	13.45	0.09047619047619047
18369	20	3	3	3	3	285	24	11.875	9.96	0.0374	25.21	0.02456140350877193
18370	8	1	1	1	1	51	2	25.5	4.65	0.0	1.68	0.09803921568627451
18371	18	3	3	2	2	256	18	14.222222222222221	8.22	0.0374	15.97	0.05078125
18373	14	2	2	2	2	93	6	15.5	7.59	0.0187	11.76	0.021505376344086023
18374	8	1	1	1	1	51	2	25.5	4.08	0.0	4.2	0.0392156862745098
18375	8	1	1	1	1	69	3	23.0	4.76	0.028	5.88	0.11594202898550725
18376	13	2	2	2	2	224	8	28.0	4.44	0.0187	13.45	0.10714285714285714
18377	24	3	3	3	3	329	15	21.933333333333334	5.02	0.028	21.85	0.04559270516717325
18378	18	3	3	2	2	266	8	33.25	3.36	0.028	18.49	0.06015037593984962
18379	11	1	2	1	2	116	4	29.0	3.57	0.0187	7.56	0.06896551724137931
18380	18	2	2	2	3	237	12	19.75	5.48	0.0374	15.97	0.0379746835443038
18381	20	2	2	3	3	109	7	15.571428571428571	8.43	0.0	5.88	0.009174311926605505
18383	11	1	2	2	2	87	2	43.5	2.38	0.0187	10.08	0.022988505747126436
18384	13	2	2	2	2	85	6	14.166666666666666	8.57	0.0093	3.36	0.058823529411764705
18386	23	3	3	3	3	321	13	24.692307692307693	4.87	0.028	21.85	0.06542056074766354
18387	17	3	2	2	2	216	15	14.4	7.73	0.0374	15.13	0.027777777777777776
18388	22	3	3	3	3	317	15	21.133333333333333	5.51	0.0654	16.81	0.06624605678233439
18389	17	2	2	2	3	292	29	10.068965517241379	11.84	0.028	16.81	0.023972602739726026
18390	16	2	2	2	2	195	7	27.857142857142858	4.0	0.0187	16.81	0.09230769230769231
18391	19	3	3	2	3	220	8	27.5	3.88	0.0187	16.81	0.05909090909090909
18392	15	2	2	2	2	278	13	21.384615384615383	5.26	0.0187	11.76	0.09712230215827339
18393	20	2	3	3	3	153	7	21.857142857142858	5.07	0.028	12.61	0.0196078431372549
18394	16	2	2	2	2	105	11	9.545454545454545	13.58	0.0093	7.56	0.06666666666666667
18395	24	3	3	3	3	334	32	10.4375	12.17	0.0374	17.65	0.03293413173652695
18396	17	2	2	3	2	215	17	12.647058823529411	9.34	0.0187	13.45	0.04186046511627907
18398	19	3	2	3	3	202	14	14.428571428571429	7.87	0.0	22.69	0.0594059405940594
18399	22	3	3	3	3	315	20	15.75	7.22	0.028	20.17	0.050793650793650794
18401	18	3	3	2	2	225	8	28.125	3.9	0.0093	22.69	0.06222222222222222
18402	8	0	1	2	2	206	9	22.88888888888889	4.95	0.0374	13.45	0.07281553398058252
18403	12	1	1	2	2	138	15	9.2	12.61	0.028	15.97	0.043478260869565216
18404	16	2	2	2	2	102	6	17.0	6.25	0.0187	10.08	0.029411764705882353
18405	14	2	2	2	2	127	4	31.75	3.25	0.0093	8.4	0.07086614173228346
18406	18	3	3	2	2	266	11	24.181818181818183	4.49	0.028	21.01	0.13157894736842105
18407	21	3	3	2	3	308	35	8.8	16.13	0.0374	10.92	0.05844155844155844
18408	24	3	3	3	3	333	17	19.58823529411765	5.65	0.0467	23.53	0.018018018018018018
18409	14	2	2	2	2	78	5	15.6	6.94	0.0093	10.08	0.02564102564102564
18411	10	1	1	1	2	110	6	18.333333333333332	5.94	0.0187	15.13	0.01818181818181818
18412	14	2	2	2	2	150	11	13.636363636363637	8.09	0.0093	15.97	0.04
18413	18	3	3	2	1	218	13	16.76923076923077	6.74	0.028	10.92	0.11009174311926606
18414	8	1	1	1	2	47	4	11.75	9.3	0.0	4.2	0.0851063829787234
18415	14	2	2	2	1	166	3	55.333333333333336	1.84	0.0093	18.49	0.18674698795180722
18416	19	3	3	2	3	141	7	20.142857142857142	5.51	0.0187	10.92	0.028368794326241134
18417	10	1	1	2	2	157	11	14.272727272727273	7.64	0.0187	21.01	0.07643312101910828
18418	18	2	2	2	3	109	4	27.25	3.88	0.0093	10.92	0.05504587155963303
18419	23	3	3	3	3	382	27	14.148148148148149	8.31	0.0187	17.65	0.05235602094240838
18421	14	2	2	2	2	162	6	27.0	3.9	0.0374	17.65	0.07407407407407407
18422	23	3	3	3	3	269	14	19.214285714285715	5.83	0.0654	21.01	0.03717472118959108
18423	18	2	3	2	3	190	12	15.833333333333334	7.14	0.0187	15.97	0.06315789473684211
18424	17	2	2	3	3	110	10	11.0	10.53	0.0	10.92	0.05454545454545454
18426	10	1	1	1	2	44	2	22.0	4.76	0.0093	7.56	0.022727272727272728
18427	16	2	2	2	2	128	5	25.6	4.17	0.028	10.92	0.0703125
18428	14	2	2	2	2	256	15	17.066666666666666	6.82	0.0374	13.45	0.06640625
18429	15	1	2	3	3	182	12	15.166666666666666	7.19	0.0374	17.65	0.04395604395604396
18430	19	3	3	2	3	200	14	14.285714285714286	7.65	0.0093	15.13	0.06
18432	15	2	2	2	2	132	6	22.0	4.84	0.0	10.92	0.09848484848484848
18433	19	3	3	2	3	234	13	18.0	6.63	0.0187	9.24	0.05555555555555555
18434	17	2	2	3	3	226	9	25.11111111111111	4.5	0.0374	23.53	0.05752212389380531
18435	18	2	3	2	3	229	12	19.083333333333332	5.97	0.028	11.76	0.11353711790393013
18436	8	1	1	1	1	94	4	23.5	4.49	0.0	10.92	0.11702127659574468
18438	22	3	3	3	3	334	19	17.57894736842105	6.99	0.0187	19.33	0.05089820359281437
18441	8	0	1	2	2	50	4	12.5	9.09	0.0	5.04	0.08
18442	23	3	3	3	3	229	21	10.904761904761905	10.5	0.0187	10.92	0.07860262008733625
18444	12	2	2	2	2	75	4	18.75	5.63	0.028	7.56	0.02666666666666667
18445	9	0	1	2	2	162	10	16.2	6.9	0.0187	15.97	0.037037037037037035
18446	7	1	1	1	1	147	1	147.0	0.7	0.0374	12.61	0.10884353741496598
18448	19	2	2	3	3	402	28	14.357142857142858	8.12	0.028	25.21	0.022388059701492536
18449	16	2	2	2	2	180	14	12.857142857142858	8.75	0.0093	13.45	0.05
18450	20	2	3	2	3	172	14	12.285714285714286	9.21	0.0374	19.33	0.05813953488372093
18451	18	2	2	3	3	237	23	10.304347826086957	11.62	0.028	19.33	0.06329113924050633
18453	16	2	2	2	2	147	9	16.333333333333332	7.03	0.0187	10.92	0.07482993197278912
18454	24	3	3	3	3	304	20	15.2	7.41	0.0467	27.73	0.023026315789473683
18455	7	1	1	1	1	50	4	12.5	8.7	0.0093	4.2	0.1
18456	11	0	2	2	2	255	16	15.9375	7.02	0.0374	26.89	0.06666666666666667
18458	21	3	3	3	3	163	7	23.285714285714285	4.73	0.0374	13.45	0.08588957055214724
18459	18	3	3	2	2	365	27	13.518518518518519	8.6	0.0374	22.69	0.07123287671232877
18460	15	2	2	2	2	87	7	12.428571428571429	8.86	0.0093	6.72	0.1839080459770115
18461	12	2	1	1	2	112	7	16.0	6.67	0.0093	8.4	0.16964285714285715
18463	6	1	1	1	0	124	9	13.777777777777779	8.82	0.0093	10.08	0.18548387096774194
18464	16	2	2	2	2	203	6	33.833333333333336	3.41	0.0187	9.24	0.11330049261083744
18465	18	3	3	2	2	282	24	11.75	9.8	0.0467	19.33	0.08865248226950355
18466	12	2	2	2	2	107	1	107.0	0.97	0.0093	6.72	0.102803738317757
18467	21	3	3	3	3	354	20	17.7	7.02	0.0654	19.33	0.01977401129943503
18468	10	1	1	2	2	114	6	19.0	6.38	0.0187	5.04	0.11403508771929824
18471	20	3	3	2	3	257	13	19.76923076923077	5.56	0.0187	16.81	0.01556420233463035
18472	14	2	2	2	2	167	11	15.181818181818182	7.59	0.0467	16.81	0.059880239520958084
18473	24	3	3	3	3	268	21	12.761904761904763	9.21	0.0187	17.65	0.048507462686567165
18474	22	3	3	3	3	359	22	16.318181818181817	6.79	0.0467	20.17	0.0807799442896936
18475	18	2	3	2	3	205	10	20.5	5.41	0.028	15.97	0.05853658536585366
18476	20	3	3	3	3	435	34	12.794117647058824	9.34	0.0187	25.21	0.06896551724137931
18477	22	3	3	3	3	275	17	16.176470588235293	6.75	0.0374	23.53	0.02909090909090909
18478	14	2	2	2	2	108	9	12.0	9.47	0.0093	9.24	0.027777777777777776
18479	23	3	3	3	3	269	11	24.454545454545453	4.82	0.0467	19.33	0.07806691449814127
18480	17	2	2	2	3	108	6	18.0	6.19	0.0187	15.13	0.009259259259259259
18481	9	1	1	1	2	45	2	22.5	4.65	0.0093	7.56	0.044444444444444446
18482	24	3	3	3	3	292	20	14.6	7.84	0.0187	17.65	0.0273972602739726
18484	12	1	1	2	2	87	5	17.4	6.1	0.0093	6.72	0.05747126436781609
18485	16	2	2	2	3	137	9	15.222222222222221	7.63	0.0187	10.92	0.029197080291970802
18488	9	1	1	2	1	89	9	9.88888888888889	12.0	0.0	9.24	0.0449438202247191
18489	21	3	3	3	3	321	9	35.666666666666664	3.09	0.0467	21.85	0.024922118380062305
18490	14	2	2	2	2	88	6	14.666666666666666	7.32	0.028	6.72	0.03409090909090909
18491	16	2	2	2	2	194	11	17.636363636363637	6.21	0.0467	21.01	0.030927835051546393
18492	17	2	2	2	3	105	7	15.0	8.05	0.028	9.24	0.009523809523809525
18494	18	2	3	3	2	279	13	21.46153846153846	5.7	0.0374	18.49	0.06093189964157706
18495	16	2	2	2	2	162	5	32.4	3.42	0.0187	12.61	0.07407407407407407
18496	6	0	1	1	1	57	1	57.0	1.82	0.0187	5.88	0.14035087719298245
18497	18	3	2	2	3	307	17	18.058823529411764	6.67	0.0374	19.33	0.029315960912052116
18498	18	2	3	2	3	335	34	9.852941176470589	11.93	0.028	22.69	0.03283582089552239
18499	24	3	3	3	3	418	30	13.933333333333334	8.52	0.0187	27.73	0.045454545454545456
18500	20	3	3	2	3	130	10	13.0	8.55	0.0187	10.92	0.06923076923076923
18501	9	1	1	1	2	123	5	24.6	4.55	0.0187	9.24	0.06504065040650407
18502	17	2	2	2	3	249	19	13.105263157894736	8.84	0.0187	21.01	0.040160642570281124
18503	16	2	2	2	2	136	8	17.0	6.61	0.028	10.92	0.022058823529411766
18504	5	0	1	1	1	37	2	18.5	5.71	0.0093	1.68	0.02702702702702703
18505	13	2	2	2	2	114	8	14.25	7.84	0.0374	5.88	0.07017543859649122
18506	12	2	2	2	2	66	2	33.0	3.12	0.0374	5.88	0.030303030303030304
18507	22	3	3	3	3	239	25	9.56	12.95	0.0093	19.33	0.03347280334728033
18508	18	2	2	2	3	117	10	11.7	10.2	0.0374	11.76	0.017094017094017096
18509	11	0	2	2	2	76	4	19.0	5.8	0.0	15.97	0.07894736842105263
18510	16	2	2	2	2	263	8	32.875	3.54	0.0374	18.49	0.07604562737642585
18511	7	1	1	1	1	96	9	10.666666666666666	10.98	0.0093	4.2	0.052083333333333336
18512	12	2	2	2	2	126	5	25.2	4.31	0.0187	8.4	0.06349206349206349
18513	17	2	3	2	2	93	7	13.285714285714286	8.33	0.028	8.4	0.07526881720430108
18514	13	2	2	2	2	113	8	14.125	8.0	0.0	10.92	0.017699115044247787
18515	24	3	3	3	3	348	30	11.6	10.24	0.0374	21.01	0.028735632183908046
18516	14	2	2	2	2	82	2	41.0	2.5	0.0	10.92	0.06097560975609756
18517	14	2	2	2	2	308	13	23.692307692307693	4.53	0.0467	23.53	0.06818181818181818
18518	12	1	2	2	2	168	18	9.333333333333334	12.33	0.0093	14.29	0.047619047619047616
18519	16	2	2	2	2	139	8	17.375	6.3	0.0	8.4	0.06474820143884892
18520	19	3	3	2	3	92	6	15.333333333333334	7.69	0.0187	9.24	0.03260869565217391
18521	20	3	3	3	3	153	11	13.909090909090908	7.86	0.0	18.49	0.026143790849673203
18522	8	1	1	1	1	108	7	15.428571428571429	7.29	0.028	10.08	0.07407407407407407
18523	21	3	3	3	3	255	20	12.75	9.05	0.0187	20.17	0.03529411764705882
18524	16	2	2	2	2	233	1	233.0	0.45	0.028	15.97	0.15450643776824036
18525	21	3	3	3	3	268	22	12.181818181818182	9.52	0.0187	11.76	0.033582089552238806
18526	16	3	3	1	2	253	21	12.047619047619047	9.25	0.028	16.81	0.07905138339920949
18527	14	2	2	2	2	74	7	10.571428571428571	12.96	0.0093	4.2	0.04054054054054054
18528	23	3	3	3	3	310	22	14.090909090909092	8.49	0.0467	17.65	0.09032258064516129
18529	10	0	2	2	2	256	22	11.636363636363637	11.0	0.0187	12.61	0.109375
18530	16	2	2	2	2	138	8	17.25	6.11	0.0093	8.4	0.07246376811594203
18531	9	2	1	1	1	140	5	28.0	4.0	0.0187	5.04	0.07142857142857142
18533	9	1	2	1	1	53	6	8.833333333333334	12.77	0.0093	6.72	0.07547169811320754
