id	overall_score	Ideas	Organization	Style	Conventions	total_words	total_sentences	words_div_sentences	sent_density	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word
18169	13	2	2	2	2	384	28	13.714285714285714	8.09	67.62	11.0	6.8	10.1	3.79	17.0	6.53	7.0	5.191880434782609	18.51	2.0	2.7229855072463764	292	5	1219	1260	12	345	433	28.8	0.03	1.3
18170	14	2	2	2	2	241	15	16.066666666666666	6.91	68.5	8.6	9.1	5.4	2.96	7.142857142857142	6.36	9.0	4.045690235690236	11.44	2.5	1.5377833333333335	188	12	754	779	11	216	307	19.6	0.05	1.4
18171	17	2	2	2	3	209	24	8.708333333333334	18.75	72.36	7.1	6.6	10.5	8.18	7.666666666666666	8.81	7.0	4.493083333333333	9.45	2.3	1.8937174603174611	76	3	560	643	8	126	180	15.8	0.06	1.4
18172	23	3	3	3	3	347	36	9.63888888888889	12.63	95.06	2.5	6.0	2.2	2.82	3.6363636363636367	6.15	3.0	2.747014690982776	16.32	0.6	-0.205525227963526	236	7	1048	1111	28	282	345	10.1	0.1	1.2
18173	14	2	2	2	2	135	12	11.25	9.84	94.96	2.5	4.8	0.7	1.66	4.666666666666667	6.08	5.0	3.118401639344262	6.49	0.6	0.4570797814207648	95	1	429	442	12	122	150	10.2	0.1	1.2
18174	23	3	3	3	3	400	23	17.391304347826086	7.21	67.22	11.1	10.8	15.9	9.41	13.75	7.9	11.0	5.810309589041095	20.73	2.5	5.291315342465753	210	18	1314	1411	10	292	393	29.2	0.03	1.3
18175	22	3	3	3	3	525	25	21.0	5.77	65.8	11.7	9.4	14.3	7.27	29.0	7.88	8.0	5.901367798867799	27.38	2.2	4.253404129204128	330	17	1770	1864	14	429	549	30.6	0.03	1.3
18177	13	2	2	2	2	83	7	11.857142857142858	9.46	94.56	2.7	3.1	1.2	2.13	4.285714285714286	5.23	3.0	2.794436293436293	4.0	0.4	-0.40083552123552124	61	0	263	272	7	74	87	10.6	0.09	1.2
18178	22	3	3	2	3	425	23	18.47826086956522	6.23	89.18	4.8	8.6	6.3	5.8	6.857142857142857	6.45	6.0	3.6466735566642905	22.56	1.4	1.7745133285816106	304	21	1476	1536	23	366	457	15.9	0.06	1.2
18179	5	0	1	1	1	43	4	10.75	10.26	95.37	2.4	3.1	2.7	4.27	3.875	10.2	4.0	2.8752884615384615	2.34	0.1	0.6487897435897443	33	0	155	159	4	39	45	9.8	0.1	1.2
18180	17	2	2	2	3	144	12	12.0	10.08	86.1	3.9	7.0	3.4	4.33	5.0	6.73	5.0	3.147274281274281	7.12	0.8	0.8218615384615386	92	5	460	485	11	117	147	10.6	0.09	1.3
18181	17	3	2	2	2	176	10	17.6	6.21	97.43	3.7	4.9	3.2	2.32	6.285714285714286	6.1	4.0	3.5364291925465836	8.34	0.7	-0.5448812422360243	146	1	553	568	10	161	177	16.1	0.06	1.1
18182	17	2	2	3	2	222	11	20.181818181818183	5.37	86.44	5.8	6.1	5.3	3.66	6.428571428571429	6.72	6.0	4.054044345898005	11.12	1.4	1.109731707317073	168	3	740	757	11	205	246	18.6	0.05	1.2
18183	16	2	2	2	2	187	9	20.77777777777778	5.14	86.13	5.9	9.2	6.3	4.53	8.333333333333334	6.06	6.0	4.058803921568627	9.71	1.5	2.0825751633986935	141	10	639	661	9	170	209	18.9	0.05	1.2
18184	6	0	1	1	1	49	6	8.166666666666666	13.95	98.01	1.4	3.1	1.7	3.37	2.5833333333333335	6.93	3.0	2.2495	2.63	-0.7	0.3002434108527132	36	0	173	179	6	43	50	7.2	0.14	1.2
18185	13	2	2	2	1	130	5	26.0	4.1	90.02	6.5	5.7	8.0	4.19	12.5	7.23	7.0	4.799938461538461	6.46	1.3	1.0172235897435895	102	1	427	440	5	117	133	23.4	0.04	1.1
18186	14	2	2	2	2	249	19	13.105263157894736	9.0	91.92	3.7	7.4	2.9	2.65	4.888888888888889	5.79	3.0	3.146778732227488	11.69	1.1	0.6726040284360191	175	9	758	796	16	211	260	13.2	0.08	1.2
18187	21	3	3	3	3	364	23	15.826086956521738	7.49	91.92	3.7	7.4	5.3	5.44	6.125	7.04	7.0	3.381599542334096	19.07	1.0	0.9557701945080099	251	13	1238	1298	23	304	372	13.2	0.08	1.2
18189	22	3	3	3	3	267	19	14.052631578947368	7.95	91.82	3.8	6.4	3.3	3.47	5.0	5.75	4.0	2.9990327754532773	13.51	0.9	0.17977247791724782	200	6	892	920	18	239	284	13.3	0.08	1.2
18190	14	2	2	2	2	131	5	26.2	4.13	89.42	6.8	3.1	7.9	3.78	9.0	6.54	7.0	4.652999999999999	6.46	1.3	1.492716666666666	104	0	429	440	5	120	136	24.0	0.04	1.1
18191	16	2	2	2	2	110	6	18.333333333333332	5.94	96.72	3.9	3.1	4.8	3.83	7.333333333333334	6.5	4.0	3.638242574257425	5.61	0.8	-0.3970013201320137	92	0	373	382	6	101	111	16.8	0.06	1.1
18192	20	3	3	3	3	204	18	11.333333333333334	10.84	93.54	3.1	6.5	4.4	4.79	5.625	8.31	5.0	3.426126984126984	10.12	0.7	0.45313791887125277	135	5	649	689	14	162	194	11.6	0.09	1.2
18193	15	2	2	2	2	145	9	16.11111111111111	6.98	91.11	4.0	6.9	3.7	3.59	7.833333333333334	6.96	4.0	3.5637936507936505	7.11	1.0	1.0020698412698419	105	4	466	484	9	126	151	14.0	0.07	1.2
18194	13	1	2	2	3	224	13	17.23076923076923	7.07	81.33	5.7	7.5	7.0	6.37	5.875	6.71	7.0	3.7488260869565218	11.88	1.6	2.297918115942029	142	7	769	809	12	184	239	15.3	0.07	1.3
18195	9	2	1	1	1	338	8	42.25	2.52	73.38	12.9	7.2	14.9	3.21	13.0	7.4	13.0	6.876454402515723	16.32	1.6	3.8797849056603777	279	4	1091	1111	8	318	361	39.8	0.03	1.1
18196	8	1	1	2	1	126	1	126.0	0.82	-17.51	45.8	0.0	57.1	5.89	52.0	12.25	46.0	18.61074380165289	6.8	2.4	18.89991900826446	102	5	459	463	1	121	147	121.0	0.01	1.2
18197	16	2	2	2	2	140	9	15.555555555555555	7.26	99.77	2.8	5.8	3.2	3.24	6.428571428571429	6.49	6.0	3.1284408602150537	6.86	0.7	-0.2705491039426522	108	2	451	467	9	124	142	13.8	0.07	1.1
18198	20	3	3	2	3	275	12	22.916666666666668	4.8	75.84	7.8	7.8	8.0	5.57	7.0	6.83	8.0	4.377193548387096	14.76	1.8	2.424821505376345	194	8	976	1005	12	248	314	20.7	0.05	1.3
18200	19	3	3	2	3	303	10	30.3	3.48	76.39	9.7	8.5	11.0	5.06	7.666666666666666	7.38	8.0	5.461008771929825	16.17	1.7	2.805357894736842	243	9	1082	1101	10	285	338	28.5	0.04	1.2
18201	21	3	3	3	3	255	23	11.08695652173913	11.44	85.59	4.1	8.5	6.0	6.3	3.75	7.47	6.0	3.4705463483146066	12.15	1.2	2.5221224719101127	138	14	760	827	16	178	233	11.1	0.09	1.3
18202	21	3	3	3	3	238	17	14.0	8.5	82.34	5.3	8.6	6.3	6.37	9.0	6.71	7.0	3.4122857142857144	12.82	1.5	2.0190714285714284	165	13	835	873	14	200	260	14.3	0.07	1.3
18203	7	1	1	1	1	30	2	15.0	7.41	108.53	1.5	0.0	1.0	0.8	5.75	6.06	1.0	3.061018518518518	1.32	0.2	-1.2863185185185184	26	0	87	90	2	27	28	13.5	0.07	1.0
18205	20	3	3	3	3	295	16	18.4375	6.18	85.32	6.3	7.0	7.4	5.22	10.4	6.83	7.0	4.253896634615384	15.17	1.6	1.899311658653846	203	6	993	1033	13	256	316	19.7	0.05	1.2
18206	16	2	2	2	2	148	4	37.0	3.1	53.51	16.4	11.2	18.5	5.59	28.0	7.97	19.0	7.728437499999998	7.42	2.3	5.801601041666666	101	6	485	505	3	128	162	42.7	0.02	1.3
18207	12	2	2	2	1	310	13	23.846153846153847	5.33	61.43	13.4	8.0	15.0	5.12	13.0	9.19	13.0	6.635004683840748	14.45	2.4	3.813729039812644	186	5	918	984	7	244	317	34.9	0.03	1.3
18208	17	2	2	2	3	141	15	9.4	12.2	88.02	3.1	7.2	2.5	4.14	3.75	7.04	4.0	3.0545995316159247	7.45	0.5	0.8192416861826692	100	7	488	507	14	122	155	8.7	0.11	1.3
18209	16	2	2	2	2	187	4	46.75	2.3	69.62	14.4	7.2	17.3	4.08	16.666666666666668	7.43	8.0	7.269051724137931	9.21	1.6	4.322797701149423	154	2	614	627	4	174	196	43.5	0.02	1.1
18210	18	3	2	2	3	186	14	13.285714285714286	9.09	93.34	3.2	5.9	3.3	3.81	5.5	7.09	6.0	3.4028141858141856	9.05	0.8	0.32314445554445603	126	3	584	616	13	154	187	11.8	0.08	1.2
18211	17	2	2	2	3	256	11	23.272727272727273	4.93	59.3	14.2	10.5	17.4	7.44	26.5	7.89	8.0	6.792036036036036	14.07	2.4	5.956985585585586	174	10	923	958	6	222	287	37.0	0.03	1.3
18212	14	1	2	3	3	131	10	13.1	8.85	85.39	4.2	7.2	3.7	4.68	5.111111111111111	6.57	5.0	3.041149557522124	6.87	0.9	1.4758644247787616	89	5	451	468	10	113	142	11.3	0.09	1.3
18213	22	3	3	2	3	245	21	11.666666666666666	9.55	94.66	2.7	6.9	2.6	3.8	4.4	6.17	3.0	2.9806883116883114	12.93	0.6	0.7757554112554108	183	9	855	880	21	220	266	10.5	0.1	1.2
18215	8	1	1	1	2	124	7	17.714285714285715	5.98	88.36	5.1	6.2	5.0	4.29	7.666666666666666	6.49	5.0	3.783748473748474	6.58	1.2	1.313047374847375	97	2	441	448	7	117	139	16.7	0.06	1.2
18217	17	2	2	2	3	149	13	11.461538461538462	10.0	86.71	3.7	7.3	3.3	4.67	4.7	6.56	5.0	3.1089999999999995	7.99	1.0	1.3197692307692308	96	7	525	544	13	130	171	10.0	0.1	1.3
18218	16	2	2	2	2	165	9	18.333333333333332	6.08	95.0	4.6	6.0	4.5	2.67	7.5	5.62	5.0	3.563716216216216	7.73	0.9	0.3953621621621619	134	2	509	526	8	148	164	18.5	0.05	1.1
18219	7	1	1	1	1	183	6	30.5	3.64	71.86	13.5	3.1	15.4	2.92	16.666666666666668	8.17	17.0	6.811613636363635	8.33	1.5	3.638484848484847	152	0	549	567	4	165	181	41.3	0.02	1.1
18220	21	3	3	2	3	231	25	9.24	12.25	88.23	3.1	6.2	1.7	3.15	3.416666666666667	5.69	4.0	2.7094575123152707	11.99	0.4	0.7536668308702787	159	7	787	816	24	203	258	8.5	0.12	1.3
18221	8	1	1	1	2	39	5	7.8	15.15	98.62	1.1	5.7	0.9	2.09	2.5	7.31	1.0	2.551418181818182	1.95	-0.8	-1.1736012121212118	28	1	127	133	5	33	39	6.6	0.15	1.2
18222	24	3	3	3	3	297	28	10.607142857142858	11.62	87.21	3.5	6.9	3.7	4.61	4.666666666666667	6.63	4.0	2.9040090756302517	15.09	0.7	0.7861137478991598	183	11	971	1027	25	238	306	9.5	0.11	1.3
18223	20	3	3	3	2	168	14	12.0	9.93	94.35	2.8	6.3	3.0	3.92	4.777777777777778	7.56	3.0	3.4017472527472528	8.33	0.7	0.5534010989010993	111	4	540	567	13	140	173	10.8	0.09	1.2
18225	19	3	3	3	2	179	8	22.375	5.16	79.23	8.6	5.5	9.1	3.9	17.0	7.99	9.0	5.183974025974026	8.51	1.5	1.5184796536796537	131	1	555	579	6	154	178	25.7	0.04	1.2
18226	21	3	3	2	3	260	16	16.25	6.69	97.74	3.6	6.1	4.0	3.42	7.666666666666666	6.09	4.0	3.4659561181434597	12.97	0.9	0.09908067510548557	208	4	859	883	15	237	271	15.8	0.06	1.1
18227	18	2	3	2	3	234	14	16.714285714285715	6.45	88.47	5.0	7.3	3.8	2.72	6.857142857142857	5.85	7.0	3.5002877492877493	11.38	1.1	0.510083048433049	185	7	756	775	13	216	254	16.6	0.06	1.2
18228	12	0	2	2	3	142	8	17.75	6.06	80.11	6.2	8.8	8.3	8.47	8.666666666666666	6.97	9.0	3.9473181818181815	8.86	2.0	4.142133333333334	95	8	593	603	8	132	178	16.5	0.06	1.3
18229	24	3	3	3	3	410	20	20.5	6.29	65.56	9.7	10.4	13.9	10.57	12.2	8.43	10.0	5.44922760800843	21.93	2.7	4.608685669125395	200	21	1386	1493	13	292	420	22.5	0.04	1.4
18230	17	2	3	2	2	301	16	18.8125	6.58	85.12	6.3	8.1	8.9	6.44	8.333333333333334	6.67	9.0	4.258965481171548	15.2	1.6	2.605275871687587	193	9	977	1035	12	239	295	19.9	0.05	1.2
18231	23	3	3	3	3	199	14	14.214285714285714	7.82	91.41	3.9	6.7	3.5	3.82	6.428571428571429	5.74	4.0	3.204446845289542	10.08	0.8	0.36749991356957645	154	5	665	686	13	178	207	13.7	0.07	1.2
18232	20	3	3	3	3	227	11	20.636363636363637	5.39	76.45	7.6	9.1	9.0	7.02	8.166666666666666	7.38	8.0	4.828323880597015	12.77	1.9	3.346018507462687	155	11	842	869	10	201	259	20.1	0.05	1.3
18233	10	0	1	2	2	119	11	10.818181818181818	10.68	77.03	5.3	7.4	3.8	4.74	5.111111111111111	6.22	5.0	3.1876699669966992	6.18	1.5	1.327791199119912	79	5	404	421	9	101	139	11.2	0.09	1.4
18234	21	3	3	3	3	224	11	20.363636363636363	5.85	59.16	12.2	10.1	15.6	9.53	13.25	7.89	10.0	5.650164739884392	12.22	2.6	5.402233911368015	119	9	782	832	6	173	237	28.8	0.03	1.4
18235	18	3	3	2	2	435	18	24.166666666666668	4.83	44.68	19.8	11.5	25.5	8.66	18.333333333333332	8.95	9.0	8.95042857142857	23.8	2.6	8.113329365079364	268	15	1554	1620	7	360	468	51.4	0.02	1.3
18236	20	3	3	3	3	191	18	10.61111111111111	12.86	81.43	5.7	6.4	6.7	5.21	7.666666666666666	7.16	7.0	3.6130705596107053	8.76	1.6	0.5566519059205186	112	3	545	596	9	137	177	15.2	0.07	1.3
18237	18	3	2	3	2	165	15	11.0	11.54	90.7	4.2	6.4	3.8	2.72	5.625	6.78	6.0	3.537205128205128	7.3	1.1	0.41695726495726504	110	3	462	497	9	130	156	14.4	0.07	1.2
18238	16	2	2	2	2	112	12	9.333333333333334	11.88	96.79	1.8	5.5	0.9	2.34	3.7272727272727275	6.55	2.0	3.0475321782178217	5.71	0.2	0.28394983498349813	79	2	378	389	12	101	125	8.4	0.12	1.2
18239	7	1	1	1	1	58	5	11.6	9.43	86.1	3.9	7.6	3.2	4.85	4.9	7.44	5.0	3.7939773584905656	3.2	0.9	1.1759992452830188	41	3	213	218	5	53	68	10.6	0.09	1.3
18240	16	2	2	2	2	180	5	36.0	3.27	57.95	12.6	9.9	13.1	6.16	18.333333333333332	8.7	13.0	6.215666666666666	9.14	2.5	4.1588	112	7	591	622	5	150	203	30.0	0.03	1.4
18241	20	3	3	3	3	219	11	19.90909090909091	5.42	78.08	7.0	8.3	7.3	6.27	8.166666666666666	6.58	7.0	4.246017017465293	12.35	1.9	2.6484325123152708	153	9	825	841	11	203	265	18.5	0.05	1.3
18242	16	2	2	2	3	125	10	12.5	8.93	102.51	1.7	3.1	0.1	0.5	4.555555555555555	5.75	1.0	2.7140099099099095	5.54	0.2	-1.3513322522522526	99	0	363	377	10	111	123	11.1	0.09	1.1
18243	24	3	3	3	3	508	26	19.53846153846154	5.5	86.13	5.9	7.4	6.2	4.64	7.5	6.21	6.0	3.997629090909091	26.81	1.4	1.6247030697674414	397	14	1790	1825	25	473	570	18.9	0.05	1.2
18244	14	2	2	2	2	198	7	28.285714285714285	3.66	77.61	9.2	6.2	9.6	4.19	17.0	6.56	7.0	5.136547494390426	10.36	1.5	2.4230353029169778	165	2	698	705	7	191	220	27.3	0.04	1.2
18245	9	0	1	2	2	99	12	8.25	14.12	72.12	5.1	7.3	5.9	8.31	3.041666666666667	7.18	6.0	3.243839572192513	6.23	1.1	2.8328823529411773	56	6	410	424	11	85	124	7.7	0.13	1.5
18246	17	2	3	2	2	185	6	30.833333333333332	3.85	66.0	11.6	10.8	14.2	7.15	19.333333333333332	7.74	8.0	6.087242105263158	9.67	2.5	4.522353684210525	114	9	625	658	5	152	203	30.4	0.03	1.3
18247	10	2	2	1	1	208	10	20.8	5.15	85.62	6.1	5.7	5.2	3.14	12.75	6.23	6.0	4.106358762886597	10.22	1.3	0.571824329896907	170	2	682	696	10	194	229	19.4	0.05	1.2
18248	11	0	1	2	3	127	10	12.7	9.09	85.69	4.0	8.2	5.2	6.65	5.444444444444445	6.77	7.0	3.4063636363636363	7.24	1.1	2.1731090909090907	86	8	476	493	10	110	144	11.0	0.09	1.3
18249	13	1	1	2	3	168	5	33.6	3.25	67.25	13.2	10.1	17.6	7.73	18.0	9.08	18.0	6.871833333333333	9.49	2.1	5.7139333333333315	124	6	632	646	4	150	185	37.5	0.03	1.2
18250	23	3	3	3	3	353	22	16.045454545454547	7.43	78.08	7.0	8.3	7.3	5.51	10.4	6.05	7.0	3.970472972972973	17.95	1.9	2.105328378378378	222	13	1162	1222	16	296	386	18.5	0.05	1.3
18251	11	1	1	2	2	117	10	11.7	9.9	95.06	2.5	6.7	2.1	3.05	4.4	6.17	3.0	3.0294366336633662	5.82	0.5	0.20827445544554468	86	4	380	396	10	101	122	10.1	0.1	1.2
18252	14	2	2	2	2	251	15	16.733333333333334	6.79	84.91	6.4	3.1	6.1	3.48	12.5	5.71	6.0	3.94421637186343	12.08	1.3	0.11329502262443425	188	0	792	822	11	221	258	20.1	0.05	1.2
18253	12	1	2	2	2	85	6	14.166666666666666	8.0	69.31	8.3	8.8	11.2	10.56	10.375	7.52	9.0	4.514749999999999	5.44	2.4	4.743600000000001	50	4	360	370	4	75	106	18.8	0.05	1.4
18254	17	2	3	2	3	140	13	10.76923076923077	11.02	92.02	3.7	6.4	3.2	2.94	5.375	6.43	6.0	3.3435988700564967	6.64	0.9	0.33014387947269297	97	3	430	452	9	118	142	13.1	0.08	1.2
18255	20	3	3	2	3	213	16	13.3125	8.38	93.34	3.2	5.6	2.1	2.71	4.0	5.81	3.0	2.868583664021164	10.37	0.7	0.13195476190476185	157	3	680	706	16	189	225	11.8	0.08	1.2
18256	22	3	3	2	3	318	21	15.142857142857142	8.2	88.16	5.2	6.7	6.0	4.41	6.571428571428571	6.91	7.0	3.863049802371541	15.03	1.4	0.9722608168642952	202	6	958	1023	15	253	311	16.9	0.06	1.2
18257	20	3	3	3	3	280	15	18.666666666666668	6.2	86.44	5.8	8.1	6.8	5.05	8.0	6.58	6.0	4.06790146217419	14.26	1.5	2.023070820089002	198	10	932	971	13	242	297	18.6	0.05	1.2
18258	9	1	2	1	1	98	6	16.333333333333332	6.59	98.35	3.3	3.1	3.6	3.24	6.583333333333333	5.61	4.0	3.3555219780219776	4.97	0.7	0.1754820512820512	81	0	331	338	6	91	101	15.2	0.07	1.1
18259	9	1	1	2	1	89	1	89.0	1.15	25.47	31.3	0.0	38.6	4.15	43.5	9.59	0.0	13.40255172413793	4.5	1.9	11.858411494252872	76	0	304	306	1	87	98	87.0	0.01	1.1
18260	13	0	2	2	3	181	10	18.1	6.45	79.5	6.4	7.8	8.1	7.25	11.0	6.54	8.0	3.9217965367965366	10.06	1.6	1.9604582972582971	120	6	659	685	9	154	194	17.1	0.06	1.3
18261	20	3	2	3	3	474	32	14.8125	9.5	28.17	22.0	15.7	29.1	11.85	30.0	11.79	12.0	9.772483660130717	23.92	3.4	10.4422	208	29	1489	1628	6	306	453	51.0	0.02	1.5
18262	14	2	2	2	2	176	10	17.6	6.41	89.48	4.7	6.3	4.0	3.42	6.571428571428571	6.03	7.0	3.4796256410256405	8.58	1.1	0.4186405128205122	136	3	564	584	10	156	184	15.6	0.06	1.2
18263	11	2	2	2	1	98	4	24.5	4.6	17.01	32.5	0.0	38.9	3.91	48.0	10.49	33.0	13.995655172413793	4.57	2.2	12.63714712643678	77	3	300	311	1	87	103	87.0	0.01	1.2
18264	16	2	2	2	2	222	11	20.181818181818183	6.18	77.27	7.3	6.9	7.8	5.17	10.4	7.86	8.0	4.454655172413792	10.61	1.7	1.2336827586206889	139	4	673	722	9	174	218	19.3	0.05	1.3
18265	15	2	2	2	2	113	7	16.142857142857142	6.6	90.39	4.3	5.3	5.3	5.44	6.285714285714286	6.67	6.0	3.581675450762829	6.23	1.1	0.42901497919556064	82	1	414	424	7	103	125	14.7	0.07	1.2
18266	21	3	3	3	3	361	24	15.041666666666666	7.25	91.31	4.0	6.0	4.1	4.57	5.5	6.23	6.0	3.3552262084592144	19.27	1.0	0.5249847935548848	270	6	1282	1312	24	331	399	13.8	0.07	1.2
18267	11	0	2	2	2	65	4	16.25	6.67	81.83	5.5	7.2	6.2	6.49	6.875	6.51	6.0	3.5018008474576265	3.73	1.3	1.676115254237288	46	2	248	254	4	59	74	14.8	0.07	1.3
18268	8	0	1	2	1	47	3	15.666666666666666	6.82	81.93	5.5	6.4	4.7	4.81	6.666666666666667	7.24	7.0	4.079727272727272	2.57	1.3	1.7740848484848493	35	1	172	175	3	44	55	14.7	0.07	1.3
18269	14	2	2	2	2	97	10	9.7	11.9	88.33	3.0	5.7	2.2	3.73	3.4000000000000004	6.31	3.0	2.637685714285714	5.1	0.3	0.42817047619047655	66	2	334	347	10	84	105	8.4	0.12	1.3
18271	20	3	3	3	3	281	17	16.529411764705884	7.11	90.19	4.4	6.9	4.2	3.47	5.875	7.03	7.0	3.76746743697479	13.49	1.1	0.5094949579831938	201	7	875	918	16	238	285	14.9	0.07	1.2
18272	11	1	1	2	2	190	12	15.833333333333334	7.06	91.0	4.1	7.5	3.3	3.12	5.625	6.3	4.0	3.5371760355029584	9.3	1.2	0.6461238658777124	144	7	611	633	12	169	209	14.1	0.07	1.2
18273	18	2	2	2	3	189	13	14.538461538461538	7.6	91.92	3.7	7.3	3.2	3.47	6.857142857142857	6.23	4.0	3.3474934772829505	9.62	1.1	1.0894107962213218	137	7	637	655	13	171	212	13.2	0.08	1.2
18275	20	3	2	3	3	426	16	26.625	4.58	57.84	12.7	8.3	16.0	9.35	10.8	7.8	13.0	5.965201867618786	23.12	2.7	4.448042900302115	226	9	1485	1574	11	331	458	30.1	0.03	1.4
18276	18	2	2	2	3	159	10	15.9	6.9	90.7	4.2	7.6	3.3	3.01	5.75	5.89	6.0	3.2874555555555554	7.86	1.1	1.1678188888888892	119	6	519	535	10	144	175	14.4	0.07	1.2
18277	18	3	2	2	3	210	11	19.09090909090909	5.76	79.3	6.5	9.3	5.9	4.81	8.5	6.24	7.0	3.7270861244019136	11.06	1.7	2.358105263157894	160	13	733	753	11	190	243	17.3	0.06	1.3
18278	13	1	2	2	2	49	5	9.8	11.36	87.92	3.2	6.7	1.9	3.62	3.8	7.3	4.0	3.2525272727272725	2.6	0.7	0.8663599999999998	32	2	172	177	5	44	58	8.8	0.11	1.3
18279	23	3	3	3	3	309	16	19.3125	5.65	87.45	5.4	7.2	5.6	4.29	5.875	6.41	6.0	4.08653634751773	16.04	1.5	1.736722695035461	223	8	1064	1092	16	282	352	17.6	0.06	1.2
18280	16	2	2	2	2	107	9	11.88888888888889	9.47	91.51	3.9	5.3	3.5	3.82	5.928571428571429	6.31	4.0	3.386255639097744	5.39	0.8	-0.20017293233082745	80	1	355	367	7	95	111	13.6	0.07	1.2
18281	24	3	3	3	3	292	24	12.166666666666666	10.34	85.18	4.2	7.0	4.7	5.08	5.0	8.12	5.0	3.806586956521739	14.63	1.2	1.0371043478260868	173	9	934	996	20	230	302	11.5	0.09	1.3
18282	20	3	3	2	3	192	9	21.333333333333332	5.0	85.12	6.3	7.4	5.5	3.25	8.0	5.77	6.0	4.075735567970204	9.49	1.3	1.301036747361887	152	5	634	646	9	179	211	19.9	0.05	1.2
18283	20	3	3	3	3	265	19	13.947368421052632	8.48	83.66	4.8	6.2	4.9	5.03	5.5	6.57	6.0	3.333538461538461	13.65	1.2	1.025523076923077	171	5	884	929	17	221	277	13.0	0.08	1.3
18284	11	0	1	2	3	168	10	16.8	6.71	80.01	6.2	5.8	6.0	5.33	6.285714285714286	5.73	6.0	3.6927964205816557	8.92	1.7	1.501612378821775	109	2	588	607	9	149	193	16.6	0.06	1.3
18285	16	2	2	2	2	102	7	14.571428571428571	7.53	83.36	4.9	7.4	5.7	6.48	6.214285714285714	6.84	6.0	3.637016897081413	5.95	1.4	2.3671241167434722	70	4	395	405	7	93	120	13.3	0.08	1.3
18286	20	3	3	3	3	176	14	12.571428571428571	9.15	85.89	4.0	7.2	5.7	7.29	5.0	6.79	6.0	3.2710439924314096	10.25	1.1	0.98863632923368	114	7	671	698	14	151	197	10.8	0.09	1.3
18287	18	2	2	3	3	187	5	37.4	3.05	55.24	15.7	8.1	17.3	4.95	12.75	8.75	9.0	7.196829268292683	9.3	2.3	4.471785365853659	141	3	604	633	4	164	209	41.0	0.02	1.3
18288	10	2	2	1	1	175	7	25.0	4.27	81.56	7.7	5.3	8.4	4.94	10.2	6.63	8.0	4.719257839721253	9.27	1.7	2.4070742160278744	129	1	620	631	7	164	200	23.4	0.04	1.2
18289	17	2	3	2	2	237	15	15.8	7.5	91.82	3.8	6.1	3.8	3.7	4.888888888888889	6.51	4.0	3.364	11.61	1.0	0.24303333333333343	167	4	753	790	15	200	241	13.3	0.08	1.2
18290	10	2	2	1	1	95	7	13.571428571428571	8.05	96.11	4.2	5.7	3.1	1.45	8.0	5.59	6.0	3.687802298850574	4.3	0.9	0.21945241379310243	78	1	285	293	5	87	98	17.4	0.06	1.1
18291	22	3	3	2	3	215	11	19.545454545454547	5.67	70.63	7.8	7.7	8.8	8.18	7.142857142857142	7.22	8.0	4.240715909090909	12.9	2.1	3.3209	133	7	853	878	11	192	262	17.5	0.06	1.4
18292	16	2	2	2	2	101	1	101.0	1.03	6.86	36.4	0.0	45.6	6.23	51.0	10.24	0.0	14.959298969072163	5.61	2.4	14.482575257731959	81	2	373	382	1	97	120	97.0	0.01	1.2
18293	11	1	1	2	2	104	9	11.555555555555555	9.57	94.76	2.6	5.0	1.5	2.47	4.333333333333333	5.16	5.0	2.5861347517730495	5.2	0.4	0.15748132387706848	78	1	344	354	9	94	111	10.4	0.1	1.2
18294	16	0	3	3	3	379	14	27.071428571428573	4.17	53.95	12.1	12.1	14.5	10.68	8.833333333333334	8.51	9.0	6.026144606144605	24.03	3.0	6.543988403788406	223	32	1589	1636	13	333	489	25.6	0.04	1.5
18295	16	2	2	2	2	124	9	13.777777777777779	7.83	92.32	3.6	6.4	2.2	2.65	5.625	5.92	6.0	3.2389275362318837	6.2	0.7	0.05057487922705306	100	3	413	422	9	115	134	12.8	0.08	1.2
18296	8	1	1	1	1	43	2	21.5	4.88	76.05	7.7	0.0	7.8	5.8	10.25	7.35	8.0	4.988036585365853	2.42	1.8	1.741624390243902	30	0	163	165	2	41	52	20.5	0.05	1.3
18297	21	3	3	3	3	436	11	39.63636363636363	2.75	60.55	15.8	8.5	19.9	6.81	10.6	7.97	8.0	7.68687825356843	23.92	2.2	6.051939490624125	312	8	1589	1628	9	397	491	44.1	0.02	1.2
18298	16	2	2	2	2	105	7	15.0	7.45	81.12	5.8	7.2	4.7	4.23	7.25	6.27	7.0	3.671811827956989	5.33	1.5	0.8885354838709669	77	3	350	363	6	93	118	15.5	0.06	1.3
18300	13	1	1	2	3	179	20	8.95	15.15	74.73	8.3	7.2	8.0	3.37	12.75	6.28	8.0	4.311393129770992	7.58	2.1	1.83484631043257	107	3	467	516	6	131	173	21.8	0.05	1.3
