id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word	nlemma_types	n_bigram_lemma_types	n_trigram_lemma_types	nlemmas	n_bigram_lemmas	n_trigram_lemmas	ncontent_types	ncontent_tokens	content_ttr	nfunction_tokens	nfunction_types	function_ttr	nouns_total	nouns_unique	ttr_nouns	determiners_unique	determiners_per_words	determiners_total	conjunctions_unique	conjunctions_total	conjunctions_per_words	pronouns_unique	pronouns_total	pronouns_density	pronouns_noun_ratio
3684	3	3	233	12	19.416666666666668	5.41	0.0	19.33	0.055793991416309016	16	0.40772532188841204	0.013854455301152107	0.034334763948497854	0.0012558869701726845	0.012875536480686695	0.0005102040816326531	0.0	0.0	0.004291845493562232	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.25	0.52	116	83.09	7.1	8.2	8.8	6.09	7.666666666666666	7.03	8.0	4.555210502283105	13.18	1.8	1.9599676712328762	186	8	882	897	10	219	273	21.9	0.05	1.2	116	115	114	222	221	220	72	100	0.72	122	44	0.3607	22	18	0.8182	1	0.08108	18	1	5	0.02252	1	3	0.01351	0.14
3685	2	3	194	13	14.923076923076923	7.22	0.0187	14.29	0.05154639175257732	9	0.35051546391752575	0.009916873268193087	0.02577319587628866	0.0007849293563579278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005154639175257732	0.0008703220191470844	42.78	0.43	77	76.56	7.6	5.8	8.1	6.33	6.285714285714286	5.77	6.0	4.089	10.97	1.7	1.6350555555555553	145	2	733	747	9	180	226	20.0	0.05	1.3	77	76	75	180	179	178	39	89	0.4382	91	38	0.4176	27	8	0.2963	1	0.08333	15	2	7	0.03889	2	7	0.03889	0.26
3686	3	3	326	19	17.157894736842106	6.4	0.0561	23.53	0.09202453987730061	24	0.30368098159509205	0.014437800787516407	0.02147239263803681	0.001098901098901099	0.015337423312883436	0.0008503401360544217	0.009202453987730062	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003067484662576687	0.0008703220191470844	42.76	0.43	127	71.89	9.3	10.1	9.6	5.4	7.2857142857142865	6.68	10.0	5.004911016949151	17.2	2.3	2.7672655367231633	236	18	1140	1171	12	295	394	24.6	0.04	1.3	127	126	125	297	296	295	78	137	0.5693	160	49	0.3063	27	13	0.4815	1	0.08754	26	3	13	0.04377	3	12	0.0404	0.44
3687	4	4	630	35	18.0	6.59	0.0374	33.61	0.022222222222222223	41	0.2507936507936508	0.02304214671138982	0.020634920634920634	0.0020408163265306124	0.009523809523809525	0.0010204081632653062	0.004761904761904762	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0015873015873015873	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015873015873015873	0.00036310820624546115	0.0	0.0	0.0	0.0	0.0015873015873015873	0.0004380201489268506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015873015873015873	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0015873015873015873	0.0008703220191470844	39.36	0.39	209	80.31	6.1	8.5	8.7	8.0	7.0	6.76	7.0	3.830990271377368	34.55	1.9	2.415034895033282	385	27	2224	2352	31	504	677	16.3	0.06	1.3	209	208	207	531	530	529	141	278	0.5072	253	68	0.2688	67	40	0.597	1	0.0565	30	2	16	0.03013	2	26	0.04896	0.39
3688	4	3	455	27	16.85185185185185	6.54	0.028	36.97	0.02197802197802198	28	0.3010989010989011	0.019979582907977248	0.017582417582417582	0.0012558869701726845	0.013186813186813187	0.0010204081632653062	0.006593406593406593	0.0006166495375128469	0.002197802197802198	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002197802197802198	0.0008703220191470844	41.89	0.42	173	79.6	6.4	7.5	7.4	6.78	5.222222222222222	6.57	7.0	3.8261960784313724	25.88	1.6	1.6392872549019613	334	14	1714	1762	24	408	515	17.0	0.06	1.3	173	172	171	413	412	411	116	210	0.5524	203	57	0.2808	66	33	0.5	1	0.09927	41	2	9	0.02179	2	29	0.07022	0.44
3689	4	4	566	26	21.76923076923077	5.07	0.0374	39.5	0.08833922261484099	36	0.29328621908127206	0.02420883768411842	0.028268551236749116	0.002511773940345369	0.01060070671378092	0.0010204081632653062	0.0	0.0	0.00530035335689046	0.0006984866123399302	0.0	0.0	0.0	0.0	0.0017667844522968198	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017667844522968198	0.00510204081632653	0.0	0.0	0.0017667844522968198	0.0008703220191470844	41.13	0.41	211	72.29	9.2	9.8	10.8	7.2	7.142857142857142	6.7	7.0	4.85930596175478	31.94	2.3	3.442049193850769	399	29	2119	2174	21	508	676	24.2	0.04	1.3	211	210	209	513	512	511	145	260	0.5577	253	66	0.2609	47	21	0.4468	1	0.06433	33	2	24	0.04678	2	17	0.03314	0.36
3690	3	2	342	5	68.4	1.48	0.0187	28.57	0.0935672514619883	19	0.3654970760233918	0.018229546448884353	0.005847953216374269	0.0003139717425431711	0.0029239766081871343	0.00017006802721088434	0.0029239766081871343	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029239766081871343	0.0006056935190793458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029239766081871343	0.0008703220191470844	44.51	0.45	150	37.92	24.5	10.8	30.8	6.75	13.25	8.31	25.0	10.693568674698795	19.66	2.3	9.45009204819277	267	9	1324	1338	5	332	406	66.4	0.02	1.2	150	149	148	337	336	335	94	150	0.6267	187	56	0.2995	22	9	0.4091	1	0.06825	23	2	6	0.0178	2	19	0.05638	0.86
3691	4	4	424	25	16.96	6.38	0.028	36.13	0.0330188679245283	66	0.28773584905660377	0.017792037334111128	0.0589622641509434	0.003924646781789639	0.049528301886792456	0.0035714285714285713	0.007075471698113208	0.0006166495375128469	0.0023584905660377358	0.00023282887077997672	0.0023584905660377358	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.51	0.51	198	-321.34	154.2	0.0	195.4	12.39	7.5	26.22	13.0	56.87266666666666	28.22	4.3	67.5697204134367	256	51	1879	1921	1	387	611	387.0	0.0	1.6	198	197	196	392	391	390	153	228	0.6711	164	45	0.2744	40	33	0.825	1	0.11224	44	2	11	0.02806	2	24	0.06122	0.6
3692	4	4	418	22	19.0	5.71	0.028	29.41	0.04784688995215311	37	0.27751196172248804	0.016917019104564678	0.03588516746411483	0.002354788069073783	0.009569377990430622	0.0006802721088435374	0.009569377990430622	0.0008221993833504625	0.0023923444976076554	0.00023282887077997672	0.0023923444976076554	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.52	0.41	156	66.78	9.2	11.5	11.9	10.1	12.6	6.67	10.0	4.675645833333332	27.13	2.7	4.899667708333332	269	39	1813	1847	18	384	556	21.3	0.05	1.4	156	155	154	385	384	383	105	204	0.5147	181	51	0.2818	53	20	0.3774	1	0.04156	16	2	14	0.03636	2	19	0.04935	0.36
3693	3	3	430	14	30.714285714285715	3.43	0.0374	26.05	0.05581395348837209	31	0.31627906976744186	0.019833746536386174	0.027906976744186046	0.0018838304552590266	0.01627906976744186	0.0011904761904761906	0.002325581395348837	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002325581395348837	0.00016545334215751158	0.002325581395348837	0.0008703220191470844	41.91	0.42	171	60.72	13.6	10.6	16.8	7.85	11.0	7.21	8.0	6.543829313543599	24.94	2.5	5.694394897959183	297	19	1660	1698	11	392	522	35.6	0.03	1.3	171	170	169	408	407	406	115	183	0.6284	225	56	0.2489	29	14	0.4828	1	0.07353	30	2	9	0.02206	2	27	0.06618	0.93
3694	3	3	445	29	15.344827586206897	7.25	0.0093	36.13	0.04943820224719101	26	0.24719101123595505	0.01604200087501823	0.03146067415730337	0.002197802197802198	0.006741573033707865	0.0005102040816326531	0.006741573033707865	0.0006166495375128469	0.006741573033707865	0.0006984866123399302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022471910112359553	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0022471910112359553	0.000649772579597141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022471910112359553	0.00016545334215751158	0.0	0.0	37.25	0.37	149	70.84	7.7	8.5	8.8	8.35	7.142857142857142	6.44	8.0	3.8407220887043914	26.84	2.2	3.231452785667468	288	20	1778	1827	23	398	548	17.3	0.06	1.4	149	148	147	400	399	398	103	220	0.4682	180	46	0.2556	56	21	0.375	1	0.125	50	2	6	0.015	2	15	0.0375	0.27
3695	3	2	308	9	34.22222222222222	3.02	0.0374	29.41	0.1396103896103896	23	0.37987012987012986	0.017062855476155752	0.03896103896103896	0.0018838304552590266	0.012987012987012988	0.0006802721088435374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.67	0.51	151	22.69	24.1	13.0	28.2	9.53	11.4	8.62	24.0	9.492818439716311	18.91	3.7	9.690824680851064	205	15	1260	1287	5	282	428	56.4	0.02	1.5	151	150	149	298	297	296	98	162	0.6049	136	53	0.3897	33	17	0.5152	1	0.09396	28	2	11	0.03691	2	9	0.0302	0.27
3696	4	4	431	20	21.55	5.32	0.0187	38.66	0.018561484918793503	41	0.3271461716937355	0.02056292839434155	0.03248259860788863	0.002197802197802198	0.018561484918793503	0.0013605442176870747	0.0069605568445475635	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.002320185614849188	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002320185614849188	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.73	0.5	187	67.28	9.0	10.4	9.7	7.31	6.125	6.9	10.0	4.7167666666666666	24.21	2.3	3.43548	283	29	1591	1648	18	375	510	20.8	0.05	1.4	187	186	185	376	375	374	126	185	0.6811	191	61	0.3194	43	28	0.6512	1	0.07713	29	2	13	0.03457	2	30	0.07979	0.7
3697	4	3	865	33	26.21212121212121	4.08	0.0841	54.62	0.08670520231213873	66	0.22658959537572254	0.028583928831850663	0.016184971098265895	0.002197802197802198	0.009248554913294798	0.0013605442176870747	0.0	0.0	0.0011560693641618498	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011560693641618498	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011560693641618498	0.0006056935190793458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.64	0.32	256	-176.49	104.8	24.0	133.3	8.5	14.25	18.89	105.0	39.51747524752474	50.56	3.1	44.351233828382824	641	40	3385	3442	3	808	1079	269.3	0.0	1.3	256	255	254	809	808	807	188	369	0.5095	440	68	0.1545	61	29	0.4754	1	0.07293	59	2	21	0.02596	2	63	0.07787	1.03
3698	4	4	539	33	16.333333333333332	6.65	0.028	35.29	0.04452690166975881	53	0.300556586270872	0.02362549219775412	0.03339517625231911	0.00282574568288854	0.012987012987012988	0.0011904761904761906	0.00927643784786642	0.0010277492291880781	0.0	0.0	0.0	0.0	0.0018552875695732839	0.0002718129926610492	0.0018552875695732839	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.55	0.44	216	69.82	8.1	9.5	8.4	7.66	6.571428571428571	6.88	8.0	4.341449842555106	31.91	2.2	3.147278392562603	373	34	2124	2172	27	494	682	18.3	0.05	1.4	216	215	214	496	495	494	154	251	0.6135	245	62	0.2531	59	33	0.5593	1	0.08468	42	2	9	0.01815	2	16	0.03226	0.27
3699	2	2	127	5	25.4	4.59	0.0	14.29	0.06299212598425197	10	0.3779527559055118	0.007000145836371591	0.007874015748031496	0.00015698587127158556	0.023622047244094488	0.0005102040816326531	0.015748031496062992	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007874015748031496	0.0006056935190793458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.55	0.61	66	53.17	14.5	11.2	17.7	8.77	11.2	8.24	9.0	6.553923076923075	7.05	3.0	5.455785897435897	78	6	457	480	3	104	148	34.7	0.03	1.4	66	65	64	109	108	107	37	50	0.74	59	29	0.4915	13	11	0.8462	1	0.06422	7	2	4	0.0367	2	8	0.07339	0.62
3700	4	4	472	25	18.88	6.04	0.0467	38.66	0.023305084745762712	50	0.2648305084745763	0.018229546448884353	0.0635593220338983	0.004709576138147566	0.025423728813559324	0.0020408163265306124	0.00847457627118644	0.0008221993833504625	0.00211864406779661	0.00023282887077997672	0.0	0.0	0.00211864406779661	0.0002718129926610492	0.00423728813559322	0.000584966364434045	0.00211864406779661	0.00031289111389236547	0.0	0.0	0.0	0.0	0.00211864406779661	0.00036310820624546115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.62	0.47	193	21.37	24.6	16.4	29.1	9.3	8.333333333333334	9.12	9.0	10.04107072135785	27.35	3.4	10.75143748231966	294	38	1791	1862	7	404	589	57.7	0.02	1.5	193	192	191	414	413	412	130	212	0.6132	202	63	0.3119	42	21	0.5	1	0.08213	34	3	9	0.02174	3	11	0.02657	0.26
3701	3	4	381	18	21.166666666666668	5.13	0.0561	27.73	0.05774278215223097	28	0.30971128608923887	0.01720869184774683	0.03412073490813648	0.0020408163265306124	0.007874015748031496	0.0005102040816326531	0.005249343832020997	0.00041109969167523125	0.005249343832020997	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0026246719160104987	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026246719160104987	0.0008703220191470844	43.02	0.43	151	64.75	10.0	10.7	11.1	8.25	7.571428571428571	6.69	8.0	4.817	22.83	2.5	3.8040190476190476	261	26	1522	1554	15	350	485	23.3	0.04	1.4	151	150	149	351	350	349	100	174	0.5747	177	51	0.2881	35	20	0.5714	1	0.11396	40	3	20	0.05698	3	22	0.06268	0.63
3702	3	3	289	12	24.083333333333332	4.35	0.0467	17.65	0.02768166089965398	24	0.39792387543252594	0.016771182732973604	0.02768166089965398	0.0012558869701726845	0.01384083044982699	0.0006802721088435374	0.010380622837370242	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.5	138	-197.17	108.6	0.0	136.0	9.6	11.8	19.26	109.0	40.08804395604395	17.8	3.7	46.41602124542124	199	24	1196	1212	1	273	398	273.0	0.0	1.5	138	137	136	276	275	274	91	144	0.6319	132	47	0.3561	13	11	0.8462	1	0.07246	20	2	5	0.01812	2	19	0.06884	1.46
3703	3	3	324	16	20.25	5.39	0.0093	30.25	0.05555555555555555	18	0.33024691358024694	0.015604491760245006	0.021604938271604937	0.001098901098901099	0.009259259259259259	0.0005102040816326531	0.006172839506172839	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006172839506172839	8.924985496898568e-05	0.0	0.0	0.0	0.0	0.0030864197530864196	0.0008703220191470844	46.46	0.46	138	71.89	9.3	9.5	11.1	7.38	10.6	6.57	11.0	4.829995762711864	18.64	2.3	3.296112994350283	234	15	1240	1269	12	295	391	24.6	0.04	1.3	138	137	136	297	296	295	81	143	0.5664	154	57	0.3701	28	16	0.5714	1	0.05724	17	2	13	0.04377	2	17	0.05724	0.61
3704	4	4	275	20	13.75	8.51	0.0187	20.17	0.02909090909090909	41	0.32	0.012833600700014583	0.05454545454545454	0.002354788069073783	0.025454545454545455	0.0011904761904761906	0.014545454545454545	0.0008221993833504625	0.0036363636363636364	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.6	0.57	133	57.47	8.7	11.0	9.5	10.61	5.777777777777778	7.69	9.0	4.286661136249371	17.54	3.0	5.579706686777275	146	32	1149	1194	17	234	378	13.8	0.07	1.6	133	132	131	235	234	233	90	142	0.6338	93	43	0.4624	33	19	0.5758	1	0.06383	15	2	11	0.04681	2	3	0.01277	0.09
3705	2	2	256	7	36.57142857142857	2.82	0.0093	15.13	0.12890625	15	0.2578125	0.009625200525010938	0.0078125	0.0003139717425431711	0.0	0.0	0.00390625	0.00020554984583761563	0.0	0.0	0.00390625	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078125	0.0008699434536755111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00390625	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	38.31	0.38	95	63.4	14.7	3.1	17.0	5.36	16.666666666666668	7.53	17.0	7.18716129032258	13.76	1.8	4.103312365591398	214	0	929	937	6	248	290	41.3	0.02	1.2	95	94	93	248	247	246	60	103	0.5825	145	35	0.2414	13	8	0.6154	1	0.06855	17	1	1	0.00403	1	18	0.07258	1.38
3706	3	4	319	14	22.785714285714285	5.0	0.0467	32.77	0.03134796238244514	35	0.36363636363636365	0.016917019104564678	0.034482758620689655	0.001726844583987441	0.03134796238244514	0.0017006802721088435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.14	0.57	160	52.23	12.8	11.2	12.7	7.2	8.5	7.59	13.0	5.790864102564102	17.41	3.0	4.516080146520148	208	20	1138	1185	10	273	398	27.3	0.04	1.5	160	159	158	280	279	278	100	148	0.6757	132	60	0.4545	38	20	0.5263	1	0.08929	25	2	6	0.02143	2	6	0.02143	0.16
3707	5	4	535	26	20.576923076923077	5.66	0.0654	36.13	0.020560747663551402	54	0.2691588785046729	0.021000437509114775	0.03925233644859813	0.0032967032967032967	0.020560747663551402	0.0018707482993197278	0.011214953271028037	0.0012332990750256938	0.003738317757009346	0.00046565774155995343	0.0	0.0	0.0	0.0	0.001869158878504673	0.0002924831822170225	0.0	0.0	0.003738317757009346	0.0006706908115358819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009345794392523364	0.0008272667107875579	0.0	0.0	45.97	0.46	211	-400.85	182.7	0.0	228.4	9.49	15.0	28.76	183.0	66.29219256017505	30.35	4.9	76.62266477024069	325	31	1991	2066	1	457	783	457.0	0.0	1.7	211	210	209	459	458	457	152	250	0.608	209	59	0.2823	55	27	0.4909	1	0.09586	44	1	10	0.02179	1	9	0.01961	0.16
