id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density
3616	4	4	377	13	29.0	3.68
3617	3	4	283	12	23.583333333333332	4.86
3618	4	2	435	20	21.75	4.87
3619	4	4	484	27	17.925925925925927	6.24
3620	4	4	668	35	19.085714285714285	5.93
3621	4	4	470	21	22.38095238095238	4.98
3622	5	4	675	23	29.347826086956523	3.97
3623	3	3	209	10	20.9	5.18
3624	4	4	413	21	19.666666666666668	6.1
3625	3	4	349	24	14.541666666666666	7.82
3626	5	4	605	21	28.80952380952381	4.09
3627	4	3	405	14	28.928571428571427	3.66
3628	4	4	671	34	19.735294117647058	5.58
3629	4	3	367	13	28.23076923076923	3.85
3630	3	4	291	14	20.785714285714285	5.32
3631	3	3	335	13	25.76923076923077	4.25
3632	3	3	195	9	21.666666666666668	4.74
3633	3	3	270	13	20.76923076923077	5.14
3634	3	3	215	5	43.0	2.39
3635	3	3	278	10	27.8	3.76
3636	4	4	647	25	25.88	4.14
3637	4	4	508	19	26.736842105263158	4.03
3638	4	4	324	20	16.2	6.99
3639	3	4	292	11	26.545454545454547	4.14
3640	4	4	692	33	20.96969696969697	5.16
3641	2	2	184	6	30.666666666666668	3.55
3642	3	3	415	13	31.923076923076923	3.42
3643	2	2	156	10	15.6	6.99
3644	4	4	359	19	18.894736842105264	5.94
3645	3	3	292	6	48.666666666666664	2.21
3646	4	4	454	20	22.7	4.82
3647	4	4	532	25	21.28	5.22
3648	5	4	548	21	26.095238095238095	4.22
3649	4	4	573	29	19.75862068965517	5.66
3650	4	4	418	18	23.22222222222222	4.8
3651	4	3	458	21	21.80952380952381	5.06
3652	4	3	796	39	20.41025641025641	6.02
3653	4	3	969	57	17.0	6.4
3654	4	4	421	28	15.035714285714286	7.25
3655	3	4	302	14	21.571428571428573	4.93
3656	2	1	77	4	19.25	5.8
3657	4	4	436	21	20.761904761904763	5.38
3658	5	4	693	48	14.4375	7.7
3659	3	3	168	10	16.8	6.49
3660	3	4	386	12	32.166666666666664	3.28
3661	4	4	590	31	19.032258064516128	6.0
3662	4	4	643	40	16.075	7.14
3663	2	2	120	2	60.0	1.67
3664	4	4	421	20	21.05	5.31
3665	3	3	336	13	25.846153846153847	4.45
3666	3	4	370	12	30.833333333333332	3.5
3667	2	2	357	16	22.3125	5.16
3668	4	4	527	28	18.821428571428573	6.02
3669	4	4	297	9	33.0	3.44
3670	1	1	64	3	21.333333333333332	4.84
3671	3	3	485	20	24.25	4.51
3672	3	3	390	18	21.666666666666668	5.07
3673	3	2	252	2	126.0	0.8
3674	4	4	451	24	18.791666666666668	5.94
3675	3	3	424	21	20.19047619047619	5.48
3676	4	4	602	28	21.5	5.14
3677	4	4	563	27	20.85185185185185	5.35
3678	4	3	342	11	31.09090909090909	3.49
3679	3	3	435	20	21.75	4.84
3680	3	3	283	15	18.866666666666667	5.75
3681	3	2	389	23	16.91304347826087	6.23
3682	4	4	444	24	18.5	5.97
3683	4	4	518	31	16.70967741935484	6.46
3684	3	3	233	12	19.416666666666668	5.41
3685	2	3	194	13	14.923076923076923	7.22
3686	3	3	326	19	17.157894736842106	6.4
3687	4	4	630	35	18.0	6.59
3688	4	3	455	27	16.85185185185185	6.54
3689	4	4	566	26	21.76923076923077	5.07
3690	3	2	342	5	68.4	1.48
3691	4	4	424	25	16.96	6.38
3692	4	4	418	22	19.0	5.71
3693	3	3	430	14	30.714285714285715	3.43
3694	3	3	445	29	15.344827586206897	7.25
3695	3	2	308	9	34.22222222222222	3.02
3696	4	4	431	20	21.55	5.32
3697	4	3	865	33	26.21212121212121	4.08
3698	4	4	539	33	16.333333333333332	6.65
3699	2	2	127	5	25.4	4.59
3700	4	4	472	25	18.88	6.04
3701	3	4	381	18	21.166666666666668	5.13
3702	3	3	289	12	24.083333333333332	4.35
3703	3	3	324	16	20.25	5.39
3704	4	4	275	20	13.75	8.51
3705	2	2	256	7	36.57142857142857	2.82
3706	3	4	319	14	22.785714285714285	5.0
3707	5	4	535	26	20.576923076923077	5.66
3708	4	3	496	27	18.37037037037037	6.07
3709	3	3	406	17	23.88235294117647	4.39
3710	2	2	275	12	22.916666666666668	4.84
3711	3	3	333	15	22.2	5.14
3712	3	3	321	15	21.4	4.93
3713	4	4	554	37	14.972972972972974	7.57
3714	2	3	123	6	20.5	5.45
3715	4	3	337	5	67.4	1.64
3716	3	3	469	43	10.906976744186046	11.56
3717	3	3	343	19	18.05263157894737	6.09
3718	3	3	315	13	24.23076923076923	4.32
3719	4	3	848	37	22.91891891891892	4.91
3720	3	4	456	22	20.727272727272727	5.13
3721	4	4	476	18	26.444444444444443	4.15
3722	5	4	640	27	23.703703703703702	4.7
3723	5	4	694	28	24.785714285714285	4.6
3724	2	2	332	17	19.529411764705884	6.14
3725	3	3	300	13	23.076923076923077	4.66
3726	4	4	319	16	19.9375	5.57
3727	3	3	321	20	16.05	6.99
3728	4	4	433	21	20.61904761904762	5.22
3729	3	3	333	16	20.8125	5.23
3730	3	3	343	18	19.055555555555557	5.59
3731	3	3	203	8	25.375	4.15
3732	3	3	363	8	45.375	2.28
3733	3	3	328	15	21.866666666666667	5.17
3734	2	2	165	6	27.5	3.92
3735	3	3	357	23	15.521739130434783	7.1
3736	4	3	612	21	29.142857142857142	3.9
3737	4	4	500	29	17.24137931034483	6.35
3738	3	3	354	15	23.6	4.55
3739	2	3	242	11	22.0	4.8
3740	4	4	650	25	26.0	4.22
3741	2	2	88	4	22.0	4.82
3742	4	4	549	23	23.869565217391305	4.78
3743	3	3	341	24	14.208333333333334	7.72
3744	3	3	314	15	20.933333333333334	5.14
3745	2	2	238	3	79.33333333333333	1.36
3746	4	4	625	29	21.551724137931036	5.02
3747	4	4	320	16	20.0	5.65
3748	4	4	368	23	16.0	6.78
3749	3	3	355	19	18.68421052631579	5.76
3750	4	4	417	20	20.85	5.36
3751	4	4	760	34	22.352941176470587	5.01
3752	4	3	341	18	18.944444444444443	5.9
3753	3	3	382	20	19.1	5.78
3754	3	3	287	8	35.875	2.95
3755	4	4	606	38	15.947368421052632	7.17
3756	4	4	612	41	14.926829268292684	7.65
3757	3	3	460	7	65.71428571428571	1.58
3758	3	3	275	16	17.1875	6.5
3759	2	3	228	8	28.5	3.79
3760	4	3	373	16	23.3125	4.55
3761	4	3	969	45	21.533333333333335	5.18
3762	2	2	145	2	72.5	1.36
3763	4	3	588	25	23.52	4.81
3764	3	2	432	25	17.28	6.11
3765	4	4	431	23	18.73913043478261	5.79
3766	3	4	209	15	13.933333333333334	8.11
3767	4	4	439	23	19.08695652173913	5.94
3768	4	4	917	44	20.84090909090909	5.48
3769	3	4	320	15	21.333333333333332	5.12
3770	4	4	421	16	26.3125	4.22
3771	4	4	434	25	17.36	6.43
3772	3	2	319	14	22.785714285714285	4.88
3773	3	3	397	22	18.045454545454547	5.85
3774	3	3	374	19	19.68421052631579	5.62
3775	4	4	507	23	22.043478260869566	5.11
3776	4	3	500	22	22.727272727272727	4.85
3777	4	3	422	22	19.181818181818183	5.73
3778	3	3	432	30	14.4	7.46
3779	2	2	161	9	17.88888888888889	5.92
3780	4	4	602	23	26.17391304347826	4.14
3781	4	3	432	21	20.571428571428573	5.25
3782	3	4	398	21	18.952380952380953	6.02
3783	4	3	505	22	22.954545454545453	4.82
3784	5	4	784	33	23.757575757575758	4.72
3785	2	2	144	8	18.0	7.41
3786	4	4	312	17	18.352941176470587	5.94
3787	3	3	320	12	26.666666666666668	3.9
3788	4	4	432	20	21.6	5.08
3789	3	4	285	17	16.764705882352942	6.59
3790	3	3	267	7	38.142857142857146	2.75
3791	4	4	474	16	29.625	3.55
3792	3	3	283	16	17.6875	6.23
3793	5	4	681	28	24.321428571428573	4.55
3794	3	4	477	23	20.73913043478261	5.35
3795	4	4	526	32	16.4375	6.64
3796	4	4	441	25	17.64	6.27
3797	3	4	419	24	17.458333333333332	6.33
3798	4	4	738	45	16.4	6.81
3799	3	3	236	7	33.714285714285715	3.04
3800	3	3	455	20	22.75	4.8
3801	2	2	106	1	106.0	1.0
3802	4	4	488	25	19.52	5.48
3803	3	4	194	13	14.923076923076923	7.39
3804	4	4	415	22	18.863636363636363	6.08
3805	3	3	134	4	33.5	3.57
3806	3	4	414	14	29.571428571428573	3.72
3807	4	4	305	13	23.46153846153846	4.92
3808	3	3	240	12	20.0	5.43
3809	5	4	624	36	17.333333333333332	6.74
3810	3	3	314	17	18.470588235294116	5.99
3811	3	3	342	16	21.375	5.21
3812	3	3	342	14	24.428571428571427	4.36
3813	2	3	315	10	31.5	3.36
3814	3	2	423	11	38.45454545454545	2.68
3815	4	4	396	27	14.666666666666666	7.69
3816	3	3	328	19	17.263157894736842	6.33
3817	3	2	170	14	12.142857142857142	9.15
3818	4	4	286	17	16.823529411764707	6.34
3819	4	3	896	43	20.837209302325583	5.08
3820	3	3	390	24	16.25	6.92
3821	3	4	346	14	24.714285714285715	4.32
3822	3	4	313	13	24.076923076923077	4.5
3823	3	3	216	9	24.0	4.74
3824	4	4	606	31	19.548387096774192	5.88
3825	4	4	342	15	22.8	4.78
3826	4	3	673	33	20.393939393939394	5.76
3827	4	3	522	21	24.857142857142858	4.42
3828	3	3	304	20	15.2	7.38
3829	3	3	395	19	20.789473684210527	5.32
3830	4	3	405	15	27.0	4.11
3831	3	3	263	18	14.61111111111111	8.18
3832	4	4	501	24	20.875	5.29
3833	4	3	563	38	14.81578947368421	7.76
3834	3	2	417	17	24.529411764705884	4.29
3835	4	3	360	15	24.0	4.53
3836	4	4	607	27	22.48148148148148	5.04
3837	3	4	219	10	21.9	5.08
3838	3	3	239	9	26.555555555555557	4.11
3839	3	3	372	20	18.6	6.01
3840	4	4	827	49	16.877551020408163	6.62
3841	3	2	213	13	16.384615384615383	6.6
3842	3	3	449	33	13.606060606060606	8.03
3843	3	3	483	22	21.954545454545453	4.88
3844	4	4	490	21	23.333333333333332	4.71
3845	2	2	96	6	16.0	6.9
3846	4	4	546	24	22.75	5.26
3847	4	4	785	41	19.146341463414632	5.82
3848	4	4	422	16	26.375	4.15
3849	4	4	526	25	21.04	5.2
3850	3	2	279	16	17.4375	6.06
3851	3	4	442	15	29.466666666666665	3.71
3852	3	3	399	17	23.470588235294116	4.61
3853	4	4	319	25	12.76	9.12
3854	3	4	363	13	27.923076923076923	4.0
3855	3	3	292	3	97.33333333333333	1.03
3856	4	4	374	12	31.166666666666668	3.37
3857	3	3	566	17	33.294117647058826	3.17
3858	3	3	371	15	24.733333333333334	4.44
3859	3	3	549	4	137.25	0.74
3860	3	3	483	19	25.42105263157895	4.36
3861	3	3	277	17	16.294117647058822	6.91
3862	5	4	676	35	19.314285714285713	5.73
3863	3	3	421	23	18.304347826086957	6.17
3864	4	4	417	28	14.892857142857142	7.47
3865	4	4	385	21	18.333333333333332	6.16
3866	4	3	266	12	22.166666666666668	5.08
3867	3	4	277	13	21.307692307692307	5.39
3868	4	4	452	21	21.523809523809526	5.06
3869	3	4	476	25	19.04	6.11
3870	3	3	331	16	20.6875	5.28
3871	4	4	451	25	18.04	6.2
3872	4	2	563	22	25.59090909090909	4.19
3873	5	4	995	37	26.89189189189189	4.2
3874	3	3	274	16	17.125	6.4
3875	5	4	705	34	20.735294117647058	5.45
3876	4	3	594	26	22.846153846153847	4.77
3877	4	4	442	20	22.1	5.06
3878	3	3	391	23	17.0	6.37
3879	1	2	58	4	14.5	7.84
3880	3	4	208	9	23.11111111111111	4.74
3881	5	4	391	32	12.21875	9.44
3882	3	3	169	8	21.125	5.13
3883	1	1	54	4	13.5	8.16
3884	3	3	403	10	40.3	2.6
3885	3	4	394	16	24.625	4.49
3886	3	3	440	20	22.0	5.14
3887	4	4	294	19	15.473684210526315	7.36
3888	5	4	482	27	17.85185185185185	6.46
3889	4	4	525	32	16.40625	6.67
3890	3	4	449	17	26.41176470588235	4.08
3891	3	3	277	7	39.57142857142857	2.81
3892	3	4	390	22	17.727272727272727	6.3
3893	4	4	574	34	16.88235294117647	6.9
3894	3	3	449	29	15.482758620689655	7.42
3895	4	3	329	17	19.352941176470587	5.57
3896	4	4	632	33	19.151515151515152	5.79
3897	4	4	342	17	20.11764705882353	5.26
3898	3	4	479	21	22.80952380952381	4.86
3899	4	3	474	21	22.571428571428573	4.84
3900	3	3	395	16	24.6875	4.43
3901	3	3	374	14	26.714285714285715	4.17
3902	4	4	555	25	22.2	5.17
3903	2	2	59	4	14.75	8.33
3904	4	4	505	25	20.2	5.66
3905	3	3	344	13	26.46153846153846	4.15
3906	4	4	703	25	28.12	3.97
3907	4	4	356	19	18.736842105263158	5.85
3908	5	4	691	31	22.29032258064516	5.01
3909	4	4	507	24	21.125	5.31
3910	3	2	386	10	38.6	2.73
3911	3	2	530	41	12.926829268292684	8.47
3912	3	3	393	18	21.833333333333332	5.16
3913	3	3	317	13	24.384615384615383	4.53
3914	3	3	344	13	26.46153846153846	4.22
3915	3	4	446	26	17.153846153846153	6.53
3916	4	4	395	21	18.80952380952381	5.85
3917	3	3	406	15	27.066666666666666	4.14
3918	4	4	597	34	17.558823529411764	6.72
3919	4	4	587	36	16.305555555555557	6.92
3920	4	4	650	23	28.26086956521739	4.09
3921	3	3	500	29	17.24137931034483	6.62
3922	3	3	521	26	20.03846153846154	5.47
3923	4	4	482	33	14.606060606060606	7.43
3924	3	4	545	31	17.580645161290324	6.33
3925	5	4	667	39	17.102564102564102	6.66
3926	3	3	474	22	21.545454545454547	4.95
3927	3	3	365	19	19.210526315789473	6.11
3928	3	3	369	18	20.5	5.36
3929	3	3	339	14	24.214285714285715	4.33
3930	3	3	532	33	16.12121212121212	6.9
3931	4	4	413	20	20.65	5.25
3932	4	4	599	35	17.114285714285714	6.65
3933	3	2	391	11	35.54545454545455	2.88
3934	4	3	463	29	15.96551724137931	7.34
3935	3	3	406	9	45.111111111111114	2.38
3936	3	3	400	11	36.36363636363637	2.99
3937	5	4	583	27	21.59259259259259	5.38
3938	3	3	432	12	36.0	2.96
3939	4	3	467	23	20.304347826086957	5.26
3940	4	4	395	16	24.6875	4.49
3941	2	2	283	15	18.866666666666667	5.88
3942	3	2	580	30	19.333333333333332	5.88
3943	4	3	487	22	22.136363636363637	4.76
3944	4	4	468	19	24.63157894736842	4.56
3945	3	3	412	18	22.88888888888889	4.88
3946	4	3	341	13	26.23076923076923	4.26
3947	3	2	532	21	25.333333333333332	4.25
3948	3	3	290	21	13.80952380952381	8.37
3949	4	4	517	19	27.210526315789473	4.14
3950	3	3	307	13	23.615384615384617	4.73
3951	5	4	931	49	19.0	5.84
3952	2	2	201	13	15.461538461538462	7.34
3953	4	4	492	22	22.363636363636363	4.95
3954	4	4	520	29	17.93103448275862	6.67
3955	4	3	502	32	15.6875	6.97
3956	4	3	684	39	17.53846153846154	6.31
3957	2	3	223	14	15.928571428571429	7.07
3958	3	3	510	24	21.25	5.14
3959	3	3	601	31	19.387096774193548	5.71
3960	4	4	416	19	21.894736842105264	5.09
3961	4	4	716	33	21.696969696969695	5.45
3962	4	4	687	44	15.613636363636363	7.65
3963	4	4	445	23	19.347826086956523	5.58
3964	3	2	270	12	22.5	4.96
3965	4	4	753	32	23.53125	4.92
3966	3	2	213	9	23.666666666666668	4.46
3967	3	4	298	13	22.923076923076923	4.87
3968	3	3	443	20	22.15	4.76
3969	3	2	518	30	17.266666666666666	6.59
3970	4	4	711	35	20.314285714285713	5.53
3971	3	3	240	14	17.142857142857142	6.67
3972	4	4	234	17	13.764705882352942	8.21
3973	3	3	192	9	21.333333333333332	4.95
3974	2	2	56	4	14.0	8.0
3975	4	4	405	22	18.40909090909091	5.77
3976	4	4	366	23	15.91304347826087	6.8
3977	4	4	576	29	19.862068965517242	5.59
3978	4	4	536	28	19.142857142857142	5.87
3979	3	3	265	19	13.947368421052632	8.09
3980	3	3	254	16	15.875	6.72
3981	4	4	713	31	23.0	4.71
3982	4	4	516	10	51.6	2.1
3983	5	4	723	37	19.54054054054054	6.18
3984	4	4	560	31	18.06451612903226	5.96
3985	3	3	248	13	19.076923076923077	5.99
3986	3	4	701	45	15.577777777777778	7.23
3987	3	3	252	5	50.4	2.04
3988	4	4	431	23	18.73913043478261	6.05
3989	4	4	355	17	20.88235294117647	5.33
3990	4	4	521	26	20.03846153846154	5.68
3991	4	2	499	19	26.263157894736842	4.08
3992	4	4	529	25	21.16	5.34
3993	3	3	239	16	14.9375	7.21
3994	4	4	551	25	22.04	4.92
3995	3	4	336	14	24.0	4.64
3996	4	4	522	29	18.0	6.29
3997	3	3	239	7	34.142857142857146	3.3
3998	4	4	350	16	21.875	4.98
3999	4	3	513	21	24.428571428571427	4.52
4000	2	3	324	13	24.923076923076923	4.22
4001	4	4	462	16	28.875	3.64
4002	3	2	436	11	39.63636363636363	2.67
4003	4	3	405	27	15.0	7.48
4004	2	2	129	6	21.5	5.31
4005	4	4	523	23	22.73913043478261	4.84
4006	3	3	294	16	18.375	6.11
4007	3	3	433	25	17.32	6.43
4008	2	2	52	1	52.0	1.92
4009	1	1	66	2	33.0	3.57
4010	4	4	595	41	14.512195121951219	7.98
4011	3	2	314	10	31.4	3.58
4012	4	4	305	12	25.416666666666668	4.36
4013	3	4	372	14	26.571428571428573	4.02
4014	4	4	580	26	22.307692307692307	4.89
4015	4	3	754	39	19.333333333333332	5.69
4016	4	4	438	21	20.857142857142858	5.22
4017	3	2	364	12	30.333333333333332	3.65
4018	4	4	524	21	24.952380952380953	4.65
4019	3	3	489	23	21.26086956521739	5.11
4020	3	3	420	13	32.30769230769231	3.33
4021	4	4	456	16	28.5	3.86
4022	4	4	522	24	21.75	5.26
4023	4	4	405	21	19.285714285714285	5.65
4024	1	1	39	1	39.0	2.56
4025	4	3	519	34	15.264705882352942	7.44
4026	5	4	758	39	19.435897435897434	5.78
4027	4	3	268	22	12.181818181818182	9.17
4028	5	4	541	19	28.473684210526315	3.82
4029	3	4	506	34	14.882352941176471	7.78
4030	3	3	379	23	16.47826086956522	6.53
4031	3	2	220	10	22.0	4.78
4032	3	3	387	16	24.1875	4.72
4033	5	4	535	24	22.291666666666668	5.1
4034	3	3	375	11	34.09090909090909	3.19
4035	3	4	447	26	17.192307692307693	6.55
4036	4	3	574	30	19.133333333333333	5.92
4037	3	3	632	35	18.057142857142857	6.43
4038	4	4	757	35	21.62857142857143	5.28
4039	4	4	389	19	20.473684210526315	5.4
4040	3	4	581	32	18.15625	6.0
4041	3	3	540	30	18.0	6.05
4042	3	3	365	23	15.869565217391305	6.91
4043	3	3	382	11	34.72727272727273	3.07
4044	5	4	733	35	20.942857142857143	5.47
4045	3	4	359	18	19.944444444444443	5.41
4046	4	4	824	46	17.91304347826087	6.16
4047	3	3	218	10	21.8	5.0
4048	3	3	269	17	15.823529411764707	6.88
4049	4	3	672	26	25.846153846153847	4.37
4050	2	3	439	16	27.4375	3.95
4051	3	3	450	25	18.0	6.16
4052	3	4	520	20	26.0	4.34
4053	4	3	368	21	17.523809523809526	6.44
4054	3	3	281	16	17.5625	6.53
4055	4	4	542	24	22.583333333333332	4.89
4056	3	3	367	16	22.9375	4.79
4057	3	3	619	30	20.633333333333333	5.25
4058	4	4	409	30	13.633333333333333	8.29
4059	4	4	430	23	18.695652173913043	6.07
4060	5	4	782	28	27.928571428571427	3.92
4061	6	4	591	31	19.06451612903226	5.92
4062	4	4	527	28	18.821428571428573	5.91
4063	3	4	477	25	19.08	5.79
4064	3	4	296	20	14.8	7.58
4065	3	3	281	15	18.733333333333334	5.79
4066	3	2	445	23	19.347826086956523	5.58
4067	4	3	452	24	18.833333333333332	5.8
4068	3	3	381	19	20.05263157894737	5.56
4069	4	3	488	25	19.52	5.58
4070	4	3	446	21	21.238095238095237	5.12
4071	4	4	342	17	20.11764705882353	5.36
4072	4	4	603	34	17.735294117647058	6.18
4073	4	4	685	34	20.147058823529413	5.59
4074	4	4	548	24	22.833333333333332	4.93
4075	3	4	513	21	24.428571428571427	4.43
4076	3	4	563	26	21.653846153846153	4.91
4077	3	3	238	11	21.636363636363637	4.98
4078	4	4	608	24	25.333333333333332	4.32
4079	4	4	583	28	20.821428571428573	5.3
4080	4	4	538	21	25.61904761904762	4.28
4081	4	3	480	19	25.263157894736842	4.26
4082	4	3	460	15	30.666666666666668	3.48
4083	4	4	506	22	23.0	4.86
4084	4	4	551	27	20.40740740740741	5.61
4085	3	4	270	23	11.73913043478261	9.54
4086	3	4	339	17	19.941176470588236	5.61
4087	4	4	372	15	24.8	4.35
4088	4	4	560	28	20.0	5.53
4089	4	4	521	28	18.607142857142858	6.35
4090	3	3	415	23	18.043478260869566	6.08
4091	3	3	412	13	31.692307692307693	3.49
4092	4	4	515	25	20.6	5.36
4093	4	4	616	21	29.333333333333332	3.68
4094	4	4	642	24	26.75	4.17
4095	4	4	754	32	23.5625	4.69
4096	3	3	660	28	23.571428571428573	4.58
4097	2	3	394	19	20.736842105263158	5.51
4098	3	3	252	10	25.2	4.13
4099	4	4	442	28	15.785714285714286	7.05
4100	3	3	309	20	15.45	7.02
4101	4	4	602	24	25.083333333333332	4.29
4102	4	4	262	17	15.411764705882353	7.52
4103	4	4	393	19	20.68421052631579	5.43
4104	3	3	306	15	20.4	5.34
4105	3	3	370	16	23.125	4.69
4106	3	4	401	19	21.105263157894736	5.32
4107	3	3	453	20	22.65	4.71
4108	6	4	738	33	22.363636363636363	5.07
4109	4	4	456	22	20.727272727272727	5.58
4110	3	3	263	9	29.22222222222222	3.75
4111	4	4	730	27	27.037037037037038	4.01
4112	2	2	101	4	25.25	4.21
4113	3	3	328	19	17.263157894736842	6.42
4114	4	4	476	30	15.866666666666667	6.94
4115	2	2	107	6	17.833333333333332	6.38
4116	4	3	354	17	20.823529411764707	5.23
4117	4	4	529	23	23.0	4.83
4118	3	4	335	13	25.76923076923077	4.39
4119	3	3	264	24	11.0	11.06
4120	2	3	268	12	22.333333333333332	4.8
4121	3	3	285	18	15.833333333333334	7.23
4122	3	3	170	7	24.285714285714285	4.52
4123	4	4	457	20	22.85	5.13
4124	2	2	134	6	22.333333333333332	4.76
4125	4	4	619	34	18.205882352941178	6.06
4126	4	4	559	21	26.61904761904762	4.29
4127	4	4	534	27	19.77777777777778	5.71
4128	4	4	535	29	18.448275862068964	5.89
4129	4	4	485	23	21.08695652173913	5.45
4130	4	3	944	86	10.976744186046512	10.55
4131	3	2	505	30	16.833333333333332	6.88
4132	3	3	311	23	13.521739130434783	8.88
4133	4	4	692	34	20.352941176470587	5.48
4134	4	3	628	30	20.933333333333334	5.31
4135	2	2	380	7	54.285714285714285	1.87
4136	2	2	161	8	20.125	5.41
4137	4	4	903	36	25.083333333333332	4.34
4138	4	4	556	28	19.857142857142858	5.46
4139	4	3	456	22	20.727272727272727	5.37
4140	2	4	194	13	14.923076923076923	7.34
4141	5	4	684	28	24.428571428571427	4.54
4142	4	3	339	21	16.142857142857142	6.58
4143	3	3	413	14	29.5	3.64
4144	4	4	526	27	19.48148148148148	5.78
4145	4	4	663	29	22.862068965517242	4.85
4146	3	3	444	28	15.857142857142858	7.09
4147	4	3	299	14	21.357142857142858	5.17
4148	4	4	503	26	19.346153846153847	5.88
4149	3	3	434	18	24.11111111111111	4.49
4150	3	4	302	15	20.133333333333333	5.28
4151	3	3	248	13	19.076923076923077	5.83
4152	3	3	268	7	38.285714285714285	2.83
4153	3	3	294	18	16.333333333333332	6.67
4154	4	4	416	14	29.714285714285715	3.76
4155	3	2	234	7	33.42857142857143	3.14
4156	3	3	282	9	31.333333333333332	3.42
4157	4	4	316	15	21.066666666666666	5.19
4158	4	4	541	32	16.90625	6.81
4159	3	4	228	13	17.53846153846154	6.28
4160	3	3	495	17	29.11764705882353	3.65
4161	3	3	278	16	17.375	6.48
4162	5	4	609	32	19.03125	6.08
4163	3	3	197	9	21.88888888888889	5.2
4164	3	3	382	24	15.916666666666666	6.78
4165	5	4	645	41	15.731707317073171	7.17
4166	3	3	412	26	15.846153846153847	6.93
4167	3	3	234	9	26.0	4.17
4168	4	4	309	15	20.6	5.28
4169	4	4	537	26	20.653846153846153	5.42
4170	3	3	376	23	16.347826086956523	7.1
4171	4	3	612	23	26.608695652173914	4.11
4172	4	4	512	22	23.272727272727273	4.59
4173	3	3	364	17	21.41176470588235	5.15
4174	4	3	750	29	25.862068965517242	4.13
4175	3	3	325	16	20.3125	5.61
4176	5	4	884	47	18.80851063829787	6.23
4177	4	4	608	30	20.266666666666666	5.34
4178	4	3	427	18	23.72222222222222	4.69
4179	3	4	336	21	16.0	6.86
4180	4	4	476	19	25.05263157894737	4.35
4181	3	3	281	11	25.545454545454547	4.15
4182	4	3	427	22	19.40909090909091	5.47
4183	4	4	709	42	16.88095238095238	6.89
4184	3	3	433	19	22.789473684210527	5.21
4185	4	4	628	34	18.470588235294116	6.0
4186	3	3	471	23	20.47826086956522	5.26
4187	3	2	303	6	50.5	2.1
4188	3	4	404	19	21.263157894736842	5.0
4189	3	3	280	12	23.333333333333332	4.76
4190	4	4	493	27	18.25925925925926	6.38
4191	2	3	117	7	16.714285714285715	6.31
4192	4	3	380	21	18.095238095238095	6.03
4193	3	2	262	13	20.153846153846153	5.44
4194	4	4	506	22	23.0	4.91
4195	4	4	601	30	20.033333333333335	5.67
4196	3	3	446	21	21.238095238095237	5.22
4197	3	2	517	23	22.47826086956522	4.73
4198	4	4	419	23	18.217391304347824	6.41
4199	4	4	576	27	21.333333333333332	5.21
4200	2	2	146	7	20.857142857142858	5.3
4201	4	4	472	26	18.153846153846153	6.3
4202	5	4	627	30	20.9	5.2
4203	4	4	571	25	22.84	5.14
4204	3	2	235	14	16.785714285714285	6.51
4205	3	4	438	43	10.186046511627907	11.44
4206	3	2	175	4	43.75	2.63
4207	3	4	493	25	19.72	5.73
4208	5	4	717	29	24.724137931034484	4.61
4209	4	4	564	33	17.09090909090909	6.65
4210	2	2	140	3	46.666666666666664	2.24
4211	2	3	201	9	22.333333333333332	4.84
4212	4	4	353	16	22.0625	5.14
4213	4	4	396	24	16.5	6.72
4214	4	4	511	37	13.81081081081081	8.1
4215	4	3	261	10	26.1	3.98
4216	3	2	180	11	16.363636363636363	6.79
4217	6	4	1173	82	14.304878048780488	7.88
4218	4	4	400	22	18.181818181818183	5.93
4219	5	4	925	42	22.023809523809526	5.12
4220	4	3	486	21	23.142857142857142	4.75
4221	2	2	315	11	28.636363636363637	3.62
4222	4	4	790	32	24.6875	4.53
4223	3	3	355	12	29.583333333333332	3.59
4224	3	3	319	19	16.789473684210527	6.38
4225	3	4	793	27	29.37037037037037	3.7
4226	4	4	691	35	19.742857142857144	5.66
4227	4	4	357	20	17.85	6.17
4228	4	4	439	20	21.95	5.19
4229	4	3	362	14	25.857142857142858	4.27
4230	4	4	580	30	19.333333333333332	5.81
4231	2	2	169	9	18.77777777777778	5.81
4232	4	3	641	32	20.03125	5.54
4233	3	3	270	16	16.875	6.75
4234	3	3	273	18	15.166666666666666	7.66
4235	3	4	292	14	20.857142857142858	5.09
4236	2	2	121	5	24.2	4.35
4237	3	2	247	10	24.7	4.33
4238	3	3	335	15	22.333333333333332	4.79
4239	3	2	428	24	17.833333333333332	6.17
4240	2	3	151	7	21.571428571428573	5.11
4241	4	4	651	39	16.692307692307693	6.63
4242	3	3	334	11	30.363636363636363	3.68
4243	3	2	303	3	101.0	1.07
4244	4	4	475	27	17.59259259259259	6.34
4245	2	2	191	7	27.285714285714285	3.98
4246	4	4	529	31	17.06451612903226	6.44
4247	2	2	255	8	31.875	3.4
4248	4	4	449	25	17.96	6.25
4249	3	3	430	20	21.5	5.09
4250	5	4	731	36	20.305555555555557	5.62
4251	4	3	358	21	17.047619047619047	6.77
4252	4	4	545	22	24.772727272727273	4.48
4253	1	1	237	4	59.25	1.75
4254	4	4	1042	43	24.232558139534884	4.46
4255	3	3	245	12	20.416666666666668	5.29
