id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words
3329	3	3	190	9	21.11111111111111	5.06	0.0187	20.17	0.07894736842105263
3330	3	4	316	19	16.63157894736842	6.79	0.0374	31.93	0.022151898734177215
3331	4	4	751	38	19.763157894736842	5.55	0.0748	49.58	0.041278295605858856
3332	3	3	250	13	19.23076923076923	5.86	0.0374	21.01	0.024
3333	3	4	230	16	14.375	7.55	0.0187	25.21	0.043478260869565216
3334	4	4	603	31	19.451612903225808	6.16	0.028	42.86	0.029850746268656716
3335	4	4	317	16	19.8125	5.52	0.0187	21.85	0.050473186119873815
3336	3	2	216	10	21.6	4.9	0.0093	25.21	0.12037037037037036
3337	4	4	506	24	21.083333333333332	5.37	0.028	40.34	0.015810276679841896
3338	3	4	339	16	21.1875	5.35	0.0374	26.05	0.035398230088495575
3339	4	3	505	21	24.047619047619047	4.54	0.028	35.29	0.023762376237623763
3340	4	4	667	36	18.52777777777778	6.06	0.0374	33.61	0.053973013493253376
3341	3	3	466	24	19.416666666666668	5.59	0.0187	31.09	0.05150214592274678
3342	4	4	558	35	15.942857142857143	7.09	0.028	43.7	0.023297491039426525
3343	5	4	1073	41	26.170731707317074	4.12	0.0374	47.06	0.022367194780987885
3344	3	4	602	33	18.242424242424242	6.11	0.0467	37.82	0.03986710963455149
3345	3	3	310	8	38.75	2.76	0.0187	28.57	0.06451612903225806
3346	2	3	172	10	17.2	6.54	0.0093	23.53	0.023255813953488372
3347	4	4	486	22	22.09090909090909	5.07	0.0374	34.45	0.024691358024691357
3348	4	3	364	8	45.5	2.49	0.0374	26.05	0.038461538461538464
3349	3	4	327	19	17.210526315789473	6.53	0.028	27.73	0.01529051987767584
3350	3	4	328	20	16.4	6.56	0.0187	28.57	0.04878048780487805
3351	4	4	409	18	22.72222222222222	4.68	0.0374	35.29	0.02444987775061125
3352	2	2	145	5	29.0	3.6	0.0093	15.97	0.04827586206896552
3353	2	2	415	17	24.41176470588235	4.52	0.0467	34.45	0.02891566265060241
3354	3	3	217	11	19.727272727272727	5.61	0.0093	23.53	0.06912442396313365
3355	3	3	397	21	18.904761904761905	5.88	0.0187	33.61	0.04785894206549118
3356	3	4	421	20	21.05	5.45	0.0187	31.93	0.023752969121140142
3357	3	3	482	19	25.36842105263158	4.35	0.0374	37.82	0.07883817427385892
3358	3	3	441	16	27.5625	4.03	0.0374	33.61	0.06575963718820861
3359	2	2	209	5	41.8	2.46	0.0187	22.69	0.1339712918660287
3360	4	3	298	13	22.923076923076923	4.83	0.0187	27.73	0.06375838926174497
3361	4	4	526	29	18.137931034482758	6.39	0.028	37.82	0.024714828897338403
3362	4	4	357	20	17.85	6.25	0.0093	31.09	0.0392156862745098
3363	2	1	298	9	33.111111111111114	3.19	0.0187	23.53	0.14429530201342283
3364	4	4	393	17	23.11764705882353	4.8	0.0467	29.41	0.010178117048346057
3365	3	3	402	16	25.125	4.43	0.0374	27.73	0.03233830845771144
3366	4	4	456	20	22.8	4.75	0.0467	33.61	0.03728070175438596
3367	4	4	688	26	26.46153846153846	4.15	0.0467	40.34	0.0188953488372093
3368	4	4	423	24	17.625	6.25	0.0374	34.45	0.030732860520094562
3369	3	3	320	8	40.0	2.81	0.028	27.73	0.040625
3370	4	3	555	30	18.5	5.95	0.028	32.77	0.03063063063063063
3371	3	4	311	11	28.272727272727273	4.0	0.0187	30.25	0.03858520900321544
3372	3	3	355	26	13.653846153846153	8.39	0.028	30.25	0.056338028169014086
3373	3	4	287	16	17.9375	6.25	0.028	30.25	0.03484320557491289
3374	4	4	365	22	16.59090909090909	6.81	0.0187	34.45	0.01643835616438356
3375	3	3	318	13	24.46153846153846	4.35	0.0187	27.73	0.050314465408805034
3376	4	4	494	20	24.7	4.35	0.0374	30.25	0.06680161943319839
3377	2	2	331	15	22.066666666666666	4.97	0.028	34.45	0.06646525679758308
3378	3	3	259	11	23.545454545454547	4.37	0.028	21.85	0.07722007722007722
3379	1	1	453	17	26.647058823529413	4.13	0.0187	31.93	0.09492273730684327
3380	3	3	422	19	22.210526315789473	4.82	0.0187	30.25	0.04265402843601896
3381	3	3	349	15	23.266666666666666	4.73	0.028	32.77	0.03724928366762178
3382	4	4	226	14	16.142857142857142	6.83	0.028	24.37	0.022123893805309734
3383	5	4	506	20	25.3	4.33	0.0187	31.93	0.041501976284584984
3384	4	4	578	30	19.266666666666666	5.77	0.0467	37.82	0.04325259515570934
3385	4	4	619	26	23.807692307692307	4.69	0.0654	41.18	0.011308562197092083
3386	4	3	569	20	28.45	3.97	0.028	35.29	0.01757469244288225
3387	3	3	448	26	17.23076923076923	6.48	0.0374	31.09	0.08258928571428571
3388	3	4	210	7	30.0	3.55	0.0093	21.01	0.05714285714285714
3389	3	3	398	19	20.94736842105263	5.11	0.0093	34.45	0.1658291457286432
3390	3	3	453	11	41.18181818181818	2.63	0.0374	29.41	0.033112582781456956
3391	4	4	633	37	17.10810810810811	6.67	0.0374	45.38	0.045813586097946286
3392	3	4	257	15	17.133333333333333	6.67	0.0093	25.21	0.038910505836575876
3393	3	4	186	10	18.6	5.78	0.0187	12.61	0.03225806451612903
3394	3	4	514	27	19.037037037037038	5.99	0.0467	39.5	0.013618677042801557
3395	3	3	230	17	13.529411764705882	8.17	0.0187	18.49	0.05217391304347826
3396	3	3	458	15	30.533333333333335	3.65	0.0187	32.77	0.10043668122270742
3397	4	3	592	28	21.142857142857142	5.3	0.0561	41.18	0.018581081081081082
3398	4	4	656	26	25.23076923076923	4.42	0.0374	42.86	0.021341463414634148
3399	4	3	596	29	20.551724137931036	5.23	0.0467	33.61	0.03523489932885906
3400	3	3	599	25	23.96	4.42	0.028	41.18	0.07512520868113523
3401	3	3	303	21	14.428571428571429	7.75	0.028	23.53	0.06930693069306931
3402	4	4	452	22	20.545454545454547	5.43	0.0187	32.77	0.030973451327433628
3403	3	3	400	18	22.22222222222222	4.77	0.0	36.97	0.0525
3404	4	4	385	20	19.25	5.75	0.0187	27.73	0.03636363636363636
3405	3	4	628	30	20.933333333333334	5.55	0.0654	36.13	0.022292993630573247
3406	4	4	496	33	15.030303030303031	7.25	0.0187	31.93	0.034274193548387094
3407	4	4	494	25	19.76	5.49	0.028	42.86	0.024291497975708502
3408	3	3	454	14	32.42857142857143	3.37	0.0467	32.77	0.03524229074889868
3409	3	3	693	22	31.5	3.34	0.0467	44.54	0.050505050505050504
3410	3	2	265	10	26.5	4.35	0.028	23.53	0.08679245283018867
3411	4	4	318	20	15.9	6.94	0.0	29.41	0.04716981132075472
3412	4	3	541	25	21.64	5.15	0.0654	37.82	0.05545286506469501
3413	3	3	292	15	19.466666666666665	5.6	0.0467	26.05	0.0410958904109589
3414	4	4	483	22	21.954545454545453	5.09	0.028	34.45	0.022774327122153208
3415	3	3	322	11	29.272727272727273	3.57	0.0187	27.73	0.06521739130434782
3416	3	3	286	10	28.6	3.69	0.0187	28.57	0.10139860139860139
3417	3	2	450	14	32.142857142857146	3.23	0.0187	38.66	0.07777777777777778
3418	5	4	961	40	24.025	4.94	0.0841	36.97	0.05202913631633715
3419	2	3	503	11	45.72727272727273	2.56	0.0374	28.57	0.05964214711729622
3420	4	3	587	28	20.964285714285715	5.27	0.028	41.18	0.06814310051107325
3421	4	4	493	20	24.65	4.71	0.0467	36.13	0.02231237322515213
3422	2	2	240	14	17.142857142857142	6.22	0.0	18.49	0.10833333333333334
3423	2	2	120	6	20.0	5.36	0.0187	14.29	0.1
3424	4	4	600	24	25.0	4.49	0.0374	30.25	0.021666666666666667
3425	4	4	369	28	13.178571428571429	8.38	0.028	26.05	0.02981029810298103
3426	1	1	67	1	67.0	1.37	0.0	10.92	0.13432835820895522
3427	4	3	317	24	13.208333333333334	8.73	0.028	31.93	0.04100946372239748
3428	6	4	570	39	14.615384615384615	7.65	0.0561	41.18	0.04035087719298246
3429	2	2	423	29	14.586206896551724	7.97	0.0374	34.45	0.06382978723404255
3430	3	3	332	15	22.133333333333333	4.98	0.028	23.53	0.02710843373493976
3431	3	3	336	19	17.68421052631579	6.09	0.0187	27.73	0.03869047619047619
3432	4	3	478	31	15.419354838709678	7.54	0.0374	31.93	0.060669456066945605
3433	3	3	369	15	24.6	4.32	0.0467	31.93	0.02981029810298103
3434	2	3	176	4	44.0	2.45	0.0187	17.65	0.06818181818181818
3435	2	2	295	18	16.38888888888889	6.59	0.0187	26.89	0.11186440677966102
3436	4	4	361	19	19.0	5.88	0.028	34.45	0.0332409972299169
3437	3	3	184	11	16.727272727272727	6.96	0.028	14.29	0.09239130434782608
3438	3	3	344	7	49.142857142857146	2.09	0.028	21.85	0.07848837209302326
3439	3	4	263	14	18.785714285714285	5.81	0.0093	19.33	0.053231939163498096
3440	4	4	605	29	20.862068965517242	5.39	0.0561	38.66	0.04628099173553719
3441	2	3	344	15	22.933333333333334	4.76	0.0187	31.09	0.04941860465116279
3442	4	3	379	21	18.047619047619047	6.23	0.0374	0.0	0.06068601583113457
3443	4	4	644	40	16.1	7.23	0.0374	45.38	0.020186335403726708
3444	4	4	400	15	26.666666666666668	4.14	0.0187	35.29	0.02
3445	4	4	405	17	23.823529411764707	4.45	0.028	28.57	0.044444444444444446
3446	4	4	476	21	22.666666666666668	4.76	0.0748	38.66	0.029411764705882353
3447	4	4	669	46	14.543478260869565	8.17	0.0561	39.5	0.02391629297458894
3448	3	3	427	22	19.40909090909091	5.74	0.0374	30.25	0.03278688524590164
3449	4	3	519	26	19.96153846153846	5.32	0.028	37.82	0.0674373795761079
3450	3	3	344	13	26.46153846153846	4.22	0.0093	26.89	0.06395348837209303
3451	4	4	352	21	16.761904761904763	6.65	0.0093	33.61	0.02556818181818182
3452	3	3	471	22	21.40909090909091	5.09	0.0374	32.77	0.03184713375796178
3453	4	4	417	15	27.8	3.84	0.028	25.21	0.03357314148681055
3454	2	3	143	8	17.875	6.25	0.0093	19.33	0.027972027972027972
3455	3	3	398	22	18.09090909090909	6.23	0.0467	36.97	0.0678391959798995
3456	3	3	327	16	20.4375	5.28	0.028	31.09	0.10397553516819572
3457	3	3	314	12	26.166666666666668	4.32	0.0561	17.65	0.06687898089171974
3458	4	3	515	20	25.75	4.11	0.028	30.25	0.07184466019417475
3459	3	3	400	20	20.0	5.29	0.0374	29.41	0.045
3460	4	4	602	28	21.5	5.56	0.0467	38.66	0.024916943521594685
3461	3	3	229	13	17.615384615384617	6.47	0.0187	21.85	0.034934497816593885
3462	3	2	375	16	23.4375	4.61	0.028	34.45	0.07733333333333334
3463	3	4	201	13	15.461538461538462	7.07	0.0187	30.25	0.07960199004975124
3464	4	4	623	40	15.575	7.27	0.0467	40.34	0.048154093097913325
3465	3	3	210	11	19.09090909090909	5.79	0.0187	27.73	0.08095238095238096
3466	3	3	298	18	16.555555555555557	7.29	0.028	17.65	0.04697986577181208
3467	4	4	581	33	17.606060606060606	6.19	0.028	34.45	0.022375215146299483
3468	4	4	421	18	23.38888888888889	4.85	0.028	31.93	0.014251781472684086
3469	4	4	550	23	23.91304347826087	4.69	0.0187	39.5	0.04
3470	4	4	640	36	17.77777777777778	6.22	0.0561	42.02	0.0328125
3471	3	3	405	19	21.31578947368421	5.28	0.0187	31.93	0.037037037037037035
3472	3	2	229	10	22.9	4.63	0.0093	23.53	0.13973799126637554
3473	2	2	41	3	13.666666666666666	7.89	0.0	6.72	0.14634146341463414
3474	4	4	565	37	15.27027027027027	7.54	0.028	33.61	0.03185840707964602
3475	2	3	220	10	22.0	5.24	0.028	22.69	0.04090909090909091
3476	3	4	485	19	25.526315789473685	4.27	0.0187	36.13	0.041237113402061855
3477	3	2	441	11	40.09090909090909	2.68	0.0374	30.25	0.13151927437641722
3478	2	3	433	23	18.82608695652174	5.72	0.0187	36.13	0.02771362586605081
3479	3	3	198	12	16.5	6.67	0.0187	19.33	0.0707070707070707
3480	3	3	317	14	22.642857142857142	4.79	0.0187	21.85	0.06624605678233439
3481	4	4	290	12	24.166666666666668	4.46	0.028	27.73	0.02413793103448276
3482	3	3	305	12	25.416666666666668	4.38	0.0093	22.69	0.05245901639344262
3483	4	4	521	24	21.708333333333332	5.06	0.0467	36.97	0.03262955854126679
3484	3	3	255	11	23.181818181818183	4.58	0.0187	30.25	0.08627450980392157
3485	4	4	562	27	20.814814814814813	5.28	0.0187	36.13	0.04448398576512456
3486	1	3	113	5	22.6	4.63	0.028	9.24	0.04424778761061947
3487	4	4	571	45	12.688888888888888	9.09	0.0561	39.5	0.0542907180385289
3488	3	2	402	17	23.647058823529413	4.78	0.028	30.25	0.04477611940298507
3489	3	3	221	11	20.09090909090909	5.56	0.0	20.17	0.01809954751131222
3490	4	3	366	13	28.153846153846153	3.85	0.0374	31.93	0.03278688524590164
3491	2	2	120	6	20.0	5.45	0.0187	9.24	0.09166666666666666
3492	4	2	767	28	27.392857142857142	4.01	0.028	42.86	0.041720990873533245
3493	2	2	97	6	16.166666666666668	6.98	0.0093	10.92	0.061855670103092786
3494	2	2	328	21	15.619047619047619	6.98	0.0374	31.09	0.11585365853658537
3495	4	4	362	20	18.1	6.39	0.0187	25.21	0.03867403314917127
3496	4	3	420	16	26.25	4.29	0.0093	35.29	0.05238095238095238
3497	3	3	408	18	22.666666666666668	4.79	0.0374	31.93	0.051470588235294115
3498	4	4	386	13	29.692307692307693	3.58	0.0374	32.77	0.05181347150259067
3499	2	2	465	7	66.42857142857143	1.58	0.0187	31.93	0.07096774193548387
3500	2	2	183	1	183.0	0.53	0.028	18.49	0.07650273224043716
3501	4	4	471	20	23.55	4.8	0.028	39.5	0.040339702760084924
3502	3	3	377	19	19.842105263157894	5.56	0.0374	28.57	0.050397877984084884
3503	3	3	205	12	17.083333333333332	6.35	0.028	21.85	0.03414634146341464
3504	4	3	392	22	17.818181818181817	6.08	0.028	23.53	0.07653061224489796
3505	3	2	220	11	20.0	5.29	0.0187	17.65	0.1318181818181818
3506	4	4	403	21	19.19047619047619	5.69	0.0561	27.73	0.017369727047146403
3507	4	4	394	24	16.416666666666668	6.67	0.0374	26.89	0.027918781725888325
3508	3	3	416	22	18.90909090909091	5.93	0.0374	36.13	0.036057692307692304
3509	5	4	732	41	17.853658536585368	6.7	0.0467	42.02	0.012295081967213115
3510	3	2	306	1	306.0	0.34	0.0187	28.57	0.17647058823529413
3511	3	3	399	18	22.166666666666668	4.88	0.0093	31.09	0.040100250626566414
3512	4	3	486	18	27.0	4.0	0.0467	31.93	0.05761316872427984
3513	3	3	358	24	14.916666666666666	7.69	0.0467	26.89	0.0223463687150838
3514	4	3	425	7	60.714285714285715	1.72	0.0467	37.82	0.058823529411764705
3515	3	4	311	14	22.214285714285715	5.04	0.0187	21.85	0.04180064308681672
3516	4	3	593	30	19.766666666666666	5.49	0.0561	36.97	0.021922428330522766
3517	2	4	108	8	13.5	8.25	0.0093	10.08	0.06481481481481481
3518	4	4	409	19	21.526315789473685	5.01	0.0374	32.77	0.044009779951100246
3519	4	3	588	34	17.294117647058822	6.31	0.028	37.82	0.06802721088435375
3520	4	4	571	9	63.44444444444444	1.67	0.0561	35.29	0.03852889667250438
3521	4	4	367	19	19.31578947368421	5.78	0.028	32.77	0.043596730245231606
3522	3	3	318	22	14.454545454545455	7.77	0.0374	26.05	0.03773584905660377
3523	4	4	631	24	26.291666666666668	4.29	0.0467	40.34	0.020602218700475437
3524	4	4	375	21	17.857142857142858	6.46	0.0561	30.25	0.016
3525	3	3	454	18	25.22222222222222	4.2	0.0374	31.93	0.07709251101321586
3526	3	3	329	15	21.933333333333334	4.85	0.0374	24.37	0.07598784194528875
3527	4	3	459	16	28.6875	3.73	0.028	31.93	0.034858387799564274
3528	4	4	572	26	22.0	5.0	0.0	34.45	0.022727272727272728
3529	4	4	525	30	17.5	6.28	0.028	37.82	0.01904761904761905
3530	4	4	499	20	24.95	4.45	0.028	36.97	0.022044088176352707
3531	4	4	684	25	27.36	4.12	0.0561	49.58	0.03070175438596491
3532	3	3	285	12	23.75	4.71	0.028	21.85	0.028070175438596492
3533	4	4	338	14	24.142857142857142	4.49	0.0093	30.25	0.05621301775147929
3534	3	4	457	14	32.642857142857146	3.24	0.0374	31.09	0.015317286652078774
3535	3	3	451	19	23.736842105263158	4.47	0.0374	31.93	0.08647450110864745
3536	3	4	275	16	17.1875	6.32	0.0187	23.53	0.025454545454545455
3537	4	4	630	34	18.529411764705884	6.13	0.0374	41.18	0.020634920634920634
3538	3	3	412	18	22.88888888888889	4.71	0.0467	30.25	0.13106796116504854
3539	4	4	964	37	26.054054054054053	4.2	0.0748	41.18	0.011410788381742738
3540	3	3	461	27	17.074074074074073	6.31	0.0187	36.97	0.0368763557483731
3541	4	3	492	34	14.470588235294118	7.93	0.0374	31.09	0.054878048780487805
3542	4	3	559	22	25.40909090909091	4.49	0.0561	39.5	0.04114490161001789
3543	3	3	247	7	35.285714285714285	3.02	0.028	21.85	0.03643724696356275
3544	4	4	385	3	128.33333333333334	0.82	0.028	27.73	0.11688311688311688
3545	4	3	697	30	23.233333333333334	5.0	0.0467	35.29	0.08464849354375897
3546	4	4	899	49	18.346938775510203	6.3	0.0467	52.1	0.011123470522803115
3547	4	3	405	21	19.285714285714285	5.88	0.0374	32.77	0.09382716049382717
3548	3	4	391	22	17.772727272727273	6.13	0.028	25.21	0.02557544757033248
3549	4	3	377	13	29.0	3.88	0.028	30.25	0.07427055702917772
3550	4	4	630	35	18.0	6.16	0.0654	40.34	0.03015873015873016
3551	3	3	779	26	29.96153846153846	3.55	0.0374	40.34	0.03594351732991014
3552	3	3	378	20	18.9	5.8	0.0187	30.25	0.05291005291005291
3553	3	3	286	13	22.0	4.94	0.0654	28.57	0.038461538461538464
3554	3	4	372	21	17.714285714285715	5.98	0.0374	33.61	0.016129032258064516
3555	4	4	605	25	24.2	4.5	0.0374	40.34	0.03305785123966942
3556	1	2	86	5	17.2	6.58	0.0093	10.92	0.11627906976744186
3557	3	3	367	19	19.31578947368421	5.67	0.028	35.29	0.02452316076294278
3558	3	3	340	11	30.90909090909091	3.42	0.028	30.25	0.07352941176470588
3559	3	2	799	51	15.666666666666666	7.19	0.0467	38.66	0.13016270337922403
3560	3	3	483	28	17.25	6.41	0.028	37.82	0.031055900621118012
3561	3	3	285	13	21.923076923076923	4.91	0.028	33.61	0.017543859649122806
3562	3	3	340	15	22.666666666666668	4.97	0.0467	27.73	0.03823529411764706
3563	3	4	461	29	15.89655172413793	7.02	0.028	32.77	0.04338394793926247
3564	4	4	388	21	18.476190476190474	6.03	0.0467	35.29	0.04381443298969072
3565	4	3	494	22	22.454545454545453	5.07	0.028	33.61	0.05465587044534413
3566	4	4	410	15	27.333333333333332	4.03	0.0093	38.66	0.06585365853658537
3567	4	3	478	27	17.703703703703702	6.12	0.0093	31.09	0.02510460251046025
3568	5	4	388	20	19.4	5.68	0.0467	33.61	0.015463917525773196
3569	3	4	439	22	19.954545454545453	5.57	0.0374	29.41	0.03416856492027335
3570	5	4	618	38	16.263157894736842	7.04	0.0841	40.34	0.011326860841423949
3571	4	4	414	19	21.789473684210527	5.35	0.0374	32.77	0.05314009661835749
3572	2	1	298	1	298.0	0.34	0.028	22.69	0.13087248322147652
3573	4	4	502	28	17.928571428571427	6.0	0.028	31.93	0.029880478087649404
3574	4	4	356	19	18.736842105263158	6.19	0.028	29.41	0.03932584269662921
3575	3	3	1019	31	32.87096774193548	3.18	0.0654	47.06	0.058881256133464184
3576	3	3	261	11	23.727272727272727	4.6	0.0093	18.49	0.10344827586206896
3577	4	4	429	19	22.57894736842105	4.94	0.0374	33.61	0.03263403263403263
3578	4	3	423	26	16.26923076923077	6.86	0.0561	33.61	0.05200945626477541
3579	4	4	616	31	19.870967741935484	5.79	0.0467	44.54	0.05194805194805195
3580	3	2	286	16	17.875	5.97	0.0	23.53	0.11538461538461539
3581	3	2	458	24	19.083333333333332	5.58	0.028	36.13	0.12008733624454149
3582	3	3	173	3	57.666666666666664	1.71	0.0467	15.13	0.13872832369942195
3583	3	3	317	13	24.384615384615383	4.53	0.0093	21.85	0.07570977917981073
3584	4	4	271	17	15.941176470588236	7.2	0.0093	21.01	0.014760147601476014
3585	3	3	375	18	20.833333333333332	5.23	0.0374	30.25	0.07466666666666667
3586	3	3	361	15	24.066666666666666	4.53	0.0187	28.57	0.027700831024930747
3587	3	2	175	3	58.333333333333336	1.76	0.0187	15.13	0.06285714285714286
3588	2	2	255	13	19.615384615384617	5.39	0.0093	19.33	0.18823529411764706
3589	4	4	621	30	20.7	5.46	0.028	42.86	0.02254428341384863
3590	2	2	580	19	30.526315789473685	3.49	0.0374	32.77	0.12758620689655173
3591	3	4	549	29	18.93103448275862	5.99	0.0374	30.25	0.03278688524590164
3592	3	3	304	14	21.714285714285715	5.0	0.028	24.37	0.06907894736842106
3593	4	3	453	20	22.65	4.96	0.028	30.25	0.03090507726269316
3594	4	4	780	30	26.0	4.13	0.0374	41.18	0.10256410256410256
3595	4	4	545	29	18.79310344827586	6.3	0.0187	38.66	0.031192660550458717
3596	4	4	786	42	18.714285714285715	5.86	0.0374	42.02	0.047073791348600506
3597	2	3	174	10	17.4	6.29	0.0187	21.01	0.040229885057471264
3598	3	3	327	16	20.4375	5.26	0.0374	26.89	0.009174311926605505
3599	3	2	372	13	28.615384615384617	3.68	0.0467	23.53	0.13709677419354838
3600	4	4	396	21	18.857142857142858	5.77	0.0561	33.61	0.025252525252525252
3601	4	4	614	28	21.928571428571427	5.06	0.0561	37.82	0.014657980456026058
3602	3	3	279	7	39.857142857142854	2.57	0.0467	20.17	0.11469534050179211
3603	2	2	247	13	19.0	5.63	0.0187	21.01	0.06072874493927125
3604	3	2	241	6	40.166666666666664	2.54	0.0093	22.69	0.08713692946058091
3605	3	3	828	32	25.875	4.24	0.0374	44.54	0.035024154589371984
3606	4	4	420	23	18.26086956521739	6.07	0.0187	35.29	0.04047619047619048
3607	4	4	642	27	23.77777777777778	4.58	0.0841	39.5	0.024922118380062305
3608	4	4	490	21	23.333333333333332	4.71	0.0561	26.89	0.026530612244897958
3609	4	4	641	45	14.244444444444444	8.05	0.0561	43.7	0.0873634945397816
3610	3	4	261	11	23.727272727272727	5.02	0.0093	21.85	0.03065134099616858
3611	2	2	152	8	19.0	5.52	0.0187	14.29	0.09210526315789473
3612	4	3	350	16	21.875	5.03	0.028	34.45	0.03428571428571429
3613	4	4	482	31	15.548387096774194	7.21	0.0654	40.34	0.03734439834024896
3614	4	4	565	24	23.541666666666668	4.53	0.0561	35.29	0.04601769911504425
3615	4	3	409	20	20.45	5.14	0.0467	36.13	0.04156479217603912
3616	4	4	377	13	29.0	3.68	0.0374	26.89	0.07957559681697612
3617	3	4	283	12	23.583333333333332	4.86	0.0187	31.09	0.03180212014134275
3618	4	2	435	20	21.75	4.87	0.0187	35.29	0.16091954022988506
3619	4	4	484	27	17.925925925925927	6.24	0.028	36.13	0.02066115702479339
3620	4	4	668	35	19.085714285714285	5.93	0.0561	44.54	0.03293413173652695
3621	4	4	470	21	22.38095238095238	4.98	0.028	31.93	0.023404255319148935
3622	5	4	675	23	29.347826086956523	3.97	0.0561	36.13	0.011851851851851851
3623	3	3	209	10	20.9	5.18	0.0	26.05	0.019138755980861243
3624	4	4	413	21	19.666666666666668	6.1	0.0093	34.45	0.01937046004842615
3625	3	4	349	24	14.541666666666666	7.82	0.0187	26.05	0.04011461318051576
3626	5	4	605	21	28.80952380952381	4.09	0.0467	36.97	0.013223140495867768
3627	4	3	405	14	28.928571428571427	3.66	0.0374	37.82	0.027160493827160494
3628	4	4	671	34	19.735294117647058	5.58	0.0467	41.18	0.029806259314456036
3629	4	3	367	13	28.23076923076923	3.85	0.0561	25.21	0.08446866485013624
3630	3	4	291	14	20.785714285714285	5.32	0.0	25.21	0.027491408934707903
3631	3	3	335	13	25.76923076923077	4.25	0.028	33.61	0.029850746268656716
3632	3	3	195	9	21.666666666666668	4.74	0.0467	15.97	0.08717948717948718
3633	3	3	270	13	20.76923076923077	5.14	0.0187	27.73	0.06296296296296296
3634	3	3	215	5	43.0	2.39	0.0187	20.17	0.13488372093023257
3635	3	3	278	10	27.8	3.76	0.028	28.57	0.08992805755395683
3636	4	4	647	25	25.88	4.14	0.0093	35.29	0.04482225656877898
3637	4	4	508	19	26.736842105263158	4.03	0.0467	33.61	0.031496062992125984
3638	4	4	324	20	16.2	6.99	0.028	26.89	0.021604938271604937
3639	3	4	292	11	26.545454545454547	4.14	0.0187	29.41	0.03767123287671233
3640	4	4	692	33	20.96969696969697	5.16	0.028	41.18	0.023121387283236993
3641	2	2	184	6	30.666666666666668	3.55	0.0093	15.97	0.07065217391304347
3642	3	3	415	13	31.923076923076923	3.42	0.0467	31.93	0.06987951807228916
3643	2	2	156	10	15.6	6.99	0.0093	15.97	0.057692307692307696
3644	4	4	359	19	18.894736842105264	5.94	0.0187	28.57	0.022284122562674095
3645	3	3	292	6	48.666666666666664	2.21	0.0093	35.29	0.0273972602739726
3646	4	4	454	20	22.7	4.82	0.0374	37.82	0.011013215859030838
3647	4	4	532	25	21.28	5.22	0.0561	31.09	0.016917293233082706
3648	5	4	548	21	26.095238095238095	4.22	0.0467	34.45	0.021897810218978103
3649	4	4	573	29	19.75862068965517	5.66	0.0374	36.97	0.019197207678883072
3650	4	4	418	18	23.22222222222222	4.8	0.0093	31.09	0.01674641148325359
3651	4	3	458	21	21.80952380952381	5.06	0.0841	31.93	0.03275109170305677
3652	4	3	796	39	20.41025641025641	6.02	0.0561	37.82	0.031407035175879394
3653	4	3	969	57	17.0	6.4	0.0467	44.54	0.05572755417956656
3654	4	4	421	28	15.035714285714286	7.25	0.0187	40.34	0.047505938242280284
3655	3	4	302	14	21.571428571428573	4.93	0.028	18.49	0.09271523178807947
3656	2	1	77	4	19.25	5.8	0.0	3.36	0.15584415584415584
3657	4	4	436	21	20.761904761904763	5.38	0.028	30.25	0.020642201834862386
3658	5	4	693	48	14.4375	7.7	0.0093	41.18	0.050505050505050504
3659	3	3	168	10	16.8	6.49	0.028	17.65	0.07142857142857142
3660	3	4	386	12	32.166666666666664	3.28	0.028	25.21	0.04404145077720207
3661	4	4	590	31	19.032258064516128	6.0	0.028	36.13	0.025423728813559324
3662	4	4	643	40	16.075	7.14	0.0467	39.5	0.013996889580093312
3663	2	2	120	2	60.0	1.67	0.0093	8.4	0.24166666666666667
3664	4	4	421	20	21.05	5.31	0.0187	31.09	0.030878859857482184
3665	3	3	336	13	25.846153846153847	4.45	0.028	25.21	0.050595238095238096
3666	3	4	370	12	30.833333333333332	3.5	0.0374	29.41	0.051351351351351354
3667	2	2	357	16	22.3125	5.16	0.028	26.05	0.036414565826330535
3668	4	4	527	28	18.821428571428573	6.02	0.0467	40.34	0.04364326375711575
3669	4	4	297	9	33.0	3.44	0.0467	32.77	0.06060606060606061
3670	1	1	64	3	21.333333333333332	4.84	0.0	10.92	0.3125
3671	3	3	485	20	24.25	4.51	0.0467	35.29	0.030927835051546393
3672	3	3	390	18	21.666666666666668	5.07	0.0374	33.61	0.08717948717948718
3673	3	2	252	2	126.0	0.8	0.0374	15.13	0.17063492063492064
3674	4	4	451	24	18.791666666666668	5.94	0.0374	36.13	0.028824833702882482
3675	3	3	424	21	20.19047619047619	5.48	0.0187	32.77	0.06367924528301887
3676	4	4	602	28	21.5	5.14	0.0467	46.22	0.018272425249169437
3677	4	4	563	27	20.85185185185185	5.35	0.028	37.82	0.03197158081705151
3678	4	3	342	11	31.09090909090909	3.49	0.0187	20.17	0.03216374269005848
3679	3	3	435	20	21.75	4.84	0.0374	33.61	0.13333333333333333
3680	3	3	283	15	18.866666666666667	5.75	0.028	28.57	0.04946996466431095
3681	3	2	389	23	16.91304347826087	6.23	0.0374	34.45	0.10539845758354756
