id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types
3165	4	4	307	15	20.466666666666665	5.54	19	0.3517915309446254	0.01575032813183608	0.016286644951140065	0.0007849293563579278	0.003257328990228013	0.00017006802721088434	0.003257328990228013	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003257328990228013	0.00036310820624546115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003257328990228013	0.00016545334215751158	0.0	0.0	47.6	0.48	129
3166	4	4	540	20	27.0	4.04	45	0.26296296296296295	0.020708764765932624	0.018518518518518517	0.0015698587127158557	0.025925925925925925	0.002380952380952381	0.007407407407407408	0.0008221993833504625	0.001851851851851852	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001851851851851852	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.78	0.38	187
3167	3	4	255	20	12.75	8.47	10	0.20784313725490197	0.007729327694326965	0.027450980392156862	0.001098901098901099	0.00784313725490196	0.0003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392156862745098	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392156862745098	0.0008703220191470844	30.08	0.3	71
3168	4	4	356	18	19.77777777777778	5.79	43	0.3539325842696629	0.018375382820475426	0.05898876404494382	0.0032967032967032967	0.008426966292134831	0.0005102040816326531	0.011235955056179775	0.0008221993833504625	0.0	0.0	0.0	0.0	0.0028089887640449437	0.0002718129926610492	0.0	0.0	0.0028089887640449437	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.34	0.54	169
3169	3	3	420	19	22.105263157894736	5.12	54	0.2833333333333333	0.017354528219337903	0.05476190476190476	0.003610675039246468	0.030952380952380953	0.002210884353741497	0.009523809523809525	0.0008221993833504625	0.007142857142857143	0.0006984866123399302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002380952380952381	0.00016545334215751158	0.0	0.0	50.4	0.5	187
3170	3	3	400	28	14.285714285714286	7.91	15	0.235	0.013708618929561033	0.0025	0.00015698587127158556	0.0025	0.00017006802721088434	0.005	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0005494505494505495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.05	0.33	117
3171	5	4	612	38	16.105263157894736	6.92	75	0.315359477124183	0.028146419717077438	0.0392156862745098	0.0037676609105180532	0.024509803921568627	0.002551020408163265	0.0032679738562091504	0.00041109969167523125	0.006535947712418301	0.0009313154831199069	0.0032679738562091504	0.00048756704046806434	0.0	0.0	0.0016339869281045752	0.0002924831822170225	0.0016339869281045752	0.00031289111389236547	0.0016339869281045752	0.00033534540576794097	0.0016339869281045752	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032679738562091504	0.00033090668431502316	0.0	0.0	48.63	0.49	267
3172	4	4	667	23	29.0	3.9	52	0.25037481259370314	0.024354674055709492	0.037481259370314844	0.003924646781789639	0.0074962518740629685	0.0008503401360544217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014992503748125937	4.462492748449284e-05	0.0	0.0	0.004497751124437781	0.0004963600264725347	0.0014992503748125937	0.0008703220191470844	38.88	0.39	229
3173	3	3	540	28	19.285714285714285	5.71	34	0.2796296296296296	0.022021292110252298	0.016666666666666666	0.00141287284144427	0.011111111111111112	0.0010204081632653062	0.011111111111111112	0.0012332990750256938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001851851851851852	0.0008703220191470844	38.78	0.39	190
3174	3	3	307	12	25.583333333333332	4.33	20	0.31921824104234525	0.014291964415925331	0.02280130293159609	0.001098901098901099	0.003257328990228013	0.00017006802721088434	0.003257328990228013	0.00020554984583761563	0.006514657980456026	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006514657980456026	0.0007262164124909223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003257328990228013	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003257328990228013	0.0008703220191470844	48.01	0.48	133
3175	4	4	684	31	22.06451612903226	5.2	49	0.2324561403508772	0.023187983082980895	0.03654970760233918	0.003924646781789639	0.011695906432748537	0.0013605442176870747	0.0014619883040935672	0.00020554984583761563	0.0	0.0	0.0014619883040935672	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014619883040935672	0.0004380201489268506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.91	0.36	214
3176	4	4	579	24	24.125	4.55	49	0.2763385146804836	0.02333381945457197	0.03626943005181347	0.0032967032967032967	0.012089810017271158	0.0011904761904761906	0.0051813471502590676	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034542314335060447	0.00033090668431502316	0.0034542314335060447	0.0017406440382941688	39.96	0.4	211
3177	1	1	177	1	177.0	0.58	11	0.4124293785310734	0.010646055126148461	0.011299435028248588	0.0003139717425431711	0.0	0.0	0.005649717514124294	0.00020554984583761563	0.005649717514124294	0.00023282887077997672	0.0	0.0	0.0	0.0	0.005649717514124294	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011299435028248588	8.924985496898568e-05	0.005649717514124294	0.00510204081632653	0.0	0.0	0.005649717514124294	0.0008703220191470844	54.97	0.55	94
3178	4	4	371	18	20.61111111111111	5.54	22	0.29110512129380056	0.01575032813183608	0.02425876010781671	0.00141287284144427	0.013477088948787063	0.0008503401360544217	0.0026954177897574125	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.31	0.4	131
3179	4	4	431	24	17.958333333333332	6.27	35	0.2853828306264501	0.0179378737057022	0.030162412993039442	0.0020408163265306124	0.009280742459396751	0.0006802721088435374	0.0069605568445475635	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.51	0.42	159
3180	3	4	772	37	20.864864864864863	5.56	62	0.24611398963730569	0.027708910602304213	0.029792746113989636	0.003610675039246468	0.014248704663212436	0.0018707482993197278	0.0038860103626943004	0.0006166495375128469	0.0025906735751295338	0.00046565774155995343	0.0012953367875647669	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.44	0.38	256
3181	4	4	673	31	21.70967741935484	5.12	66	0.2704309063893016	0.026542219629575616	0.029717682020802376	0.0031397174254317113	0.02526002971768202	0.002891156462585034	0.01188707280832095	0.001644398766700925	0.0029717682020802376	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0014858841010401188	0.0002924831822170225	0.0	0.0	0.0014858841010401188	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0	0.0	0.0014858841010401188	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014858841010401188	0.00016545334215751158	0.0	0.0	44.3	0.44	268
3182	2	2	200	13	15.384615384615385	7.6	15	0.385	0.011229400612512761	0.04	0.0012558869701726845	0.005	0.00017006802721088434	0.005	0.00020554984583761563	0.005	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.57	0.63	107
3183	3	4	367	18	20.38888888888889	5.49	31	0.34877384196185285	0.018667055563657577	0.021798365122615803	0.0012558869701726845	0.01907356948228883	0.0011904761904761906	0.0	0.0	0.0	0.0	0.0027247956403269754	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027247956403269754	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.09	0.49	161
3184	3	3	413	19	21.736842105263158	4.97	35	0.25907990314769974	0.015604491760245006	0.0387409200968523	0.002511773940345369	0.007263922518159807	0.0005102040816326531	0.004842615012106538	0.00041109969167523125	0.0	0.0	0.002421307506053269	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002421307506053269	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002421307506053269	0.0005494505494505495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002421307506053269	0.0008703220191470844	42.41	0.42	162
3185	4	3	390	17	22.941176470588236	4.74	34	0.2717948717948718	0.01545865538865393	0.023076923076923078	0.00141287284144427	0.010256410256410256	0.0006802721088435374	0.005128205128205128	0.00041109969167523125	0.002564102564102564	0.00023282887077997672	0.0	0.0	0.002564102564102564	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002564102564102564	0.00016545334215751158	0.0	0.0	38.72	0.39	139
3186	2	2	327	11	29.727272727272727	3.49	3	0.24770642201834864	0.01181274609887706	0.009174311926605505	0.00047095761381475666	0.0030581039755351682	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.43	0.31	99
3187	3	3	309	17	18.176470588235293	5.88	34	0.39158576051779936	0.017646200962520054	0.05177993527508091	0.002511773940345369	0.022653721682847898	0.0011904761904761906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003236245954692557	0.00041407867494824016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.36	0.55	160
3188	3	3	451	12	37.583333333333336	2.96	26	0.3082039911308204	0.0202712556511594	0.017738359201773836	0.0012558869701726845	0.0022172949002217295	0.00017006802721088434	0.0022172949002217295	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0022172949002217295	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022172949002217295	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	40.89	0.41	166
3189	4	4	590	32	18.4375	6.02	51	0.23559322033898306	0.0202712556511594	0.0288135593220339	0.0026687598116169543	0.020338983050847456	0.0020408163265306124	0.006779661016949152	0.0008221993833504625	0.0	0.0	0.0	0.0	0.0	0.0	0.001694915254237288	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001694915254237288	0.00016545334215751158	0.0	0.0	35.9	0.36	191
3190	4	3	413	28	14.75	7.61	20	0.29782082324455206	0.0179378737057022	0.01937046004842615	0.0012558869701726845	0.014527845036319613	0.0010204081632653062	0.004842615012106538	0.00041109969167523125	0.002421307506053269	0.00023282887077997672	0.002421307506053269	0.00024378352023403217	0.0	0.0	0.002421307506053269	0.0002924831822170225	0.0	0.0	0.0	0.0	0.002421307506053269	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.58	0.42	153
3191	4	4	661	36	18.36111111111111	5.9	49	0.24659606656580937	0.023771328569345194	0.02723146747352496	0.00282574568288854	0.018154311649016642	0.0020408163265306124	0.0030257186081694403	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015128593040847202	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015128593040847202	0.0008703220191470844	35.74	0.36	218
3192	3	3	212	11	19.272727272727273	5.61	17	0.36792452830188677	0.011375236984103835	0.02830188679245283	0.0009419152276295133	0.02830188679245283	0.0010204081632653062	0.0047169811320754715	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.55	0.53	103
3193	3	3	411	19	21.63157894736842	4.99	30	0.26034063260340634	0.015604491760245006	0.038929440389294405	0.002511773940345369	0.014598540145985401	0.0010204081632653062	0.0024330900243309003	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0024330900243309003	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0024330900243309003	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024330900243309003	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.11	0.39	149
3194	3	4	468	13	36.0	3.0	28	0.26495726495726496	0.018083710077293275	0.029914529914529916	0.002197802197802198	0.004273504273504274	0.0003401360544217687	0.00641025641025641	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.03	0.36	156
3195	4	4	356	19	18.736842105263158	6.11	40	0.3146067415730337	0.01633367361820038	0.05898876404494382	0.0032967032967032967	0.016853932584269662	0.0010204081632653062	0.0028089887640449437	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056179775280898875	8.924985496898568e-05	0.0	0.0	0.0	0.0	0.0	0.0	52.41	0.52	163
3196	4	3	633	18	35.166666666666664	3.14	48	0.24486571879936808	0.022604637596616597	0.03475513428120063	0.003453689167974882	0.00631911532385466	0.0006802721088435374	0.00315955766192733	0.00041109969167523125	0.001579778830963665	0.00023282887077997672	0.001579778830963665	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001579778830963665	0.00036310820624546115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.09	0.39	224
3197	3	3	257	14	18.357142857142858	6.01	17	0.3540856031128405	0.013271109814787808	0.027237354085603113	0.001098901098901099	0.007782101167315175	0.0003401360544217687	0.0038910505836575876	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038910505836575876	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.78	0.47	109
3198	2	3	260	11	23.636363636363637	4.58	20	0.38076923076923075	0.014437800787516407	0.038461538461538464	0.0015698587127158557	0.023076923076923078	0.0010204081632653062	0.0038461538461538464	0.00020554984583761563	0.0038461538461538464	0.00023282887077997672	0.0	0.0	0.0038461538461538464	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007692307692307693	0.0017406440382941688	57.08	0.57	137
3199	4	3	393	24	16.375	6.88	28	0.3231552162849873	0.0185212191920665	0.04071246819338423	0.002511773940345369	0.007633587786259542	0.0005102040816326531	0.002544529262086514	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.002544529262086514	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.28	0.47	165
3200	4	3	628	23	27.304347826086957	3.92	51	0.2770700636942675	0.02537552865684702	0.03662420382165605	0.003610675039246468	0.009554140127388535	0.0010204081632653062	0.0031847133757961785	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0015923566878980893	0.0002718129926610492	0.0	0.0	0.0015923566878980893	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031847133757961785	8.924985496898568e-05	0.0	0.0	0.0	0.0	0.0	0.0	38.33	0.38	225
3201	4	4	389	21	18.523809523809526	6.25	23	0.19023136246786632	0.010791891497739537	0.028277634961439587	0.001726844583987441	0.007712082262210797	0.0005102040816326531	0.007712082262210797	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.85	0.32	107
3202	5	4	632	38	16.63157894736842	6.79	50	0.23575949367088608	0.021729619367070147	0.03164556962025317	0.0031397174254317113	0.015822784810126583	0.0017006802721088435	0.006329113924050633	0.0008221993833504625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015822784810126582	0.0008703220191470844	37.14	0.37	208
