id	overall_score	misc_total_words	misc_total_sentences	misc_words_div_sentences	misc_sent_density	misc_ttr	grammar_pct_transitions	grammar_pct_rel_trigrams	grammar_grammar_errors_ltp_by_words	vocab_difficult_words	vocab_proportion_vocab_list[a]	vocab_proportion_vocab_list[accent]	vocab_proportion_vocab_list[abandon]	vocab_proportion_vocab_list[abnormal]	vocab_proportion_vocab_list[abbey]	vocab_proportion_vocab_list[abduct]	vocab_proportion_vocab_list[abate]	vocab_proportion_vocab_list[aback]	vocab_proportion_vocab_list[abbot]	vocab_proportion_vocab_list[abet]	vocab_proportion_vocab_list[abrasion]	vocab_proportion_vocab_list[aberrant]	vocab_proportion_vocab_list[abattoir]	vocab_proportion_vocab_list[abashed]	vocab_proportion_vocab_list[abacus]	vocab_proportion_vocab_list[abalone]	vocab_proportion_vocab_list[abductee]	vocab_proportion_vocab_list[aardvark]	vocab_proportion_vocab_list[abnegate]	vocab_proportion_vocab_list[abaya]	vocab_proportion_vocab_list[abaft]	vocab_proportion_vocab_list[abomasum]	vocab_proportion_vocab_list[abettor]	vocab_proportion_vocab_list[acetal]	vocab_proportion_vocab_list[ablaut]	vocab_proportion_vocab_list[a1]	vocab_proportion_vocab_list[ah]	vocab_proportion_vocab_list[absentminded]	vocab_proportion_vocab_list[aal]	flow_ts_avg_len_sent	flow_ts_num_syllab	flow_ts_avg_sent_per_word	flow_ts_num_polysyllab	flow_ts_num_chars	flow_ts_avg_syllab_per_word	flow_ts_fre	flow_ts_fkg	flow_ts_cli	flow_ts_dcrs	flow_ts_lwf	flow_ts_gf	flow_ts_ari	coherence_nlemma_types	coherence_n_bigram_lemma_types	coherence_n_trigram_lemma_types	coherence_nlemmas	coherence_n_bigram_lemmas	coherence_n_trigram_lemmas	coherence_ncontent_types	coherence_ncontent_tokens	coherence_content_ttr	coherence_nfunction_tokens	coherence_nfunction_types	coherence_function_ttr	coherence_noun_ttr	coherence_determiners	coherence_conjunctions	coherence_prn_noun_ratio
20840	32	347	23	15.08695652173913	7.21	50.78	0.0467	32.77	0.0345821325648415	29	0.3861671469740634	0.023054755043227664	0.008645533141210375	0.0	0.008645533141210375	0.005763688760806916	0.005763688760806916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002881844380403458	0.002881844380403458	0.0	15.9	415	0.06	15	1346	1.3	80.72	6.0	6.49	6.37	8.5	7.62	6.5	162	161	160	319	318	317	102	153	0.6667	166	60	0.3614	0.6	0.09091	0.03448	0.55
20841	33	738	38	19.42105263157895	5.73	41.48	0.1028	47.06	0.04878048780487805	52	0.2981029810298103	0.02710027100271003	0.008130081300813009	0.0027100271002710027	0.005420054200542005	0.0027100271002710027	0.0	0.0013550135501355014	0.0013550135501355014	0.0	0.0	0.0	0.0013550135501355014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027100271002710027	0.0	17.8	802	0.06	24	2640	1.2	87.25	5.5	4.99	6.46	8.0	8.03	6.3	275	274	273	663	662	661	199	325	0.6123	338	76	0.2249	0.6316	0.08899	0.04525	0.79
20842	40	1059	44	24.068181818181817	5.03	41.94	0.0748	41.18	0.016052880075542966	89	0.27101038715769593	0.023607176581680833	0.0056657223796034	0.007554296506137866	0.003777148253068933	0.0009442870632672333	0.0009442870632672333	0.0	0.0018885741265344666	0.0009442870632672333	0.0	0.0009442870632672333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018885741265344666	0.0	30.3	1105	0.03	36	3767	1.3	66.1	11.6	7.61	7.59	7.666666666666666	13.16	14.6	367	366	365	875	874	873	290	501	0.5788	374	77	0.2059	0.4592	0.07543	0.04686	0.03
20844	30	1080	60	18.0	6.82	38.86	0.1028	35.29	0.03148148148148148	70	0.23055555555555557	0.024074074074074074	0.006481481481481481	0.004629629629629629	0.004629629629629629	0.002777777777777778	0.001851851851851852	0.000925925925925926	0.002777777777777778	0.001851851851851852	0.0	0.000925925925925926	0.0	0.0	0.000925925925925926	0.0	0.000925925925925926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000925925925925926	0.0	0.0	31.8	1094	0.03	32	3744	1.3	64.58	12.2	7.79	7.44	27.5	13.35	15.8	342	341	340	880	879	878	250	455	0.5495	425	92	0.2165	0.3106	0.06364	0.04205	0.26
20846	34	634	37	17.135135135135137	6.49	41.58	0.0748	39.5	0.012618296529968454	40	0.3107255520504732	0.026813880126182965	0.00473186119873817	0.0015772870662460567	0.0031545741324921135	0.0015772870662460567	0.0015772870662460567	0.0	0.0015772870662460567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.4	733	0.06	27	2373	1.3	80.21	6.1	6.26	6.03	6.0	7.35	6.8	237	236	235	570	569	568	163	298	0.547	272	74	0.2721	0.5806	0.05614	0.04561	0.71
20847	35	627	34	18.441176470588236	6.2	34.49	0.0561	26.05	0.012759170653907496	38	0.24401913875598086	0.019138755980861243	0.011164274322169059	0.0	0.001594896331738437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003189792663476874	0.0	15.8	702	0.06	26	2231	1.3	80.82	5.9	5.51	5.86	6.0	6.77	6.0	189	188	187	548	547	546	124	280	0.4429	268	65	0.2425	0.5484	0.09124	0.04745	0.48
20848	30	984	48	20.5	5.59	33.92	0.0561	42.86	0.011178861788617886	63	0.23170731707317074	0.01524390243902439	0.009146341463414634	0.0040650406504065045	0.0020325203252032522	0.0020325203252032522	0.0	0.0010162601626016261	0.0	0.0	0.0010162601626016261	0.0	0.0	0.0010162601626016261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020325203252032522	0.0010162601626016261	18.4	1088	0.05	52	3485	1.3	78.18	6.9	5.63	6.17	6.857142857142857	8.45	7.1	291	290	289	858	857	856	212	446	0.4753	412	79	0.1917	0.6087	0.06993	0.03846	0.72
20849	44	941	32	29.40625	3.76	34.39	0.0841	47.06	0.008501594048884165	54	0.2561105207226355	0.022316684378320937	0.006376195536663124	0.0010626992561105207	0.0021253985122210413	0.0021253985122210413	0.0	0.0	0.0010626992561105207	0.0021253985122210413	0.0010626992561105207	0.0	0.0	0.0	0.0010626992561105207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010626992561105207	0.0	28.3	1069	0.04	37	3491	1.3	68.13	10.8	6.27	6.66	11.8	12.17	12.1	293	292	291	852	851	850	210	399	0.5263	453	83	0.1832	0.5652	0.07629	0.04108	0.89
20850	31	272	14	19.428571428571427	5.88	52.1	0.0093	24.37	0.04411764705882353	20	0.35294117647058826	0.025735294117647058	0.014705882352941176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003676470588235294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003676470588235294	0.0	18.2	303	0.06	12	1000	1.3	78.38	6.8	6.09	6.35	6.857142857142857	8.47	7.6	124	123	122	238	237	236	79	128	0.6172	110	45	0.4091	0.8	0.11345	0.02521	0.73
20851	32	526	30	17.533333333333335	6.61	40.97	0.0374	26.89	0.02091254752851711	34	0.2908745247148289	0.017110266159695818	0.0038022813688212928	0.0	0.0	0.0019011406844106464	0.0	0.0019011406844106464	0.0019011406844106464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019011406844106464	17.3	584	0.06	16	1909	1.3	79.3	6.5	6.03	6.25	5.875	7.98	7.2	186	185	184	454	453	452	117	207	0.5652	247	69	0.2794	0.5192	0.09912	0.02203	0.19
20852	40	606	36	16.833333333333332	6.81	49.72	0.0374	36.97	0.013201320132013201	58	0.3217821782178218	0.03135313531353135	0.024752475247524754	0.00825082508250825	0.0033003300330033004	0.006600660066006601	0.0049504950495049506	0.0	0.0	0.0016501650165016502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016501650165016502	0.0	0.0	15.9	685	0.06	24	2327	1.3	80.72	6.0	7.19	7.13	6.714285714285714	7.58	7.4	263	262	261	529	528	527	193	297	0.6498	232	70	0.3017	0.55	0.08885	0.04159	0.4
20853	32	594	22	27.0	4.11	46.17	0.0467	33.61	0.06902356902356903	51	0.33164983164983164	0.021885521885521887	0.0016835016835016834	0.005050505050505051	0.003367003367003367	0.0	0.0016835016835016834	0.005050505050505051	0.003367003367003367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016835016835016834	0.0016835016835016834	0.003367003367003367	86.2	636	0.01	10	2088	1.2	17.82	32.2	6.52	10.57	52.0	35.02	40.7	247	246	245	535	534	533	185	264	0.7008	271	62	0.2288	0.6279	0.09159	0.04486	0.84
20856	40	457	26	17.576923076923077	6.77	52.86	0.0467	29.41	0.019693654266958426	47	0.3063457330415755	0.05032822757111598	0.02188183807439825	0.002188183807439825	0.00437636761487965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.6	550	0.07	38	1765	1.4	73.58	6.6	7.88	7.31	7.2857142857142865	8.26	7.7	203	202	201	384	383	382	150	223	0.6726	161	53	0.3292	0.5517	0.09375	0.02083	0.17
20857	36	781	43	18.162790697674417	7.33	39.86	0.0654	27.73	0.029449423815621	43	0.23175416133162613	0.010243277848911651	0.0038412291933418692	0.0038412291933418692	0.005121638924455826	0.002560819462227913	0.0	0.0012804097311139564	0.0	0.0	0.0	0.0012804097311139564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012804097311139564	0.0	0.0012804097311139564	25.1	739	0.04	14	2591	1.3	71.38	9.5	7.03	6.74	13.25	10.53	12.3	234	233	232	587	586	585	173	368	0.4701	219	61	0.2785	0.219	0.08518	0.02385	0.13
20859	43	976	56	17.428571428571427	6.5	36.0	0.0841	42.02	0.018442622950819672	75	0.25	0.027663934426229508	0.005122950819672131	0.0	0.00819672131147541	0.0	0.0	0.0010245901639344263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010245901639344263	0.0020491803278688526	15.4	1072	0.06	38	3432	1.3	81.22	5.8	5.04	6.38	5.5	7.15	5.3	310	309	308	861	860	859	229	456	0.5022	405	81	0.2	0.5714	0.07317	0.03717	0.8
20860	36	543	26	20.884615384615383	5.14	48.62	0.0561	42.02	0.022099447513812154	58	0.36464088397790057	0.0423572744014733	0.003683241252302026	0.0	0.003683241252302026	0.0055248618784530384	0.0	0.0	0.001841620626151013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001841620626151013	0.0	19.4	700	0.05	45	2279	1.4	68.7	8.5	8.47	7.04	10.166666666666666	9.9	9.5	246	245	244	506	505	504	178	262	0.6794	244	68	0.2787	0.6333	0.09486	0.02964	0.73
20861	40	595	29	20.517241379310345	5.57	43.38	0.0748	31.93	0.01680672268907563	45	0.3058823529411765	0.02689075630252101	0.013445378151260505	0.0	0.0016806722689075631	0.0	0.0033613445378151263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.3	680	0.05	31	2271	1.3	75.24	8.1	7.49	6.94	13.5	9.77	10.1	226	225	224	521	520	519	156	284	0.5493	237	70	0.2954	0.4615	0.08061	0.02495	0.31
20862	45	892	62	14.387096774193548	8.12	40.58	0.0841	44.54	0.006726457399103139	85	0.24775784753363228	0.03139013452914798	0.005605381165919282	0.011210762331838564	0.005605381165919282	0.004484304932735426	0.007847533632286996	0.0011210762331838565	0.0	0.002242152466367713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002242152466367713	0.0	13.3	1020	0.08	44	3434	1.3	83.36	4.9	7.12	6.61	7.0	6.64	6.6	310	309	308	764	763	762	234	402	0.5821	362	76	0.2099	0.5614	0.11257	0.02225	0.53
20863	36	621	32	19.40625	6.06	39.02	0.0654	34.45	0.0499194847020934	32	0.25442834138486314	0.017713365539452495	0.00322061191626409	0.0	0.00322061191626409	0.0	0.001610305958132045	0.0	0.0	0.0	0.0	0.0	0.0	0.001610305958132045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004830917874396135	0.0	19.1	652	0.05	20	2200	1.3	77.47	7.2	6.21	6.3	7.666666666666666	8.11	8.2	206	205	204	528	527	526	144	279	0.5161	249	62	0.249	0.3855	0.0625	0.04167	0.2
20865	38	905	53	17.07547169811321	6.31	32.14	0.0748	40.34	0.023204419889502764	39	0.24530386740331492	0.016574585635359115	0.0022099447513812156	0.0066298342541436465	0.0077348066298342545	0.0	0.0011049723756906078	0.0022099447513812156	0.0	0.0	0.0	0.0	0.0	0.0	0.0011049723756906078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011049723756906078	0.0	15.6	1000	0.06	23	3242	1.2	89.48	4.7	4.58	5.78	8.0	6.82	4.8	270	269	268	840	839	838	197	442	0.4457	398	73	0.1834	0.6061	0.07619	0.04167	1.0
20866	37	925	59	15.677966101694915	7.46	38.31	0.0841	45.38	0.011891891891891892	45	0.25405405405405407	0.018378378378378378	0.002162162162162162	0.002162162162162162	0.004324324324324324	0.003243243243243243	0.002162162162162162	0.0	0.0	0.0	0.001081081081081081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001081081081081081	0.001081081081081081	13.4	907	0.07	20	3092	1.2	91.71	3.8	4.34	5.87	10.6	5.94	4.3	303	302	301	791	790	789	212	388	0.5464	403	91	0.2258	0.6275	0.07585	0.03287	1.16
20869	36	905	70	12.928571428571429	9.02	36.6	0.0561	33.61	0.02983425414364641	43	0.26298342541436465	0.014364640883977901	0.0022099447513812156	0.004419889502762431	0.004419889502762431	0.0	0.0022099447513812156	0.0	0.0033149171270718232	0.0	0.0	0.0011049723756906078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004419889502762431	0.0	12.7	934	0.08	19	3205	1.2	92.42	3.5	4.92	5.98	6.714285714285714	5.44	4.4	284	283	282	776	775	774	215	430	0.5	346	69	0.1994	0.4923	0.07474	0.03737	0.86
20870	31	331	18	18.38888888888889	6.12	56.46	0.0561	21.01	0.01812688821752266	34	0.4169184290030212	0.015105740181268883	0.01812688821752266	0.006042296072507553	0.0	0.0030211480362537764	0.0030211480362537764	0.0	0.0030211480362537764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006042296072507553	0.0	0.0030211480362537764	19.3	390	0.05	20	1267	1.3	77.27	7.3	7.31	6.94	8.666666666666666	9.38	8.8	166	165	164	294	293	292	106	155	0.6839	139	60	0.4317	0.6875	0.06122	0.02041	1.62
20871	20	78	4	19.5	5.88	66.18	0.0	5.04	0.0641025641025641	6	0.44871794871794873	0.038461538461538464	0.01282051282051282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.5	90	0.03	6	293	1.4	55.41	13.6	8.54	7.92	19.25	14.23	16.1	45	44	43	68	67	66	25	35	0.7143	33	20	0.6061	0.625	0.13235	0.02941	0.25
20872	38	734	43	17.069767441860463	6.97	46.03	0.0654	37.82	0.01226158038147139	66	0.28746594005449594	0.02997275204359673	0.009536784741144414	0.006811989100817439	0.005449591280653951	0.004087193460490463	0.0	0.004087193460490463	0.0013623978201634877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013623978201634877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005449591280653951	0.0	20.3	819	0.05	25	2714	1.3	76.25	7.7	7.37	7.16	8.5	9.17	9.7	284	283	282	617	616	615	215	353	0.6091	264	69	0.2614	0.3299	0.10049	0.03079	0.23
20874	32	543	5	108.6	0.97	44.57	0.0187	33.61	0.16390423572744015	46	0.30755064456721914	0.020257826887661142	0.007366482504604052	0.003683241252302026	0.0055248618784530384	0.0	0.0	0.001841620626151013	0.001841620626151013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055248618784530384	0.001841620626151013	0.0	0.003683241252302026	101.2	675	0.01	35	2164	1.3	-5.87	39.2	8.21	11.18	30.0	41.9	49.3	230	229	228	516	515	514	165	271	0.6089	245	65	0.2653	0.4359	0.06977	0.04651	0.23
20876	37	780	32	24.375	4.46	35.24	0.0748	43.7	0.019230769230769232	34	0.2653846153846154	0.023076923076923078	0.008974358974358974	0.001282051282051282	0.001282051282051282	0.002564102564102564	0.0	0.001282051282051282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001282051282051282	0.0	24.6	890	0.04	33	2931	1.3	71.89	9.3	6.33	6.28	10.8	10.51	10.3	253	252	251	718	717	716	178	361	0.4931	357	75	0.2101	0.52	0.10724	0.05292	0.66
20877	40	675	36	18.75	5.83	41.98	0.0748	36.13	0.037037037037037035	37	0.3125925925925926	0.02074074074074074	0.0044444444444444444	0.0044444444444444444	0.0014814814814814814	0.0	0.0014814814814814814	0.0014814814814814814	0.0	0.0	0.0	0.002962962962962963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002962962962962963	0.0	18.0	751	0.06	19	2546	1.2	87.05	5.6	5.91	6.28	7.666666666666666	7.85	7.1	259	258	257	617	616	615	185	311	0.5949	306	74	0.2418	0.6111	0.09562	0.04214	0.83
20878	35	755	26	29.03846153846154	3.73	39.02	0.0748	36.13	0.017218543046357615	48	0.30596026490066225	0.018543046357615896	0.003973509933774834	0.0026490066225165563	0.0013245033112582781	0.0	0.0026490066225165563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013245033112582781	0.0	0.0	0.0	0.0	0.0013245033112582781	0.0013245033112582781	0.0026490066225165563	0.0	26.2	865	0.04	29	2761	1.3	70.26	10.0	5.87	6.61	6.428571428571429	11.42	10.7	272	271	270	697	696	695	190	332	0.5723	365	82	0.2247	0.7647	0.066	0.03443	2.88
20879	40	737	24	30.708333333333332	3.72	49.77	0.0654	38.66	0.008141112618724558	76	0.31343283582089554	0.036635006784260515	0.016282225237449117	0.012211668928086838	0.004070556309362279	0.0	0.0	0.0027137042062415195	0.0013568521031207597	0.0013568521031207597	0.0	0.0	0.0	0.0013568521031207597	0.0013568521031207597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005427408412483039	0.0	28.6	821	0.03	33	2770	1.3	67.83	10.9	7.79	7.79	19.0	12.96	13.6	321	320	319	645	644	643	239	335	0.7134	310	82	0.2645	0.619	0.09922	0.04496	0.37
20881	28	987	34	29.029411764705884	4.23	34.83	0.0561	30.25	0.019250253292806486	48	0.22796352583586627	0.019250253292806486	0.0010131712259371835	0.0	0.004052684903748734	0.002026342451874367	0.0010131712259371835	0.0	0.0010131712259371835	0.0	0.002026342451874367	0.0010131712259371835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010131712259371835	0.0	0.0	27.4	1024	0.04	14	3542	1.3	69.04	10.4	7.43	6.62	12.75	11.41	13.3	280	279	278	804	803	802	207	482	0.4295	322	73	0.2267	0.1493	0.07711	0.00498	0.09
20882	38	874	54	16.185185185185187	7.0	41.37	0.0654	42.86	0.020594965675057208	67	0.2700228832951945	0.02631578947368421	0.014874141876430207	0.006864988558352402	0.005720823798627002	0.0	0.0011441647597254005	0.0011441647597254005	0.0	0.0011441647597254005	0.0	0.0	0.0011441647597254005	0.0011441647597254005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011441647597254005	0.0011441647597254005	0.0	16.6	924	0.06	24	3197	1.2	88.47	5.0	5.8	6.85	6.428571428571429	7.53	6.6	319	318	317	771	770	769	247	423	0.5839	348	72	0.2069	0.4362	0.10117	0.04021	0.27
20883	36	535	29	18.448275862068964	6.03	42.2	0.0187	35.29	0.014953271028037384	39	0.3102803738317757	0.022429906542056073	0.009345794392523364	0.003738317757009346	0.001869158878504673	0.001869158878504673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	600	0.06	24	1984	1.3	79.6	6.4	5.86	6.34	6.25	7.89	6.7	203	202	201	481	480	479	138	250	0.552	231	65	0.2814	0.6774	0.09148	0.03326	0.74
20884	43	762	36	21.166666666666668	5.22	40.06	0.0374	34.45	0.013123359580052493	58	0.2742782152230971	0.03674540682414698	0.009186351706036745	0.0013123359580052493	0.0013123359580052493	0.0013123359580052493	0.0	0.0013123359580052493	0.0	0.0	0.0013123359580052493	0.0	0.0013123359580052493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013123359580052493	0.0	19.5	888	0.05	42	3004	1.3	77.06	7.4	7.54	6.85	8.666666666666666	8.91	9.0	276	275	274	689	688	687	201	357	0.563	332	75	0.2259	0.5606	0.14949	0.0508	0.17
20885	34	367	15	24.466666666666665	4.36	49.42	0.0654	22.69	0.0326975476839237	25	0.3869209809264305	0.035422343324250684	0.0	0.0027247956403269754	0.0	0.0	0.0	0.0027247956403269754	0.0	0.0	0.0	0.0027247956403269754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027247956403269754	0.0	22.7	424	0.04	15	1343	1.2	82.27	7.4	5.46	6.57	10.8	9.9	8.5	170	169	168	344	343	342	108	155	0.6968	189	62	0.328	0.9474	0.10465	0.0407	0.95
20887	32	515	4	128.75	0.79	38.93	0.028	29.41	0.08349514563106795	32	0.3029126213592233	0.013592233009708738	0.0	0.0	0.0	0.001941747572815534	0.0	0.0	0.0	0.0	0.003883495145631068	0.0	0.001941747572815534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001941747572815534	0.0	0.001941747572815534	0.0	122.8	599	0.01	20	1949	1.2	-19.34	46.5	6.47	11.62	18.0	49.77	58.6	197	196	195	506	505	504	138	256	0.5391	250	59	0.236	0.5152	0.07312	0.06126	0.85
20888	50	792	42	18.857142857142858	5.86	46.58	0.0561	44.54	0.017676767676767676	95	0.27146464646464646	0.054292929292929296	0.027777777777777776	0.015151515151515152	0.0025252525252525255	0.005050505050505051	0.007575757575757576	0.0025252525252525255	0.0025252525252525255	0.0012626262626262627	0.0	0.0	0.0025252525252525255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012626262626262627	0.0	19.6	951	0.05	55	3187	1.4	68.5	8.6	8.3	7.88	10.166666666666666	10.23	9.7	334	333	332	717	716	715	263	381	0.6903	336	71	0.2113	0.5667	0.11715	0.03626	0.4
20889	40	650	28	23.214285714285715	5.26	45.11	0.0841	31.93	0.016923076923076923	45	0.30923076923076925	0.023076923076923078	0.006153846153846154	0.003076923076923077	0.003076923076923077	0.0	0.0	0.0015384615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004615384615384616	0.0	19.6	698	0.05	19	2308	1.3	76.96	7.4	6.67	6.55	14.75	8.52	8.9	240	239	238	532	531	530	165	287	0.5749	245	75	0.3061	0.2706	0.07895	0.01128	0.33
20892	40	622	20	31.1	3.79	46.59	0.0374	37.82	0.012861736334405145	41	0.32315112540192925	0.017684887459807074	0.00482315112540193	0.001607717041800643	0.00482315112540193	0.001607717041800643	0.0	0.006430868167202572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001607717041800643	0.0	30.4	667	0.03	16	2244	1.3	66.0	11.6	7.32	7.19	12.75	12.7	14.2	246	245	244	528	527	526	175	288	0.6076	240	71	0.2958	0.4444	0.07008	0.05114	0.31
20893	37	473	24	19.708333333333332	5.73	45.58	0.0748	32.77	0.02536997885835095	28	0.3403805496828753	0.016913319238900635	0.004228329809725159	0.0021141649048625794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004228329809725159	0.004228329809725159	17.2	521	0.06	16	1712	1.3	79.4	6.5	5.57	5.9	11.0	7.46	6.7	191	190	189	419	418	417	126	205	0.6146	214	65	0.3037	0.7037	0.07876	0.03103	0.52
20894	36	858	43	19.953488372093023	5.64	38.45	0.0374	47.06	0.05827505827505827	70	0.2529137529137529	0.017482517482517484	0.0034965034965034965	0.0	0.004662004662004662	0.0	0.0011655011655011655	0.0	0.0011655011655011655	0.0011655011655011655	0.0	0.0011655011655011655	0.0	0.0	0.0	0.0	0.0	0.0	0.002331002331002331	0.0011655011655011655	0.0	0.0	0.0	0.0	0.0	0.0011655011655011655	0.0011655011655011655	0.004662004662004662	0.0	18.4	932	0.05	26	3119	1.3	78.18	6.9	6.33	6.82	7.428571428571429	8.45	7.7	293	292	291	762	761	760	215	387	0.5556	375	78	0.208	0.6739	0.07743	0.01575	1.11
20895	40	592	33	17.939393939393938	6.24	41.21	0.028	35.29	0.010135135135135136	45	0.2956081081081081	0.02702702702702703	0.005067567567567568	0.005067567567567568	0.0016891891891891893	0.0	0.0	0.0016891891891891893	0.0016891891891891893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033783783783783786	0.0016891891891891893	18.1	692	0.06	29	2307	1.3	78.48	6.8	7.19	6.55	7.0	8.16	8.3	218	217	216	529	528	527	156	286	0.5455	243	62	0.2551	0.4576	0.07561	0.03403	0.15
